corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,relation
NEWS,train9,10,0,prevent_our_data_0_010,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,"[""But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic <ARG0>effort</ARG0> to avoid the ground <ARG1>war</ARG1> enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.""]",1,prevent
GPT3,train35,36,0,enable_GPT_0_036,The government has also announced that it will be investing in new public transportation systems to reduce traffic congestion.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in new public transportation systems to <ARG1>reduce</ARG1> traffic congestion.""]",1,enable
cnc,train_06_81,620,0,cnc_train_06_81_620_0,Arrest of ISI Spies Have Created Panic Among People,['<ARG0>Arrest of ISI Spies</ARG0> <ARG1><SIG0>Have Created</SIG0> Panic Among People</ARG1>'],1,cause
cnc,train_02_312,684,0,cnc_train_02_312_684_0,"The Patriotic People ’ s Front Assam ( PPFA ) , which spearheaded the protest , said the march was organised to send a message to the insurgent group to refrain from violent acts .","['The Patriotic People ’ s Front Assam ( PPFA ) , which spearheaded the protest , said <ARG1>the march was organised to send a message to the insurgent group</ARG1> <ARG0><SIG0>to</SIG0> refrain from violent acts</ARG0> .', 'The Patriotic People ’ s Front Assam ( PPFA ) , which spearheaded the protest , said <ARG1>the march was organised</ARG1> <ARG0><SIG0>to</SIG0> send a message to the insurgent group to refrain from violent acts</ARG0> .']",2,cause
cnc,train_04_211,2836,0,cnc_train_04_211_2836_0,Dawn-to-dusk hartal total in Varapuzha 29th October 2013 12:37 PM The dawn-to-dusk hartal observed by the National Highway Samara Samithi and associated organisation was total in Varapuzha on Monday .,[],0,0
GPT3,train192,193,0,enable_GPT_0_0193,The Canadian government has announced a new policy to increase the minimum wage in all provinces and territories.,"[""The Canadian government has announced a new <ARG0>policy</ARG0> to <ARG1>increase</ARG1> the minimum wage in all provinces and territories.""]",1,enable
cnc,train_01_3,2272,0,cnc_train_01_3_2272_0,"Tip asked Mathunjwa why he had not `` explicitly '' told armed , striking mineworkers to leave the hill where they had gathered and return to work .",[],0,0
GPT3,train96,97,0,enable_GPT_0_097,The government has also announced that it will be introducing new measures to reduce poverty and inequality.,"[""The government has also announced that it will be introducing new <ARG0>measures</ARG0> to <ARG1>reduce</ARG1> poverty and inequality.""]",1,enable
cnc,train_06_208,1538,0,cnc_train_06_208_1538_0,"The official claim that the abductions are the outcome of the Naxalites ’ falling support base , only helps to divert attention from the core issue .","['The official claim that <ARG1>the abductions</ARG1> <SIG0>are the outcome of</SIG0> <ARG0>the Naxalites ’ falling support base</ARG0> , only helps to divert attention from the core issue .', '<ARG0>The official claim that the abductions are the outcome of the Naxalites ’ falling support base</ARG0> , <SIG0>only helps to</SIG0> <ARG1>divert attention from the core issue</ARG1> .']",2,cause
NEWS,train212,213,0,cause_our_data_0_0213,Iraq still  has the potential to cause significant problems by using forces and weapons that don't yet seem fully engaged.,"[""Iraq still  has the potential to cause significant <ARG1>problems</ARG1> by <ARG0>using</ARG0> forces and weapons that dont yet seem fully engaged.""]",1,cause
cnc,train_06_229,3287,0,cnc_train_06_229_3287_0,"Since the work on the bridge was progressing at a snail ’ s pace , the locals had begun an agitation since June 16 .","['<SIG0>Since</SIG0> <ARG0>the work on the bridge was progressing at a snail ’ s pace</ARG0> , <ARG1>the locals had begun an agitation since June 16</ARG1> .']",1,cause
cnc,train_05_278,3310,0,cnc_train_05_278_3310_0,""" Hardik maintained Patels would continue their agitation in support of their demands .","['"" <ARG1>Hardik maintained Patels would continue their agitation</ARG1> <ARG0><SIG0>in support of</SIG0> their demands</ARG0> .']",1,cause
cnc,train_06_269,2550,0,cnc_train_06_269_2550_0,May 21 : CPI-Maoist cadres shot dead three persons and injured another at Kotam village in Gumla district of Jharkhand .,[],0,0
cnc,train_04_77,2658,0,cnc_train_04_77_2658_0,The same group entered a cinema hall and tried to disrobe some women besides behaving vulgarly with them .,[],0,0
GPT3,train363,364,0,enable_GPT_0_0364,The United Nations has passed a resolution to promote the rights of indigenous peoples around the world.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> the rights of indigenous peoples around the world.""]",1,enable
cnc,train_05_24,2011,0,cnc_train_05_24_2011_0,"Seers protest arrest at Banjara Hills police station 17th January 2013 11:41 AM Scores of VHP and Bajrang Dal activists , along with religious seers , staged a protest in front of the Banjara Hills police station till late in the night on Wednesday , demanding immediate release of Swami Kamalananda Bharati .","['Seers protest arrest at Banjara Hills police station 17th January 2013 11:41 AM <ARG1>Scores of VHP and Bajrang Dal activists , along with religious seers , staged a protest in front of the Banjara Hills police station till late in the night on Wednesday</ARG1> , <ARG0><SIG0>demanding</SIG0> immediate release of Swami Kamalananda Bharati</ARG0> .']",1,cause
cnc,train_03_110,1342,0,cnc_train_03_110_1342_0,"Union minister Nitin Gadkari , who led the BJP delegation that met the President , told reporters that BJP and RSS workers were facing “ atrocities ” from CPM in Kerala .",[],0,0
GPT3,train1418,1419,0,intend_GPT_0_01419,"The government has passed a law to protect the rights of religious minorities, in an effort to promote tolerance and acceptance.","[""The government has <ARG0>passed</ARG0> a law to protect the rights of religious minorities, in an effort to <ARG1>promote</ARG1> tolerance and acceptance.""]",1,intend
GPT3,train409,410,0,enable_GPT_0_0410,The United States has been advocating for the adoption of free trade agreements to reduce tariffs and other barriers to trade.,"[""The United States has been advocating for the <ARG0>adoption</ARG0> of free trade agreements to <ARG1>reduce</ARG1> tariffs and other barriers to trade.""]",1,enable
cnc,train_04_180,485,0,cnc_train_04_180_485_0,All this happened between 5 to 6 am .,[],0,0
NEWS,train272,273,0,cause_our_data_0_0273,"Profit also suffered because of ""intense"" discounting in its long-haul trucking business, the company said.    ","[""Profit also <ARG1>suffered</ARG1> because of intense <ARG0>discounting</ARG0> in its long-haul trucking business, the company said.""]",1,cause
cnc,train_04_281,423,0,cnc_train_04_281_423_0,"Seeking their jobs back , hundreds of protesters from across the state converged at the Vikas Bhawan ( Punjab Rural Development and Panchayats department headquarters ) in Mohali 's Sector 62 early in the morning .","[""<ARG0>Seeking their jobs back</ARG0> , <ARG1>hundreds of protesters from across the state converged at the Vikas Bhawan ( Punjab Rural Development and Panchayats department headquarters ) in Mohali 's Sector 62 early in the morning</ARG1> .""]",1,cause
GPT3,train152,153,0,enable_GPT_0_0153,The World Trade Organization has adopted a new agreement to reduce tariffs and other barriers to trade.,"[""The World Trade Organization has <ARG0>adopted</ARG0> a new agreement to <ARG1>reduce</ARG1> tariffs and other barriers to trade.""]",1,enable
cnc,train_07_160,1616,0,cnc_train_07_160_1616_0,"VRAs Call Off Stir 06th November 2015 05:14 AM HYDERABAD : Around 4,000 striking village revenue assistants ( VRAs ) called off their strike on Thursday following an assurance from Nizamabad MP Kalvakuntla Kavitha that the state government would resolve their issues soon .","['VRAs Call Off Stir 06th November 2015 05:14 AM HYDERABAD : <ARG1>Around 4,000 striking village revenue assistants ( VRAs ) called off their strike on Thursday</ARG1> <SIG0>following</SIG0> <ARG0>an assurance from Nizamabad MP Kalvakuntla Kavitha that the state government would resolve their issues soon</ARG0> .']",1,cause
cnc,train_03_321,2954,0,cnc_train_03_321_2954_0,"HYDERABAD : Exam mood back on OU campus March 24 , 2011 00:00 IST Examination mood is slowly setting in Osmania University that that has repeated postponement of examinations owing to the Telangana agitation .","['HYDERABAD : Exam mood back on OU campus March 24 , 2011 00:00 IST Examination mood is slowly setting in Osmania University that <ARG1>that has repeated postponement of examinations</ARG1> <SIG0>owing to</SIG0> <ARG0>the Telangana agitation</ARG0> .']",1,cause
cnc,train_09_A_142,567,0,cnc_train_09_A_142_567_0,A house was destroyed in the gun battle and security forces are removing the debris .,[],0,0
cnc,train_06_67,1946,0,cnc_train_06_67_1946_0,"14th September 2014 06:15 AM TIRUPATI : The alleged attack on Nagari YSRC MLA RK Roja by some TDP men at Nagari on Friday mid-night , when she went there for offering the ‘ first Harathi ’ to the processional deity of Goddess Gangamma , led to tension in and round the town on Saturday with the actress-turned-politician and her supports staging widespread protests over the incident .","['14th September 2014 06:15 AM TIRUPATI : <ARG0>The alleged attack on Nagari YSRC MLA RK Roja by some TDP men at Nagari on Friday mid-night , when she went there for offering the ‘ first Harathi ’ to the processional deity of Goddess Gangamma</ARG0> , <SIG0>led to</SIG0> <ARG1>tension in and round the town on Saturday</ARG1> with the actress-turned-politician and her supports staging widespread protests over the incident .', '14th September 2014 06:15 AM TIRUPATI : The alleged attack on Nagari YSRC MLA RK Roja by some TDP men at Nagari on Friday mid-night , when she went there for offering the ‘ first Harathi ’ to the processional deity of Goddess Gangamma , led to <ARG1>tension in and round the town on Saturday</ARG1> <SIG0>with</SIG0> <ARG0>the actress-turned-politician and her supports staging widespread protests over the incident</ARG0> .', '14th September 2014 06:15 AM TIRUPATI : The alleged attack on Nagari YSRC MLA RK Roja by some TDP men at Nagari on Friday mid-night , when she went there for offering the ‘ first Harathi ’ to the processional deity of Goddess Gangamma , led to tension in and round the town on Saturday with <ARG1>the actress-turned-politician and her supports staging widespread protests</ARG1> <SIG0>over</SIG0> <ARG0>the incident</ARG0> .']",3,cause
cnc,train_02_171,36,0,cnc_train_02_171_36_0,He expressed wonder at the fact that a mob of 500 people had gathered at the ` unearthly ' hour of 6 am on Tuesday .,[],0,0
cnc,train_03_58,1393,0,cnc_train_03_58_1393_0,"Students also protested at the Indumiso campus in Imbali , Pietermaritzburg .",[],0,0
cnc,train_06_204,3001,0,cnc_train_06_204_3001_0,Labour trouble brews in Jet Airways,[],0,0
cnc,train_05_175,3296,0,cnc_train_05_175_3296_0,"As per reports from Orissa , Dr. Alathara said , several people had been injured and houses and institutions run by Christian missionaries burnt in the incidents on Tuesday .",[],0,0
cnc,train_09_A_37,1692,0,cnc_train_09_A_37_1692_0,"In Mumbai , workers of the Vishwa Hindu Parishad stalled screening of the movie in Mumbai and Nanded .",[],0,0
GPT3,train1461,1462,0,intend_GPT_0_01462,The government passed a law to increase access to housing in an effort to reduce homelessness.,"[""The government passed a law to <ARG0>increase</ARG0> access to housing in an effort to <ARG1>reduce</ARG1> homelessness.""]",1,intend
cnc,train_03_317,2327,0,cnc_train_03_317_2327_0,"When the chief minister was about to inaugurate the mela in the afternoon , some candidates made a dash towards the dais , shouting : “ CM down , down ’ ’ and “ Government down , down ’ ’ .",[],0,0
cnc,train_04_299,2000,0,cnc_train_04_299_2000_0,"Militants fired a rocket at the headquarters of 84th battalion of BSF in Sopore in North Kashmir late last night which missed its target and caused no loss of life or damage to property , police said .","['<ARG0>Militants fired a rocket at the headquarters of 84th battalion of BSF in Sopore in North Kashmir late last night which missed its target</ARG0> and <SIG0>caused</SIG0> <ARG1>no loss of life or damage to property</ARG1> , police said .']",1,cause
NEWS,train177,178,0,cause_our_data_0_0178,"But as the craze died, Coleco failed  to come up with another winner and filed for bankruptcy-law protection in July 1988.    ","[""But as the craze <ARG0>died</ARG0>, Coleco failed  to come up with another winner and <ARG1>filed</ARG1> for bankruptcy-law protection in July 1988.""]",1,cause
cnc,train_08_9,296,0,cnc_train_08_9_296_0,The police issued notices to organisers of the bandh,[],0,0
GPT3,train1043,1044,0,intend_GPT_0_01044,The government passed a new law to protect the rights of disabled persons in an effort to promote inclusion.,"[""The government <ARG0>passed</ARG0> a new law to protect the rights of disabled persons in an effort to <ARG1>promote</ARG1> inclusion.""]",1,intend
cnc,train_04_25,970,0,cnc_train_04_25_970_0,"Thousands of party supporters and several top leaders marching through Rajabazar , Sealdha , Moulali , Entally , Parkcircus and Ballygunj Phari .",[],0,0
cnc,train_10_33,2758,0,cnc_train_10_33_2758_0,"In scenes that protesters and critics said were reminiscent of an attack on commuters by suspected triad gangs last week , police fired tear gas and rushed into the station shortly before 10pm .",[],0,0
GPT3,train617,618,0,prevent_GPT_0_0618,The government has implemented a series of measures to prevent the spread of hate speech.,"[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the spread of <ARG1>Hate Speech</ARG1>.""]",1,prevent
cnc,train_08_215,2240,0,cnc_train_08_215_2240_0,"The Tanzanian woman was reportedly dragged out of the car in which she was seated along with her three friends when she reached the accident spot with the miscreants mistaking them to have caused the fatal accident though a Sudanese was involved in it , police said .","['<ARG1>The Tanzanian woman was reportedly dragged out of the car in which she was seated along with her three friends</ARG1> when <ARG0>she reached the accident spot with the miscreants mistaking them to have caused the fatal accident</ARG0> though a Sudanese was involved in it , police said .', 'The Tanzanian woman was reportedly dragged out of the car in which she was seated along with her three friends when she reached the accident spot with <ARG1>the miscreants mistaking them to have caused the fatal accident</ARG1> <SIG0>though</SIG0> <ARG0>a Sudanese was involved in it</ARG0> , police said .']",2,cause
cnc,train_06_197,135,0,cnc_train_06_197_135_0,"﻿The caller alleged that the blasts could be the handiwork of vested interests to sabotage a fresh move by the People ’ s Committee for Peace Initiative in Assam ( PCPIA ) , a conglomerate of civil society groups for brokering peace dialogue between the ULFA and the government .","['\ufeffThe caller alleged that <ARG1>the blasts could be the handiwork of vested interests</ARG1> <ARG0><SIG0>to</SIG0> sabotage a fresh move by the People ’ s Committee for Peace Initiative in Assam ( PCPIA ) , a conglomerate of civil society groups for brokering peace dialogue between the ULFA and the government</ARG0> .']",1,cause
cnc,train_07_205,1790,0,cnc_train_07_205_1790_0,NEW DELHI : Minorities panel voices concern over attack on Muslims,['NEW DELHI : <ARG1>Minorities panel voices concern</ARG1> <SIG0>over</SIG0> <ARG0>attack on Muslims</ARG0>'],1,cause
AFPNEWS,train98,99,0,enable_our_data_0_099,"After a female stork was electrocuted on a power line, the inhabitants of a village in the Czech Republic decided to rally to help her partner and their four hatchlings in order to save them.","[""After a female stork was <ARG0>electrocuted</ARG0> on a power line, the inhabitants of a village in the Czech Republic decided to rally to <SIG0>help</SIG0> her partner and their four hatchlings in order to <ARG1>save</ARG1> them.""]",1,enable
cnc,train_07_266,1726,0,cnc_train_07_266_1726_0,"Posted : Tue Feb 16 1999 IST NEW DELHI , February 15 : The government began talks with representatives of faculty members of the All India Institute of Medical Sciences ( AIIMS ) on Monday in a bid to end the deadlock , even as agitating doctors decided to send away all patients in the hospital except those who require intensive care .","['Posted : Tue Feb 16 1999 IST NEW DELHI , February 15 : <ARG1>The government began talks with representatives of faculty members of the All India Institute of Medical Sciences ( AIIMS ) on Monday in a bid to end the deadlock</ARG1> , <SIG0>even as</SIG0> <ARG0>agitating doctors decided to send away all patients in the hospital except those who require intensive care</ARG0> .', 'Posted : Tue Feb 16 1999 IST NEW DELHI , February 15 : <ARG1>The government began talks with representatives of faculty members of the All India Institute of Medical Sciences ( AIIMS ) on Monday</ARG1> <SIG0>in a bid <ARG0>to</SIG0> end the deadlock</ARG0> , even as agitating doctors decided to send away all patients in the hospital except those who require intensive care .']",2,cause
cnc,train_09_A_77,2963,0,cnc_train_09_A_77_2963_0,Maharashtra CM saw the goings-on with eyes open .,[],0,0
cnc,train_09_B_39,306,0,cnc_train_09_B_39_306_0,"Nearly 7,000 Sikhs were killed in the November 1984 anti-Sikh riots in various parts of the country following the assassination of Indira Gandhi by her two Sikh bodyguards in New Delhi on October 31 , 1984 .","['<ARG1>Nearly 7,000 Sikhs were killed in the November 1984 anti-Sikh riots in various parts of the country</ARG1> <SIG0>following</SIG0> <ARG0>the assassination of Indira Gandhi by her two Sikh bodyguards in New Delhi on October 31 , 1984</ARG0> .']",1,cause
GPT3,train925,926,0,prevent_GPT_0_0926,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from becoming a safe haven for terrorists.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Somalia in an effort to prevent the country from becoming a safe haven for <ARG1>Terrorists</ARG1>.""]",1,prevent
GPT3,train103,104,0,enable_GPT_0_0104,The United Nations has agreed to a new resolution that requires all member states to ensure that their economic policies are in line with global standards.,"[""The United Nations has <ARG0>agreed</ARG0> to a new resolution that requires all member states to <ARG1>ensure</ARG1> that their economic policies are in line with global standards.""]",1,enable
cnc,train_05_160,979,0,cnc_train_05_160_979_0,The agitating activists attacked the ruling party office to register their protest against the delay in categorisation of SCs .,['<ARG1>The agitating activists attacked the ruling party office</ARG1> <ARG0><SIG0>to</SIG0> register their protest against the delay in categorisation of SCs</ARG0> .'],1,cause
cnc,train_02_4,1957,0,cnc_train_02_4_1957_0,” AMU Registrar Prof. V. K. Abdul Jaleel 's notice says the university was being closed sine die “ on the basis of report received from the district administration and in the view of the unfortunate incident that occurred ” on Friday evening .,"[""” AMU Registrar Prof. V. K. Abdul Jaleel 's notice says <ARG1>the university was being closed sine die</ARG1> <ARG0>“ <SIG1>on the basis of</SIG1> report received from the district administration and <SIG0>in the view of</SIG0> the unfortunate incident that occurred ” on Friday evening</ARG0> .""]",1,cause
cnc,train_10_49,1533,0,cnc_train_10_49_1533_0,"The meet witnessed the forceful opening of university gates by student protesters who were joined by Jaan Mohammed Saifi , brother of Akhlaq who was killed in Dadri , Uttar Pradesh , for allegedly consuming beef , and Radhika Vemula , mother of Rohith Vemula .","['The meet witnessed the forceful opening of university gates by student protesters who were joined by Jaan Mohammed Saifi , brother of <ARG1>Akhlaq who was killed in Dadri , Uttar Pradesh</ARG1> , <SIG0>for</SIG0> <ARG0>allegedly consuming beef</ARG0> , and Radhika Vemula , mother of Rohith Vemula .']",1,cause
cnc,train_09_B_130,2483,0,cnc_train_09_B_130_2483_0,"“ He is also found guilty of assaulting police officers and obstructing them from doing their duty , ” he said .","['“ <ARG1>He is also found guilty</ARG1> <SIG0>of</SIG0> <ARG0>assaulting police officers and obstructing them from doing their duty</ARG0> , ” he said .']",1,cause
GPT3,train1406,1407,0,intend_GPT_0_01407,The government passed a law to protect the rights of victims of sexual assault and ensure their access to services.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>protect</ARG1> the rights of victims of sexual assault and ensure their access to services.""]",1,intend
GPT3,train1210,1211,0,intend_GPT_0_01211,"The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure access to services and accommodations.","[""The government is <ARG0>introducing</ARG0> a new law to protect the rights of people with disabilities, in an effort to <ARG1>ensure</ARG1> access to services and accommodations.""]",1,intend
cnc,train_06_308,2047,0,cnc_train_06_308_2047_0,"Rebels have also planted landmines on the way to these places so as to target the security forces if they go to remove these effigies , "" police sources said .","['<ARG1>Rebels have also planted landmines on the way to these places</ARG1> <SIG0>so as <ARG0>to</SIG0> target the security forces if they go to remove these effigies</ARG0> , "" police sources said .']",1,cause
cnc,train_07_7,3219,0,cnc_train_07_7_3219_0,"Vijayaramana Rao , G. Kamalakar and others bought three donkeys and placed dummy cylinders on them in protest against the petrol , diesel and LPG cylinder price hike .","['<ARG1>Vijayaramana Rao , G. Kamalakar and others bought three donkeys and placed dummy cylinders on them</ARG1> <ARG0><SIG0>in protest</SIG0> against the petrol , diesel and LPG cylinder price hike</ARG0> .']",1,cause
GPT3,train327,328,0,enable_GPT_0_0328,The United Nations has implemented a new program to provide humanitarian aid to refugees.,"[""The United Nations has implemented a new <ARG0>program</ARG0> to <ARG1>provide</ARG1> humanitarian aid to refugees.""]",1,enable
cnc,train_06_121,1638,0,cnc_train_06_121_1638_0,"JUDA , consisting primarily of PG students , launched the strike on September 29 demanding scrapping of the mandatory rural service and wanted the government to adopt permanent recruitment to fill the posts at community health centres .","['<ARG1>JUDA , consisting primarily of PG students , launched the strike on September 29</ARG1> <ARG0><SIG0>demanding</SIG0> scrapping of the mandatory rural service</ARG0> and wanted the government to adopt permanent recruitment to fill the posts at community health centres .', 'JUDA , consisting primarily of PG students , launched the strike on September 29 demanding scrapping of the mandatory rural service and <ARG1>wanted the government to adopt permanent recruitment</ARG1> <ARG0><SIG0>to</SIG0> fill the posts at community health centres</ARG0> .']",2,cause
GPT3,train499,500,0,prevent_GPT_0_0500,The government has implemented a series of laws to protect the public from the exploitation of vulnerable populations.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Exploitation of Vulnerable Populations</ARG1>.""]",1,prevent
cnc,train_01_312,650,0,cnc_train_01_312_650_0,"The police said that around 50 armed ultras raided Kangurukunda village at Kalimela , about 40 km from here , early on Sunday and set off an explosion , destrying the panchayat office .","['The police said that <ARG0>around 50 armed ultras raided Kangurukunda village at Kalimela , about 40 km from here , early on Sunday and set off an explosion</ARG0> , <ARG1><SIG0>destrying</SIG0> the panchayat office</ARG1> .']",1,cause
GPT3,train261,262,0,enable_GPT_0_0262,The government has also announced plans to invest in research and development of new technologies to reduce emissions and promote sustainability.,"[""The government has also announced plans to invest in <ARG0>research</ARG0> and development of new technologies to <ARG1>reduce</ARG1> emissions and promote sustainability.""]",1,enable
AFPNEWS,train167,168,0,prevent_our_data_0_0168,"""If they can ban president Trump, all conservative voices could be next,"" House Minority Leader Kevin McCarthy tweeted.","[""If <ARG0>they</ARG0> can <SIG0>ban</SIG0> president Trump, all conservative <ARG1>voices</ARG1> could be next, House Minority Leader Kevin McCarthy tweeted.""]",1,prevent
NEWS,train132,133,0,cause_our_data_0_0133,"Once triggered, the rights allow holders to buy additional shares at 50% of the then current market price or, at the board's discretion, to receive securities or assets.    ","[""Once triggered, the rights allow holders to <ARG0>buy</ARG0> additional shares at 50% of the then current market price or, at the boards discretion, to <ARG1>receive</ARG1> securities or assets.""]",1,cause
GPT3,train949,950,0,prevent_GPT_0_0950,The United Nations has imposed an arms embargo on Iran in an effort to prevent the government from developing nuclear weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Iran in an effort to prevent the government from <ARG1>Developing nuclear weapons</ARG1>.""]",1,prevent
GPT3,train115,116,0,enable_GPT_0_0116,The United States has imposed tariffs on Chinese imports in an effort to protect American businesses from unfair competition.,"[""The United States has imposed <ARG0>tariffs</ARG0> on Chinese imports in an effort to <ARG1>protect</ARG1> American businesses from unfair competition.""]",1,enable
cnc,train_07_52,770,0,cnc_train_07_52_770_0,"On learning about the incident , the local police rushed to the spot .","['<SIG0>On</SIG0> <ARG0>learning about the incident</ARG0> , <ARG1>the local police rushed to the spot</ARG1> .']",1,cause
cnc,train_05_93,1704,0,cnc_train_05_93_1704_0,"Goldfields Limited would only reopen its number four shaft at the Beatrix mine in the Free State once it was assured of worker safety after two people were killed during a National Union of Mineworkers ( NUM ) meeting at the mine , Goldfields spokesman Willie Jacobsz said on Wednesday .","['<ARG1>Goldfields Limited would only reopen its number four shaft at the Beatrix mine in the Free State</ARG1> once <ARG0>it was assured of worker safety</ARG0> after two people were killed during a National Union of Mineworkers ( NUM ) meeting at the mine , Goldfields spokesman Willie Jacobsz said on Wednesday .']",1,cause
GPT3,train1472,1473,0,intend_GPT_0_01473,The government passed a law to protect the environment from pollution.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>protect</ARG1> the environment from pollution.""]",1,intend
cnc,train_06_310,772,0,cnc_train_06_310_772_0,"Even as both the public and the civic officials want the strike to end , the agitating sanitation workers have decided to intensify their agitation , with no response from the government .","['<SIG0>Even as</SIG0> <ARG0>both the public and the civic officials want the strike to end</ARG0> , <ARG1>the agitating sanitation workers have decided to intensify their agitation</ARG1> , with no response from the government .']",1,cause
GPT3,train457,458,0,prevent_GPT_0_0458,The government has implemented a series of laws to protect the public from dangerous products.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Dangerous Products</ARG1>.""]",1,prevent
GPT3,train979,980,0,prevent_GPT_0_0980,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence in the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",1,prevent
GPT3,train1316,1317,0,intend_GPT_0_01317,"The government has passed a law to protect the rights of victims of hate crimes, in an effort to ensure justice and accountability.","[""The government has <ARG0>passed</ARG0> a law to protect the rights of victims of hate crimes, in an effort to <ARG1>ensure</ARG1> justice and accountability.""]",1,intend
GPT3,train639,640,0,prevent_GPT_0_0640,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Sudan in an effort to prevent the country from committing human rights <ARG1>Abuses</ARG1>.""]",1,prevent
cnc,train_03_24,87,0,cnc_train_03_24_87_0,Battle continues in Poonch district 07th January 2009 01:41 PM Soldiers during the gun-battle with militants at Bhati Dhar forest in Poonch district of J & K .,[],0,0
cnc,train_09_B_31,3280,0,cnc_train_09_B_31_3280_0,"CITU district general secretary A. Ramsamohan inaugurated the hunger strike camp in which union members K. Penchalaiah , R. Polaiah , G. Chinna , S. Chennaiah , K. Polaiah and Sankar undertook relay fast .",[],0,0
cnc,train_07_193,3064,0,cnc_train_07_193_3064_0,"One day , however , he inadvertently misspoke , shouting “ Down with Mao Zedong ! ” instead .",[],0,0
cnc,train_05_120,1826,0,cnc_train_05_120_1826_0,"For a change , most of them had to jostle like other office-goers commuting in packed RTC buses and local trains , while some brought out their personal vehicles on the roads with an estimated 30,000 taxis and other vehicles , all with yellow registration plates , going off the road .","['For a change , <ARG1>most of them had to jostle like other office-goers commuting in packed RTC buses and local trains , while some brought out their personal vehicles on the roads</ARG1> <SIG0>with</SIG0> <ARG0>an estimated 30,000 taxis and other vehicles , all with yellow registration plates , going off the road</ARG0> .']",1,cause
GPT3,train84,85,0,enable_GPT_0_085,The Canadian government has launched a new initiative to help reduce greenhouse gas emissions and combat climate change.,"[""The Canadian government has <ARG0>launched</ARG0> a new initiative to help <ARG1>reduce</ARG1> greenhouse gas emissions and combat climate change.""]",1,enable
cnc,train_10_169,1875,0,cnc_train_10_169_1875_0,The identities of the security personnel killed in the second gunfight were not immediately available .,[],0,0
GPT3,train705,706,0,prevent_GPT_0_0706,The government has implemented a series of laws to prevent the sale of weapons to terrorists.,"[""The government has implemented a series of <ARG0>laws</ARG0> to prevent the sale of weapons to <ARG1>Terrorists</ARG1>.""]",1,prevent
cnc,train_05_20,1783,0,cnc_train_05_20_1783_0,"Popcru members carried placards which read : `` Away with level three salaries for 20 years , '' and `` Away with slavery packages '' .",[],0,0
cnc,train_08_68,1431,0,cnc_train_08_68_1431_0,""" On December 29 , we halted at Basaguda village in Chhattisgarh but some people in civil clothes approached us and tied our hands upon which we realised we have been kidnapped .","['"" On December 29 , we halted at Basaguda village in Chhattisgarh but <ARG1>some people in civil clothes approached us and tied our hands</ARG1> upon which we realised <ARG0>we have been kidnapped</ARG0> .']",1,cause
cnc,train_01_14,745,0,cnc_train_01_14_745_0,VS condemns attack on NSS Karayogams 08th May 2011 05:00 AM THIRUVANANTHAPURAM : Chief Minister V S Achuthanandan has condemned the recent attacks on NSS Karayogams .,[],0,0
NEWS,train111,112,0,cause_our_data_0_0112,"In effect, McCaw has forced LIN's hand by bidding $1.9 billion for the stake earlier this month.    ","[""In effect, McCaw has <ARG1>forced</ARG1> LINs hand by <ARG0>bidding</ARG0> $1.9 billion for the stake earlier this month.""]",1,cause
GPT3,train1078,1079,0,intend_GPT_0_01079,The United Nations passed a resolution to impose an arms embargo on Libya in an effort to pressure the government to end its civil war.,"[""The United Nations <ARG0>passed</ARG0> a resolution to impose an arms embargo on Libya in an effort to <ARG1>pressure</ARG1> the government to end its civil war.""]",1,intend
GPT3,train107,108,0,enable_GPT_0_0108,The Canadian government has announced a new strategy to promote innovation and entrepreneurship.,"[""The Canadian government has <ARG0>announced</ARG0> a new strategy to <ARG1>promote</ARG1> innovation and entrepreneurship.""]",1,enable
