Text,Max_Similarity,Relation,Average_Similarity
"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",,cause,0.7126461
"The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to promote cultural understanding and respect.",,intend,0.78411466
"The company noted that its Fox-Meyer Drug Co., Ben Franklin Stores Inc. and Permian Corp. operations showed improvements as a result of restructuring moves. ",,cause,0.762621
The government passed a law to protect the rights of LGBTQ+ individuals and promote equality.,,intend,0.7680229
"The government has passed a law to increase access to mental health services, in an effort to reduce crime.",,intend,0.7533284
"GMAC said its automotive financing and leasing business rose 35% in the U.S., largely because of dealer and customer incentives used to boost sales. ",,cause,0.78779507
"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ",,cause,0.7486064
"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",,intend,0.7298178
"The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",,intend,0.7115619
But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,,cause,0.7480903
"Mr. Edelman declined to specify what prompted the recent moves, saying they are meant only to benefit shareholders when ""the company is on a roll."" ",,intend,0.7626656
The government implemented a new policy to promote economic inclusion.,,intend,0.7686238
"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """,,cause,0.67771566
The government passed a law to increase the number of environmental protection regulations in an effort to reduce pollution.,,intend,0.73390406
The government launched a new initiative to promote access to healthcare.,,intend,0.76807326
"The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth.",,intend,0.75557697
"Lawrence Insurance also sold 3.2 million of its shares for $7.125 each to its parent, Lawrence Group Inc. Lawrence Insurance, based in Albany, N.Y., plans to use the $22.5 million in proceeds to help finance the acquisition of United Republic.    ",,intend,0.73822296
The government introduced a new program to provide incentives for businesses to invest in green technology.,,intend,0.75378454
BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.,,cause,0.73122704
The government passed a law to increase access to education in an effort to reduce poverty.,,intend,0.74592066
"The government passed a law to increase funding for public health services, in an effort to improve health outcomes.",,intend,0.7360691
The Senate has passed a bill to increase the minimum wage for workers.,,intend,0.7220534
The government passed a law to protect the rights of refugees and ensure access to basic services.,,intend,0.78289527
"That, he said, is why Unisys is overhauling its whole business: It needs to prepare for a world in which profit margins will be lower than computer companies have been used to.    ",,cause,0.789271
"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ",,cause,0.7115077
"Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined. ",,cause,0.77457774
The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.,,intend,0.74389523
"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",,cause,0.77645195
"Nevertheless, American officials over the weekend becamemore open in declaring that by destroying Saddam Hussein'smilitary machine they hope to destroy his regime -- a goallikely to be supported by most Americans.   ",,intend,0.7099918
"The government has implemented a new policy to provide free education to all citizens, in an effort to promote economic growth and social development.",,intend,0.77837175
The government passed a law to protect the rights of indigenous peoples.,,intend,0.7408263
The government has implemented a series of reforms to promote human rights and reduce human rights abuses.,,intend,0.8094756
"The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure justice and accountability.",,intend,0.7930278
"The government has introduced a new law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",,intend,0.76855576
The European Union has adopted a new policy to reduce the amount of plastic waste in the environment.,,intend,0.74394083
"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and improve living conditions.",,intend,0.7502936
"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.",,intend,0.7782454
"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",,cause,0.767969
"The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.",,intend,0.7655188
"The government is introducing a new law to protect the rights of immigrants, in an effort to promote integration and cultural understanding.",,intend,0.7793271
The government passed a law to protect the rights of victims of human trafficking and promote their rehabilitation.,,intend,0.7761796
"The government passed a law to increase funding for social services, in an effort to reduce poverty and inequality.",,intend,0.7479573
"The government passed a law to increase access to job training, in an effort to reduce unemployment.",,intend,0.7302199
"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",,cause,0.7134425
The government has implemented a series of reforms to protect intellectual property rights and promote innovation.,,intend,0.77393883
The company has acknowledged a software glitch that is causing problems with its braking.,,cause,0.7284026
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",,cause,0.7529794
"The government passed a law to increase funding for social services, in an effort to reduce inequality.",,intend,0.7327504
The government passed a law to increase the availability of mental health services in an effort to reduce suicide rates.,,intend,0.7523324
The government passed a law to increase access to financial services in an effort to reduce poverty.,,intend,0.7534385
The government introduced a new law to protect the rights of religious minorities in an effort to promote religious freedom.,,intend,0.7721175
The government passed a law to protect the rights of victims of wage theft and ensure their access to services.,,intend,0.75414705
"The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure access to services and accommodations.",,intend,0.76623863
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",,cause,0.74160653
"The government has passed a law to increase access to education, in an effort to reduce educational disparities and promote economic growth.",,intend,0.7504786
The government introduced a new law to protect the rights of workers in an effort to ensure fair wages and safe working conditions.,,intend,0.76539075
The United States and Mexico agreed to a trade deal that would reduce tariffs and increase access to Mexican markets for American companies.,,intend,0.69147694
The government has implemented a series of reforms to promote environmental protection and reduce pollution.,,intend,0.7618036
The United States Congress passed a law to increase funding for public education in an effort to improve student achievement.,,intend,0.59970796
The government passed a law to increase access to public libraries in an effort to promote literacy.,,intend,0.7252375
"The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",,intend,0.7213691
"The government passed a law to increase access to housing, in an effort to reduce homelessness.",,intend,0.7308513
"The government is introducing a new law to protect the rights of children, in an effort to ensure their safety and well-being.",,intend,0.7778775
"Since KKR bought RJR in February for $25 billion of debt, it has agreed to sell nearly $5 billion of RJR assets. ",,cause,0.74575305
Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.,,cause,0.75206316
"Compaq Computer Corp. said that its net income rose 51% in the third quarter, bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations.    ",,cause,0.8033274
"The government passed a law to increase access to technology, in an effort to promote economic growth.",,intend,0.7492517
"The government passed a law to increase access to childcare, in an effort to support working families.",,intend,0.7332838
The United Nations passed a resolution calling for an end to the conflict in the Middle East.,,intend,0.70871645
"The government passed a law to increase access to clean water, in an effort to reduce water-borne diseases.",,intend,0.7514819
The company said it was delaying construction because of current market conditions.,,cause,0.72996974
"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ",,cause,0.7427541
"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",,cause,0.69803494
The United States and Canada agreed to a trade deal that would reduce tariffs and increase access to Canadian markets for American companies.,,intend,0.6931282
The government passed a law to protect the rights of religious minorities and ensure their freedom of worship.,,intend,0.7490546
The government passed a law to increase access to financial services and reduce financial exclusion.,,intend,0.74967796
"In wooing British lawmakers, GM has pointed out that its willingness to settle for a minority stake would keep Jaguar British-owned and independent. ",,intend,0.7461482
"The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions.",,intend,0.79019916
The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation.,,intend,0.72394764
The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations.,,cause,0.7357905
"Philip Morris Cos., New York, adopted a defense measure designed to make a hostile takeover prohibitively expensive.    ",,intend,0.72352135
"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",,cause,0.76634073
The government passed a law to protect the rights of Indigenous peoples in an effort to promote reconciliation.,,intend,0.78575534
The House of Representatives passed a bill to provide tax relief for small businesses.,,intend,0.6513897
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and improve air quality.",,intend,0.7202364
The United Nations has launched a new campaign to combat poverty and inequality.,,intend,0.7486669
The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.,,intend,0.7812259
"The companies said the transaction is being structured this way because the laws of the Netherlands Antilles, under which Erbamont is organized, do n't provide for merger transactions. ",,cause,0.7233054
"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",,intend,0.7360417
The government introduced a new program to provide free education to all children.,,intend,0.72370255
The United States and China agreed to a trade deal that would reduce tariffs and increase access to Chinese markets for American companies.,,intend,0.7040898
The government passed a law to increase access to public parks in an effort to promote physical activity.,,intend,0.7222377
Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,,intend,0.6672703
"The government has implemented a new policy to provide subsidies to farmers, in an effort to increase agricultural production and reduce food prices.",,intend,0.73351973
The government passed a law to protect the rights of workers.,,intend,0.71810657
The government has passed a law to protect the rights of immigrants and ensure their safe passage.,,intend,0.7753784
"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ",,cause,0.7421799
The government has implemented a series of reforms to protect the environment and promote sustainable development.,,intend,0.7788044
"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure their access to services and opportunities.",,intend,0.77830607
The government passed a law to increase access to childcare services in an effort to reduce poverty.,,intend,0.75247544
The government has implemented a series of reforms to promote public safety and reduce crime.,,intend,0.76418865
The government passed a law to protect the rights of victims of discrimination in credit and lending and ensure their access to services.,,intend,0.765658
Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,,cause,0.70697224
The government passed a law to increase access to housing in an effort to reduce homelessness.,,intend,0.7334491
The government passed a law to increase access to renewable energy sources and reduce dependence on fossil fuels.,,intend,0.77966154
"The government has passed a law to increase the availability of healthcare services, in an effort to improve public health.",,intend,0.74747115
Several Google users and fans gathered in front of the company's China headquarters in northwest Beijing to express support for Internet freedom.,,intend,0.74208343
Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.,,cause,0.7156259
The government launched a campaign to promote financial literacy.,,intend,0.7169565
So Saddam Hussein on Friday tried to scare other Arab leaders into supporting him by calling onArabs to rise up in a holy war against leaders who invited American and other Western soldiers into Saudi Arabia to protect the oil-rich kingdom.,,intend,0.6943926
"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure access to healthcare and other social services.",,intend,0.78803074
The government passed a law to increase the number of public health initiatives in an effort to improve public health.,,intend,0.7482819
"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",,cause,0.72108597
"I'm sure the problem that we saw in Pakistan is shared in Haiti -- in that concrete buildings have been built poorly, without adequate technical supervision, and have proved very vulnerable to the earthquake.",,cause,0.72832
The government passed a law to increase access to voting rights in an effort to increase voter turnout.,,intend,0.7396165
"The government has passed a law to increase access to childcare services, in an effort to promote gender equality.",,intend,0.75805557
"Cineplex Odeon Corp. directors said the company's chairman and chief executive, Garth Drabinsky, is considering bidding 780.6 million Canadian dollars (US$666 million) to acquire the company.    ",,intend,0.74017173
"The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",,intend,0.79437953
The government passed a law to increase access to clean energy sources in an effort to reduce air pollution.,,intend,0.7816561
"The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime and improve public safety.",,intend,0.72915
The government has implemented a series of trade agreements to open up new markets and increase exports.,,intend,0.7509784
"The government is introducing a new law to increase access to financial services, in an effort to reduce poverty.",,intend,0.75005907
"The government passed a law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",,intend,0.7631568
"The government passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",,intend,0.7336639
The government introduced a new law to protect the rights of people with disabilities in an effort to ensure access to services and resources.,,intend,0.7825084
The government passed a law to increase the availability of public parks and green spaces in an effort to reduce urban sprawl.,,intend,0.742849
"The government has implemented a new policy to provide incentives for businesses to invest in renewable energy sources, in an effort to reduce greenhouse gas emissions.",,intend,0.78687733
"The government passed a law to increase the number of renewable energy sources, in an effort to reduce air pollution.",,intend,0.768709
Thatwould undermine any chances of rebuilding either Iraq or itsarmed forces in short order as long as Saddam Hussein remainsin power.,,cause,0.63033545
The government passed a law to provide tax credits for businesses that hire veterans.,,intend,0.69159603
"The government is introducing a new law to protect the rights of the LGBTQ+ community, in an effort to ensure their safety and acceptance.",,intend,0.77955085
"Taken together, the worries prompted a broad sell-off of stocks. ",,cause,0.7451078
The government passed a law to increase access to mental health services in an effort to reduce suicide rates.,,intend,0.74774134
The government passed a law to protect the rights of Indigenous peoples and promote reconciliation.,,intend,0.7845871
"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.    ",,cause,0.7883226
"The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden on working families.",,intend,0.75332516
"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ",,cause,0.79398793
"The government has introduced a new program to provide financial assistance to small businesses, in an effort to reduce economic inequality.",,intend,0.73477376
"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.",,cause,0.65710557
"The president signed an executive order to protect the rights of immigrants and refugees, in an effort to ensure fair treatment and access to services.",,intend,0.7779776
Israel criticized Turkey Monday for a Turkish television series that it said depicted Israeli intelligence agents as baby-snatchers.,,cause,0.7058781
The government passed a law to increase access to quality childcare in an effort to promote gender equality.,,intend,0.77016765
"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ",,cause,0.6978406
"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",,cause,0.73905265
The government passed a law to reduce carbon emissions and combat climate change.,,intend,0.80388725
The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.,,intend,0.74387133
"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",,cause,0.72092164
The United Nations passed a resolution to promote the rights of indigenous peoples and ensure their access to land and resources.,,intend,0.77407414
"The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and, consequently , to write down the asset value of some previous acquisitions. ",,cause,0.78592086
The president proposed a new tax plan to increase revenue and reduce the budget deficit.,,intend,0.65456057
The government passed a law to increase access to clean energy in an effort to reduce air pollution.,,intend,0.7754528
The United States passed a law to impose sanctions on Russia in an effort to pressure the government to end its interference in Ukraine.,,intend,0.72730285
"The government is introducing a new law to protect the rights of religious minorities, in an effort to promote religious freedom.",,intend,0.7559821
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,,cause,0.70644176
The government passed a law to increase the number of public parks and green spaces in order to improve the quality of life for citizens.,,intend,0.763587
"The government is introducing a new law to protect the rights of indigenous people, in an effort to ensure their cultural heritage is respected.",,intend,0.77459395
The government passed a law to protect the rights of religious minorities and promote religious tolerance.,,intend,0.7547577
The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.,,intend,0.7807857
"``We continue  to pray and pray hard to God so that there will beno confrontation whereby you  will receive thousands of Americanswrapped in sad coffins after you  had pushed them into a darktunnel,'' Saddam said.   ",,cause,0.6685378
The government launched a new initiative to promote gender equality.,,intend,0.7649415
The government passed a law to increase access to childcare in an effort to reduce child poverty.,,intend,0.7534283
The government launched a campaign to raise awareness of climate change.,,intend,0.7707691
"If the government succeeds in seizing Mr. Antar's assets, he could be left without top-flight legal representation, because his attorneys are likely to quit, according to individuals familiar with the case. ",,cause,0.7487639
"The government passed a law to increase access to clean energy, in an effort to reduce air pollution and combat climate change.",,intend,0.80522937
"The government passed a law to increase funding for renewable energy sources, in an effort to reduce carbon emissions.",,intend,0.7773772
"The government has passed a law to protect the environment, in an effort to reduce pollution and conserve natural resources.",,intend,0.74571913
The government launched a campaign to promote sustainable development.,,intend,0.76698935
"After the split, the company will have more than 4.7 million shares outstanding. ",,cause,0.7226864
"The government passed a law to increase access to education, in an effort to reduce inequality.",,intend,0.73203534
The government passed a law to increase access to job training programs in an effort to reduce unemployment.,,intend,0.72164935
"The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",,intend,0.74243796
"Earlier staff-reduction moves have trimmed about 300 jobs, the spokesman said. ",,cause,0.67555475
"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.",,cause,0.69411165
"The government passed a law to increase funding for public transportation, in an effort to reduce traffic congestion.",,intend,0.7002521
"The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance.",,intend,0.71969545
"The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to ensure equal access to services and protection from discrimination.",,intend,0.78324425
"The government of France has passed a law to increase the number of renewable energy sources, in an effort to reduce carbon emissions.",,intend,0.77760327
"The government has passed a law to increase access to financial services, in an effort to reduce economic inequality.",,intend,0.7367843
"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons.""",,intend,0.66912186
"The government has passed a law to increase access to clean water, in an effort to improve public health.",,intend,0.75107384
"The government has introduced a new program to provide job training and education services to those who are underemployed, in an effort to reduce long-term underemployment.",,intend,0.7338329
"The government has passed a law to increase access to financial services, in an effort to reduce poverty.",,intend,0.7406063
"""If I  were choosing the people of tomorrow, I would  have chosen the people who are now on the board,"" he said.    ",,cause,0.6978417
"The government passed a law to increase funding for education, in an effort to improve educational outcomes.",,intend,0.7184202
"The government passed a law to increase funding for infrastructure projects, in an effort to improve economic growth.",,intend,0.73132545
"The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities.",,intend,0.7694831
The government has implemented a series of reforms to promote democracy and reduce political corruption.,,intend,0.7690584
The government launched a campaign to reduce the number of homeless people.,,intend,0.71962273
"After a severe earthquake centered in Pakistan's Kashmir province killed more than 70,000 people in 2005, teams from a nonprofit architecture group based in London, England, helped the region start to rebuild.",,cause,0.71282053
"The government passed a law to increase the number of job search assistance programs, in an effort to increase employment opportunities.",,intend,0.7183463
The government passed a law to increase access to job training programs in an effort to reduce unemployment.,,intend,0.72164935
The government passed a law to increase the availability of affordable childcare in an effort to support working families.,,intend,0.75397426
Courtaulds has been under pressure to enhance shareholder value since takeover speculators -- including Australian financier Kerry Packer -- surfaced holding small stakes last year.,,cause,0.7424458
"A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it filed with federal antitrust regulators for clearance to buy more than 50% of the stock of Rally's Inc., a fast-food company based in Louisville, Ky.    Rally's operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share. ",,cause,0.7538917
The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,,intend,0.7408951
"The government passed a law to increase access to quality education, in an effort to reduce inequality.",,intend,0.74677145
"Reuters Holdings PLC said Michael Reupke resigned as general manager  to pursue unspecified interests, a move the news organization termed an ""amicable separation.""    ",,cause,0.7611499
The government passed a law to protect the rights of immigrants.,,intend,0.73320115
The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal access to services.,,intend,0.7759826
"The government of Japan has passed a law to increase the number of public safety measures, in an effort to reduce crime.",,intend,0.7270842
The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,,intend,0.7408951
The government passed a law to increase access to education in an effort to improve educational outcomes.,,intend,0.742705
"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",,cause,0.7835182
The government passed a law to strengthen gun control in an effort to reduce gun violence.,,intend,0.7394312
"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural diversity and respect for traditional knowledge.",,intend,0.7846683
The mayor announced a new initiative to improve public transportation in the city.,,intend,0.6991325
The International Monetary Fund has proposed a new set of regulations to promote global financial stability.,,intend,0.72922486
"The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. ",,cause,0.6555273
The government passed a law to protect the rights of the LGBTQ+ community and ensure equal rights and protections.,,intend,0.78350675
"In addition, Hewlett-Packard acquired a two-year option to buy an extra 10%, of which half may be sold directly to Hewlett-Packard by Octel. ",,cause,0.7565547
"He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   ",,cause,0.7043338
