Text,Max_Similarity,Relation,Average_Similarity
"The government is introducing a new law to protect the rights of religious minorities, in an effort to ensure equal access to services and opportunities.",,intend,0.8235835
"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ",,cause,0.9346921
"The government is introducing a new law to protect the rights of Indigenous peoples, in an effort to promote cultural understanding and respect.",,intend,0.8408284
"The company noted that its Fox-Meyer Drug Co., Ben Franklin Stores Inc. and Permian Corp. operations showed improvements as a result of restructuring moves. ",,cause,0.94035167
The government passed a law to protect the rights of LGBTQ+ individuals and promote equality.,,intend,0.80655515
"The government has passed a law to increase access to mental health services, in an effort to reduce crime.",,intend,0.8483472
"GMAC said its automotive financing and leasing business rose 35% in the U.S., largely because of dealer and customer incentives used to boost sales. ",,cause,0.9339117
"Despite these early successes, the mere fact that a groundcampaign has begun almost guarantees that the Bushadministration will face fresh problems growing out of themilitary situation. ",,cause,0.879008
"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",,intend,0.8034536
"The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",,intend,0.9683361
But the new pact will force huge debt on the new firm and could still fail to thwart rival suitor McCaw Cellular.,,cause,0.82242477
"Mr. Edelman declined to specify what prompted the recent moves, saying they are meant only to benefit shareholders when ""the company is on a roll."" ",,intend,0.7612544
The government implemented a new policy to promote economic inclusion.,,intend,0.9654047
"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """,,cause,0.74534786
The government passed a law to increase the number of environmental protection regulations in an effort to reduce pollution.,,intend,0.80001736
The government launched a new initiative to promote access to healthcare.,,intend,0.79205185
"The government has passed a law to increase access to financial services, in an effort to reduce poverty and promote economic growth.",,intend,0.96908796
"Lawrence Insurance also sold 3.2 million of its shares for $7.125 each to its parent, Lawrence Group Inc. Lawrence Insurance, based in Albany, N.Y., plans to use the $22.5 million in proceeds to help finance the acquisition of United Republic.    ",,intend,0.88267213
The government introduced a new program to provide incentives for businesses to invest in green technology.,,intend,0.9267396
BLOCKBUSTER ENTERTAINMENT CORP. said it raised $92 million from an offering of liquid yield option notes.,,cause,0.9537797
The government passed a law to increase access to education in an effort to reduce poverty.,,intend,0.87520534
"The government passed a law to increase funding for public health services, in an effort to improve health outcomes.",,intend,0.78333616
The Senate has passed a bill to increase the minimum wage for workers.,,intend,0.9701456
The government passed a law to protect the rights of refugees and ensure access to basic services.,,intend,0.9701456
"That, he said, is why Unisys is overhauling its whole business: It needs to prepare for a world in which profit margins will be lower than computer companies have been used to.    ",,cause,0.8423872
"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ",,cause,0.8118259
"Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined. ",,cause,0.7934841
The government passed a law to increase the number of public safety initiatives in an effort to reduce crime.,,intend,0.844442
"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",,cause,0.9592926
"Nevertheless, American officials over the weekend becamemore open in declaring that by destroying Saddam Hussein'smilitary machine they hope to destroy his regime -- a goallikely to be supported by most Americans.   ",,intend,0.85867864
"The government has implemented a new policy to provide free education to all citizens, in an effort to promote economic growth and social development.",,intend,0.8534211
The government passed a law to protect the rights of indigenous peoples.,,intend,0.7911315
The government has implemented a series of reforms to promote human rights and reduce human rights abuses.,,intend,0.80527717
"The government is introducing a new law to protect the rights of victims of domestic violence, in an effort to ensure justice and accountability.",,intend,0.8740776
"The government has introduced a new law to protect the rights of workers, in an effort to ensure fair wages and working conditions.",,intend,0.77296907
The European Union has adopted a new policy to reduce the amount of plastic waste in the environment.,,intend,0.8553818
"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness and improve living conditions.",,intend,0.9701456
"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure equal access to services and opportunities.",,intend,0.8488329
"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",,cause,0.8201909
"The government passed a law to increase access to technology, in an effort to reduce the digital divide and promote economic growth.",,intend,0.8843398
"The government is introducing a new law to protect the rights of immigrants, in an effort to promote integration and cultural understanding.",,intend,0.9701456
The government passed a law to protect the rights of victims of human trafficking and promote their rehabilitation.,,intend,0.92253494
"The government passed a law to increase funding for social services, in an effort to reduce poverty and inequality.",,intend,0.694183
"The government passed a law to increase access to job training, in an effort to reduce unemployment.",,intend,0.83795583
"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.",,cause,0.80522424
The government has implemented a series of reforms to protect intellectual property rights and promote innovation.,,intend,0.88021946
The company has acknowledged a software glitch that is causing problems with its braking.,,cause,0.9999998
"Coda Energy Inc. said it arranged a $50 million credit facility with NCNB Texas National Bank, a unit of NCNB Corp., of Charlotte, N.C.    The Dallas oil and gas concern said that $10 million of the facility would  be used  to consolidate the company's $8.1 million of existing bank debt,  to repurchase 4 million of its 4.9 million shares outstanding of Series D convertible preferred stock, and  to purchase a 10% net-profits interest in certain oil and gas properties from one of its existing lenders, National Canada Corp. The remaining $40 million can  be used over three years for oil and gas acquisitions, the company said.    ",,cause,0.8004147
"The government passed a law to increase funding for social services, in an effort to reduce inequality.",,intend,0.8529228
The government passed a law to increase the availability of mental health services in an effort to reduce suicide rates.,,intend,0.8460895
The government passed a law to increase access to financial services in an effort to reduce poverty.,,intend,0.9660953
The government introduced a new law to protect the rights of religious minorities in an effort to promote religious freedom.,,intend,0.77547795
The government passed a law to protect the rights of victims of wage theft and ensure their access to services.,,intend,0.93080294
"The government is introducing a new law to protect the rights of people with disabilities, in an effort to ensure access to services and accommodations.",,intend,0.83974475
"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",,cause,0.80490434
"The government has passed a law to increase access to education, in an effort to reduce educational disparities and promote economic growth.",,intend,0.8743323
The government introduced a new law to protect the rights of workers in an effort to ensure fair wages and safe working conditions.,,intend,0.8073636
The United States and Mexico agreed to a trade deal that would reduce tariffs and increase access to Mexican markets for American companies.,,intend,0.8451616
The government has implemented a series of reforms to promote environmental protection and reduce pollution.,,intend,0.9476532
The United States Congress passed a law to increase funding for public education in an effort to improve student achievement.,,intend,0.8779724
The government passed a law to increase access to public libraries in an effort to promote literacy.,,intend,0.89821756
"The government passed a law to increase access to job training programs, in an effort to reduce unemployment.",,intend,0.81564397
"The government passed a law to increase access to housing, in an effort to reduce homelessness.",,intend,0.89821756
"The government is introducing a new law to protect the rights of children, in an effort to ensure their safety and well-being.",,intend,0.80783165
"Since KKR bought RJR in February for $25 billion of debt, it has agreed to sell nearly $5 billion of RJR assets. ",,cause,0.83824635
Crossland Savings Bank's stock plummeted after management recommended a suspension of dividend payments on both its common and preferred stock because Crossland may not meet the new government capital criteria effective Dec. 7.,,cause,0.84960234
"Compaq Computer Corp. said that its net income rose 51% in the third quarter, bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations.    ",,cause,0.9483243
"The government passed a law to increase access to technology, in an effort to promote economic growth.",,intend,0.76967275
"The government passed a law to increase access to childcare, in an effort to support working families.",,intend,0.84821874
The United Nations passed a resolution calling for an end to the conflict in the Middle East.,,intend,0.792238
"The government passed a law to increase access to clean water, in an effort to reduce water-borne diseases.",,intend,0.79112214
The company said it was delaying construction because of current market conditions.,,cause,0.9754222
"Last month, Canadian Bond Rating Service downgraded Provigo's commercial paper and debentures because of its lackluster performance.    ",,cause,0.8137951
"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",,cause,0.9999998
The United States and Canada agreed to a trade deal that would reduce tariffs and increase access to Canadian markets for American companies.,,intend,0.7999302
The government passed a law to protect the rights of religious minorities and ensure their freedom of worship.,,intend,0.9253197
The government passed a law to increase access to financial services and reduce financial exclusion.,,intend,0.96908796
"In wooing British lawmakers, GM has pointed out that its willingness to settle for a minority stake would keep Jaguar British-owned and independent. ",,intend,0.90662795
"The government passed a law to increase access to clean energy sources, in an effort to reduce greenhouse gas emissions.",,intend,0.8569315
The International Monetary Fund has approved a loan package to help stabilize the economy of a developing nation.,,intend,0.7608256
The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations.,,cause,0.94748366
"Philip Morris Cos., New York, adopted a defense measure designed to make a hostile takeover prohibitively expensive.    ",,intend,0.8735887
"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",,cause,0.84474695
The government passed a law to protect the rights of Indigenous peoples in an effort to promote reconciliation.,,intend,0.92253494
The House of Representatives passed a bill to provide tax relief for small businesses.,,intend,0.89921284
"The government passed a law to increase access to public transportation, in an effort to reduce traffic congestion and improve air quality.",,intend,0.9683361
The United Nations has launched a new campaign to combat poverty and inequality.,,intend,0.9102977
The government passed a law to protect the rights of victims of human trafficking and ensure their access to justice.,,intend,0.8585949
"The companies said the transaction is being structured this way because the laws of the Netherlands Antilles, under which Erbamont is organized, do n't provide for merger transactions. ",,cause,0.9100273
"The government passed a law to increase access to affordable housing, in an effort to reduce homelessness.",,intend,0.87520534
The government introduced a new program to provide free education to all children.,,intend,0.93969554
The United States and China agreed to a trade deal that would reduce tariffs and increase access to Chinese markets for American companies.,,intend,0.9057025
The government passed a law to increase access to public parks in an effort to promote physical activity.,,intend,0.8343304
Bush's chief objective in his meeting with Hussein was to pressthe king  to shut down Iraq's food and oil supply route from Aqabaon the Red Sea.,,intend,0.9013985
"The government has implemented a new policy to provide subsidies to farmers, in an effort to increase agricultural production and reduce food prices.",,intend,0.8788587
The government passed a law to protect the rights of workers.,,intend,0.8242097
The government has passed a law to protect the rights of immigrants and ensure their safe passage.,,intend,0.9701456
"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ",,cause,0.91233456
The government has implemented a series of reforms to protect the environment and promote sustainable development.,,intend,0.9244752
"The government is introducing a new law to protect the rights of the disabled, in an effort to ensure their access to services and opportunities.",,intend,0.80783165
The government passed a law to increase access to childcare services in an effort to reduce poverty.,,intend,0.84821874
The government has implemented a series of reforms to promote public safety and reduce crime.,,intend,0.78002703
The government passed a law to protect the rights of victims of discrimination in credit and lending and ensure their access to services.,,intend,0.96908796
Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,,cause,0.8288687
The government passed a law to increase access to housing in an effort to reduce homelessness.,,intend,0.9660953
The government passed a law to increase access to renewable energy sources and reduce dependence on fossil fuels.,,intend,0.8464912
"The government has passed a law to increase the availability of healthcare services, in an effort to improve public health.",,intend,0.8509752
Several Google users and fans gathered in front of the company's China headquarters in northwest Beijing to express support for Internet freedom.,,intend,0.8034323
Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.,,cause,0.8417555
The government launched a campaign to promote financial literacy.,,intend,0.84285676
So Saddam Hussein on Friday tried to scare other Arab leaders into supporting him by calling onArabs to rise up in a holy war against leaders who invited American and other Western soldiers into Saudi Arabia to protect the oil-rich kingdom.,,intend,0.9171012
"The government is introducing a new law to protect the rights of immigrants, in an effort to ensure access to healthcare and other social services.",,intend,0.8967638
The government passed a law to increase the number of public health initiatives in an effort to improve public health.,,intend,0.85365856
"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",,cause,0.7352992
"I'm sure the problem that we saw in Pakistan is shared in Haiti -- in that concrete buildings have been built poorly, without adequate technical supervision, and have proved very vulnerable to the earthquake.",,cause,0.84714144
The government passed a law to increase access to voting rights in an effort to increase voter turnout.,,intend,0.84220445
"The government has passed a law to increase access to childcare services, in an effort to promote gender equality.",,intend,0.82733756
"Cineplex Odeon Corp. directors said the company's chairman and chief executive, Garth Drabinsky, is considering bidding 780.6 million Canadian dollars (US$666 million) to acquire the company.    ",,intend,0.9045827
"The government passed a law to increase access to renewable energy sources, in an effort to reduce carbon emissions.",,intend,0.8569315
The government passed a law to increase access to clean energy sources in an effort to reduce air pollution.,,intend,0.89375144
"The government passed a law to increase funding for public safety initiatives, in an effort to reduce crime and improve public safety.",,intend,0.8625013
The government has implemented a series of trade agreements to open up new markets and increase exports.,,intend,0.9625266
"The government is introducing a new law to increase access to financial services, in an effort to reduce poverty.",,intend,0.96908796
"The government passed a law to increase the availability of renewable energy sources, in an effort to reduce dependence on fossil fuels.",,intend,0.78496206
"The government passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.",,intend,0.9654047
The government introduced a new law to protect the rights of people with disabilities in an effort to ensure access to services and resources.,,intend,0.92253494
The government passed a law to increase the availability of public parks and green spaces in an effort to reduce urban sprawl.,,intend,0.83558095
"The government has implemented a new policy to provide incentives for businesses to invest in renewable energy sources, in an effort to reduce greenhouse gas emissions.",,intend,0.8754036
"The government passed a law to increase the number of renewable energy sources, in an effort to reduce air pollution.",,intend,0.89375144
Thatwould undermine any chances of rebuilding either Iraq or itsarmed forces in short order as long as Saddam Hussein remainsin power.,,cause,0.8405321
The government passed a law to provide tax credits for businesses that hire veterans.,,intend,0.8788587
"The government is introducing a new law to protect the rights of the LGBTQ+ community, in an effort to ensure their safety and acceptance.",,intend,0.91438264
"Taken together, the worries prompted a broad sell-off of stocks. ",,cause,0.84336776
The government passed a law to increase access to mental health services in an effort to reduce suicide rates.,,intend,0.85365856
The government passed a law to protect the rights of Indigenous peoples and promote reconciliation.,,intend,0.92253494
"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.    ",,cause,0.85136306
"The government has passed a new law to increase the availability of affordable childcare, in an effort to reduce the burden on working families.",,intend,0.87520534
"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ",,cause,0.9132519
"The government has introduced a new program to provide financial assistance to small businesses, in an effort to reduce economic inequality.",,intend,0.8781327
"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.",,cause,0.8016289
"The president signed an executive order to protect the rights of immigrants and refugees, in an effort to ensure fair treatment and access to services.",,intend,0.8967638
Israel criticized Turkey Monday for a Turkish television series that it said depicted Israeli intelligence agents as baby-snatchers.,,cause,0.7898787
The government passed a law to increase access to quality childcare in an effort to promote gender equality.,,intend,0.82733756
"The supplement contains various information that has been filed with the Securities and Exchange Commission since Dow Jones launched the offer on Sept. 26, but it does n't change the terms and conditions of the offer except to extend its expiration date.    ",,cause,0.8143163
"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ",,cause,0.78501034
The government passed a law to reduce carbon emissions and combat climate change.,,intend,0.7364392
The government passed a law to protect the rights of workers and ensure their access to fair wages and safe working conditions.,,intend,0.91145915
"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",,cause,0.73573005
The United Nations passed a resolution to promote the rights of indigenous peoples and ensure their access to land and resources.,,intend,0.8472029
"The spokesman said that the proposed guidelines caused Crossland to revise its business objectives and, consequently , to write down the asset value of some previous acquisitions. ",,cause,0.78288364
The president proposed a new tax plan to increase revenue and reduce the budget deficit.,,intend,0.8739602
The government passed a law to increase access to clean energy in an effort to reduce air pollution.,,intend,0.88816816
The United States passed a law to impose sanctions on Russia in an effort to pressure the government to end its interference in Ukraine.,,intend,0.79455644
"The government is introducing a new law to protect the rights of religious minorities, in an effort to promote religious freedom.",,intend,0.75832576
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,,cause,0.8720692
The government passed a law to increase the number of public parks and green spaces in order to improve the quality of life for citizens.,,intend,0.9654047
"The government is introducing a new law to protect the rights of indigenous people, in an effort to ensure their cultural heritage is respected.",,intend,0.8436759
The government passed a law to protect the rights of religious minorities and promote religious tolerance.,,intend,0.9253197
The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.,,intend,0.8562228
"``We continue  to pray and pray hard to God so that there will beno confrontation whereby you  will receive thousands of Americanswrapped in sad coffins after you  had pushed them into a darktunnel,'' Saddam said.   ",,cause,0.78612924
The government launched a new initiative to promote gender equality.,,intend,0.7999965
The government passed a law to increase access to childcare in an effort to reduce child poverty.,,intend,0.87520534
The government launched a campaign to raise awareness of climate change.,,intend,0.90633726
"If the government succeeds in seizing Mr. Antar's assets, he could be left without top-flight legal representation, because his attorneys are likely to quit, according to individuals familiar with the case. ",,cause,0.8270957
"The government passed a law to increase access to clean energy, in an effort to reduce air pollution and combat climate change.",,intend,0.8569315
"The government passed a law to increase funding for renewable energy sources, in an effort to reduce carbon emissions.",,intend,0.7534715
"The government has passed a law to protect the environment, in an effort to reduce pollution and conserve natural resources.",,intend,0.9476532
The government launched a campaign to promote sustainable development.,,intend,0.90633726
"After the split, the company will have more than 4.7 million shares outstanding. ",,cause,0.86159927
"The government passed a law to increase access to education, in an effort to reduce inequality.",,intend,0.770692
The government passed a law to increase access to job training programs in an effort to reduce unemployment.,,intend,0.87326497
"The government passed a law to increase the minimum wage, in an effort to reduce poverty and inequality.",,intend,0.8354206
"Earlier staff-reduction moves have trimmed about 300 jobs, the spokesman said. ",,cause,0.85006684
"""The claims that Maria made were so serious that she was asked by the Department of Homeland Security to come to the U.S. to tell her story.",,cause,0.87094164
"The government passed a law to increase funding for public transportation, in an effort to reduce traffic congestion.",,intend,0.87008077
"The United Nations passed a resolution calling for an end to the use of cluster bombs, in an effort to protect civilians from the dangers of unexploded ordnance.",,intend,0.83561265
"The government is introducing a new law to protect the rights of LGBTQ+ individuals, in an effort to ensure equal access to services and protection from discrimination.",,intend,0.89741486
"The government of France has passed a law to increase the number of renewable energy sources, in an effort to reduce carbon emissions.",,intend,0.9476532
"The government has passed a law to increase access to financial services, in an effort to reduce economic inequality.",,intend,0.8843398
"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons.""",,intend,0.743758
"The government has passed a law to increase access to clean water, in an effort to improve public health.",,intend,0.8769058
"The government has introduced a new program to provide job training and education services to those who are underemployed, in an effort to reduce long-term underemployment.",,intend,0.8008429
"The government has passed a law to increase access to financial services, in an effort to reduce poverty.",,intend,0.8488289
"""If I  were choosing the people of tomorrow, I would  have chosen the people who are now on the board,"" he said.    ",,cause,0.82723457
"The government passed a law to increase funding for education, in an effort to improve educational outcomes.",,intend,0.7146977
"The government passed a law to increase funding for infrastructure projects, in an effort to improve economic growth.",,intend,0.78333104
"The government has passed a law to protect the rights of the disabled, in an effort to ensure access to services and equal opportunities.",,intend,0.806136
The government has implemented a series of reforms to promote democracy and reduce political corruption.,,intend,0.78065675
The government launched a campaign to reduce the number of homeless people.,,intend,0.8370223
"After a severe earthquake centered in Pakistan's Kashmir province killed more than 70,000 people in 2005, teams from a nonprofit architecture group based in London, England, helped the region start to rebuild.",,cause,0.8591283
"The government passed a law to increase the number of job search assistance programs, in an effort to increase employment opportunities.",,intend,0.83288956
The government passed a law to increase access to job training programs in an effort to reduce unemployment.,,intend,0.860711
The government passed a law to increase the availability of affordable childcare in an effort to support working families.,,intend,0.84821874
Courtaulds has been under pressure to enhance shareholder value since takeover speculators -- including Australian financier Kerry Packer -- surfaced holding small stakes last year.,,cause,0.783435
"A group of investors led by Giant Group Ltd. and its chairman, Burt Sugarman, said it filed with federal antitrust regulators for clearance to buy more than 50% of the stock of Rally's Inc., a fast-food company based in Louisville, Ky.    Rally's operates and franchises about 160 fast-food restaurants throughout the U.S. The company went public earlier this month, offering 1,745,000 shares of common stock at $15 a share. ",,cause,0.72534794
The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,,intend,0.9248379
"The government passed a law to increase access to quality education, in an effort to reduce inequality.",,intend,0.89821756
"Reuters Holdings PLC said Michael Reupke resigned as general manager  to pursue unspecified interests, a move the news organization termed an ""amicable separation.""    ",,cause,0.79829395
The government passed a law to protect the rights of immigrants.,,intend,0.9253197
The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal access to services.,,intend,0.9638783
"The government of Japan has passed a law to increase the number of public safety measures, in an effort to reduce crime.",,intend,0.9654047
The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,,intend,0.9248379
The government passed a law to increase access to education in an effort to improve educational outcomes.,,intend,0.8779724
"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",,cause,0.7996732
The government passed a law to strengthen gun control in an effort to reduce gun violence.,,intend,0.76106244
"The government is introducing a new law to protect the rights of indigenous peoples, in an effort to promote cultural diversity and respect for traditional knowledge.",,intend,0.92253494
The mayor announced a new initiative to improve public transportation in the city.,,intend,0.9267396
The International Monetary Fund has proposed a new set of regulations to promote global financial stability.,,intend,0.96908796
"The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. ",,cause,0.78827816
The government passed a law to protect the rights of the LGBTQ+ community and ensure equal rights and protections.,,intend,0.9638783
"In addition, Hewlett-Packard acquired a two-year option to buy an extra 10%, of which half may be sold directly to Hewlett-Packard by Octel. ",,cause,0.79373217
"He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   ",,cause,0.760579
