context,triplets
The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence against civilians.,<triplet> Arms embargo <subj> Further violence <obj> prevent
"- Indian Express Express News Service , Express News Service : Fri Mar 18 2011 , 02:17 hrs Lokayat in association with Pune Jilla Molkarin Sangathana , Shramik Mahila Morcha , Pandav Nagar Mitra Manda and Pimpri-Chinchwad Municipal Corporation Employees Union staged a dharna in front of the district collector 's office in protest against the proposed nuclear plant in Jaitapur .","<triplet> in protest against the proposed nuclear plant in Jaitapur <subj> Lokayat in association with Pune Jilla Molkarin Sangathana , Shramik Mahila Morcha , Pandav Nagar Mitra Manda and Pimpri-Chinchwad Municipal Corporation Employees Union staged a dharna in front of the district collector 's office <obj> cause"
"The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",<triplet> proposed <subj> reduce <obj> intend
Police had a tough time in controlling them as they squatted on the highway at several points .,<triplet> they squatted on the highway at several points <subj> Police had a tough time in controlling them <obj> cause
"Three militants - two hailing from Multan in Pakistan and a local terrorist - were killed , he said , adding unfortunately the old lady also died in the cross firing .","<triplet> the cross firing <subj> Three militants - two hailing from Multan in Pakistan and a local terrorist - were killed , he said , adding unfortunately the old lady also died <obj> cause"
“ Had the administration wanted it could have averted the incident .,<triplet> the administration wanted <subj> it could have averted the incident <obj> cause
"Equipped with petrol , Devinder Singh ( Sangrur ) , Kanwaldeep Singh ( Amritsar ) , Kuldeep Singh ( Muktsar ) , Gurwinder Singh ( Amritsar ) , Gurmeet Singh ( Moga ) , Kabal Singh ( Tarn Taran ) , Rajwant Singh , Sukhraj Singh ( Tarn Taran ) , Varinderpal and Chamkaur Singh ( Gurdaspur ) threatened to self-immolate if the state government did not issue formal orders to regularise their services .","<triplet> Devinder Singh ( Sangrur ) , Kanwaldeep Singh ( Amritsar ) , Kuldeep Singh ( Muktsar ) , Gurwinder Singh ( Amritsar ) , Gurmeet Singh ( Moga ) , Kabal Singh ( Tarn Taran ) , Rajwant Singh , Sukhraj Singh ( Tarn Taran ) , Varinderpal and Chamkaur Singh ( Gurdaspur ) threatened to self-immolate <subj> Equipped with petrol <obj> cause"
"Equipped with petrol , Devinder Singh ( Sangrur ) , Kanwaldeep Singh ( Amritsar ) , Kuldeep Singh ( Muktsar ) , Gurwinder Singh ( Amritsar ) , Gurmeet Singh ( Moga ) , Kabal Singh ( Tarn Taran ) , Rajwant Singh , Sukhraj Singh ( Tarn Taran ) , Varinderpal and Chamkaur Singh ( Gurdaspur ) threatened to self-immolate if the state government did not issue formal orders to regularise their services .","<triplet> the state government did not issue formal orders to regularise their services <subj> Devinder Singh ( Sangrur ) , Kanwaldeep Singh ( Amritsar ) , Kuldeep Singh ( Muktsar ) , Gurwinder Singh ( Amritsar ) , Gurmeet Singh ( Moga ) , Kabal Singh ( Tarn Taran ) , Rajwant Singh , Sukhraj Singh ( Tarn Taran ) , Varinderpal and Chamkaur Singh ( Gurdaspur ) threatened to self-immolate <obj> cause"
"— | Photo Credit : Photo : N. Bashkaran April 18 , 2009 00:00 IST Staff Reporter KRISHNAGIRI : Cadres of Communist Party of India ( Marxist ) staged a demonstration in front of the Revenue Divisional Office , Krishnagiri , on Friday condemning the attack on the party MLA by unidentified persons in Madurai on Wednesday night .","<triplet> condemning the attack on the party MLA by unidentified persons in Madurai on Wednesday night <subj> Cadres of Communist Party of India ( Marxist ) staged a demonstration in front of the Revenue Divisional Office , Krishnagiri , on Friday <obj> cause"
"IMPHAL : Woman doctor shot at in Imphal clinic March 09 , 2014 00:00 IST Doctors and students stayed away from the Regional Institute of Medical Sciences , Imphal , on Saturday , protesting the attack on a doctor , who was shot at and injured when she was examining patients in her private clinic on Friday night .","<triplet> protesting the attack on a doctor , who was shot at and injured when she was examining patients in her private clinic on Friday night <subj> Doctors and students stayed away from the Regional Institute of Medical Sciences , Imphal , on Saturday <obj> cause"
Rally Nalgonda Correspondent adds : Police took into custody about 200 pro-Telangana activists with the sole purpose of preventing them from going to Hyderabad for participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m.,<triplet> preventing them from going to Hyderabad <subj> Police took into custody about 200 pro-Telangana activists <obj> cause
Rally Nalgonda Correspondent adds : Police took into custody about 200 pro-Telangana activists with the sole purpose of preventing them from going to Hyderabad for participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m.,<triplet> participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m <subj> them from going to Hyderabad <obj> cause
"Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad , after intelligence inputs that a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi to avenge the 2002 communal riots in the state .","<triplet> intelligence inputs that a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi to avenge the 2002 communal riots in the state <subj> Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad <obj> cause"
"Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad , after intelligence inputs that a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi to avenge the 2002 communal riots in the state .",<triplet> to avenge the 2002 communal riots in the state <subj> a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi <obj> cause
They were protesting the proposed merger of State Bank of Indore into the State Bank of India .,<triplet> the proposed merger of State Bank of Indore into the State Bank of India <subj> They were protesting <obj> cause
"`` If it were not for this industrial action , most of us would be deep inside shafts , sweating for Anglo Platinum .","<triplet> it were not for this industrial action <subj> most of us would be deep inside shafts , sweating for Anglo Platinum <obj> cause"
"The government has implemented a series of measures to prevent the spread of poverty, including increased access to education and increased access to healthcare.",<triplet> Education <subj> Poverty <obj> prevent
"As the protest entered its third day , Hlatshwayo said students had threatened to render the campus ungovernable if the university failed to address their grievances .",<triplet> the university failed to address their grievances <subj> students had threatened to render the campus ungovernable <obj> cause
"The pass, which can be downloaded on a person's mobile phone two weeks after receiving their second shot, gives the bearer permission to move about freely in cities under lockdown to go to the supermarket, pharmacy, or for open air exercise.",<triplet> pass <subj> permission <obj> enable
The United Nations has imposed a no-fly zone over Iraq in an effort to prevent further violence against civilians.,<triplet> No-fly <subj> Violence <obj> prevent
"Biswal , who had travelled to the city from Washington to speak at the Indian Consulate General 's Media-India Lecture Series yesterday , said not only were there a large number of Indian victims in the attack but there were Americans also who lost their lives .","<triplet> to speak at the Indian Consulate General 's Media-India Lecture Series yesterday <subj> Biswal , who had travelled to the city from Washington <obj> cause"
"Hong Kong police have come under criticism for charging protesters in a mass transit station in Yuen Long , where some were resting or preparing to leave after clashes with police on Saturday .",<triplet> charging protesters in a mass transit station in Yuen Long <subj> Hong Kong police have come under criticism <obj> cause
The government has implemented a series of measures to prevent the violation of environmental regulations.,<triplet> measures <subj> violation <obj> prevent
The United Nations has passed a resolution to prevent the exploitation of natural resources.,<triplet> resolution <subj> exploitation <obj> prevent
"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness.",<triplet> passed <subj> reduce <obj> intend
The rallies are the latest manifestation of growing fears that China is stamping down on the city ’ s freedoms and culture with the help of the finance hub ’ s pro-Beijing leaders .,<triplet> are the latest manifestation of growing fears that China is stamping down on the city ’ s freedoms and culture with the help of the finance hub ’ s pro-Beijing leaders <subj> The rallies <obj> cause
The United Nations has adopted a new resolution to promote gender equality and empower women and girls around the world.,<triplet> resolution <subj> equality <obj> enable
"Even though the girl was on fire they kept hitting her and they were laughing as if they were enjoying what they were doing. """,<triplet> enjoying <subj> laughing <obj> cause
"Anheuser-Busch Cos. said it plans to aggressively discount its major beer brands, setting the stage for a potentially bruising price war as the maturing industry's growth continues to slow.    ",<triplet> plans <subj> slow <obj> cause
The two Lashkar-e-Toiba militants drove up to the Central Reserve Police Force ( CRPF ) camp on Monday evening and forced their way in by lobbing a grenade at the gate .,<triplet> lobbing a grenade at the gate <subj> forced their way in <obj> cause
The United States and its allies have imposed a series of economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,<triplet> sanctions <subj> nuclear <obj> prevent
"On New Year 's Day , seven days after Qian 's death , thousands of residents of surrounding villages gathered to mourn but were stopped by hundreds of police .",<triplet> to mourn <subj> thousands of residents of surrounding villages gathered <obj> cause
"On New Year 's Day , seven days after Qian 's death , thousands of residents of surrounding villages gathered to mourn but were stopped by hundreds of police .","<triplet> On New Year 's Day , seven days after Qian 's death <subj> to mourn <obj> cause"
"`` The group split themselves in two to execute attack at around 8pm , '' Brigadier Thulane Ngubane said .",<triplet> to execute attack at around 8pm <subj> The group split themselves in two <obj> cause
Democratic Party members staged a protest yesterday outside the central government 's liaison office in Hong Kong and handed in a letter addressed to Premier Wen Jiabao calling for Ching 's release .,<triplet> calling for Ching 's release <subj> Democratic Party members staged a protest yesterday outside the central government 's liaison office in Hong Kong and handed in a letter addressed to Premier Wen Jiabao <obj> cause
The government has implemented a series of laws to prevent the exploitation of the disabled.,<triplet> Laws <subj> exploitation <obj> prevent
The United States and its allies have imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,<triplet> sanctions <subj> destabilizing <obj> prevent
The United Nations has adopted a resolution to promote gender equality and empower women and girls around the world.,<triplet> resolution <subj> promote <obj> enable
Streaker surrenders 02nd January 2013 10:25 AM The Ernakulam Central Police on Tuesday arrested the Ernakulam Law College student who allegedly ran naked through MG road demanding the removal of Justice K G Balakrishanan from the Chairman post of the National Human Rights Commission on December 17 .,<triplet> who allegedly ran naked through MG road <subj> The Ernakulam Central Police on Tuesday arrested the Ernakulam Law College student <obj> cause
Streaker surrenders 02nd January 2013 10:25 AM The Ernakulam Central Police on Tuesday arrested the Ernakulam Law College student who allegedly ran naked through MG road demanding the removal of Justice K G Balakrishanan from the Chairman post of the National Human Rights Commission on December 17 .,<triplet> demanding the removal of Justice K G Balakrishanan from the Chairman post of the National Human Rights Commission on December 17 <subj> the Ernakulam Law College student who allegedly ran naked through MG road <obj> cause
The government passed a law to increase access to affordable housing in an effort to reduce homelessness.,<triplet> increase <subj> reduce <obj> intend
",The government has implemented a series of reforms to promote social justice and reduce inequality.",<triplet> social <subj> inequality <obj> intend
The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from acquiring weapons of mass destruction.,<triplet> Embargo <subj> Weapons <obj> prevent
Sub-inspector Haji Ghulam Mohiuddin received gunshot wounds when militants attacked a police post at Keller in Pulwama district of South Kashmir this morning .,<triplet> militants attacked a police post at Keller in Pulwama district of South Kashmir this morning <subj> Sub-inspector Haji Ghulam Mohiuddin received gunshot wounds <obj> cause
Another person was arrested for setting fire to the councillor 's house .,<triplet> setting fire to the councillor 's house <subj> Another person was arrested <obj> cause
"In a separate incident in the neighbouring area of Awantipore , an Air Force vehicle was damaged and two security force personnel were injured when a landmine exploded .",<triplet> a landmine exploded <subj> an Air Force vehicle was damaged and two security force personnel were injured <obj> cause
"Rinchem Namgyal , President of TSAM , said , “ This hunger fast is an effort to internationalise the plight of our people who are suffering under the Chinese regime .",<triplet> to internationalise the plight of our people who are suffering under the Chinese regime <subj> This hunger fast <obj> cause
"July 12 , 2009 : Three separate attacks in Rajnandgaon district of Chhattisgarh claim the lives of 30 security personnel .",<triplet> Three separate attacks in Rajnandgaon district of Chhattisgarh <subj> claim the lives of 30 security personnel <obj> cause
"They marched to the mass transit station where masked men in white T-shirts had chased and beaten passengers the previous Sunday , leaving 45 hospitalised .",<triplet> masked men in white T-shirts had chased and beaten passengers the previous Sunday <subj> leaving 45 hospitalised <obj> cause
"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.    ",<triplet> discounting <subj> depressed <obj> cause
The JAC called for shutdown of educational institutions in the region against the alleged police action at the varsity yesterday .,<triplet> against the alleged police action at the varsity yesterday <subj> The JAC called for shutdown of educational institutions in the region <obj> cause
"OTHER STATES Oust CPI(M) from Bengal by 2011 : Mamata July 22 , 2009 00:00 IST Staff Reporter Holds mammoth rally to celebrate victory in Lok Sabha polls",<triplet> to celebrate victory in Lok Sabha polls <subj> Holds mammoth rally <obj> cause
"The protestors accused the Government of reneging on its commitment when the Chief Minister had himself announced , during an election rally , allocation of funds for the proposed Sureswari irrigation project here .","<triplet> the Chief Minister had himself announced , during an election rally , allocation of funds for the proposed Sureswari irrigation project here <subj> The protestors accused the Government of reneging on its commitment <obj> cause"
"The protestors accused the Government of reneging on its commitment when the Chief Minister had himself announced , during an election rally , allocation of funds for the proposed Sureswari irrigation project here .",<triplet> the proposed Sureswari irrigation project here <subj> allocation of funds <obj> cause
"Over 700 financial institutions use Temenos SaaS such as Al Ain Finance, Alpian, Flowbank, Flowe, Itau, Orange Bank and they will now benefit from all the new rich features of The Temenos Banking Cloud.",<triplet> SaaS <subj> cloud <obj> enable
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,<triplet> taking <subj> ensure <obj> intend
"Denied Aid , Dalit Boy tries to End Life",<triplet> Denied Aid <subj> Dalit Boy tries to End Life <obj> cause
The United Nations has passed a resolution calling for an end to the use of weapons of mass destruction in any form.,<triplet> resolution <subj> end <obj> enable
",The government passed a law to increase funding for renewable energy sources, in an effort to reduce carbon emissions.",<triplet> passed <subj> reduce <obj> intend
"Ambala : Parents and guardians of students from Lord Mahavira Jain Public School , Ambala Cantonment , held a demonstration and dharna , on Thursday , to mark their protest against the increase in school and admission fee .","<triplet> against the increase in school and admission fee <subj> Parents and guardians of students from Lord Mahavira Jain Public School , Ambala Cantonment , held a demonstration and dharna , on Thursday , to mark their protest <obj> cause"
"Ambala : Parents and guardians of students from Lord Mahavira Jain Public School , Ambala Cantonment , held a demonstration and dharna , on Thursday , to mark their protest against the increase in school and admission fee .","<triplet> mark their protest against the increase in school and admission fee <subj> Parents and guardians of students from Lord Mahavira Jain Public School , Ambala Cantonment , held a demonstration and dharna , on Thursday <obj> cause"
The United Kingdom has created a new fund to help Indigenous communities access clean drinking water.,<triplet> fund <subj> access <obj> enable
The United Nations Security Council has passed a resolution condemning the use of chemical weapons in Syria.,<triplet> resolution <subj> condemning <obj> enable
"At least 44 persons were killed , about 4,800 houses burnt or damaged leaving about 20,000 people homeless during the riot that broke out immediately after Saraswati 's killing on the night of Janmastami ( August 23 , 2008 ) .","<triplet> the riot that broke out immediately after Saraswati 's killing on the night of Janmastami ( August 23 , 2008 ) <subj> At least 44 persons were killed , about 4,800 houses burnt or damaged leaving about 20,000 people homeless <obj> cause"
"At least 44 persons were killed , about 4,800 houses burnt or damaged leaving about 20,000 people homeless during the riot that broke out immediately after Saraswati 's killing on the night of Janmastami ( August 23 , 2008 ) .","<triplet> about 4,800 houses burnt or damaged <subj> about 20,000 people homeless during the riot that broke out immediately after Saraswati 's killing on the night of Janmastami ( August 23 , 2008 ) <obj> cause"
And the U.S. now will face sharper questionsin the Arab world since it did n't  back  the peace proposalsworked out in Moscow.,<triplet> back <subj> face <obj> cause
I urge members of the Security Council and other Member States to take any steps possible to prevent a famine from occurring he said,<triplet> steps <subj> famine <obj> prevent
UPA criticised Demonstrations were held in front of the bank branches and the insurance company premises denouncing the failure of the UPA government in holding the price line .,<triplet> denouncing the failure of the UPA government in holding the price line <subj> Demonstrations were held in front of the bank branches and the insurance company premises <obj> cause
"Han Dongfang , who was jailed as a leader of the Tiananmen protests and now runs the workers ’ advocacy group China Labour Bulletin from Hong Kong , believes Beijing can compromise when it sees it is necessary .",<triplet> it sees it is necessary <subj> Beijing can compromise <obj> cause
"But Nithin would continue his hunger strike by not eating anything , he added .",<triplet> not eating anything <subj> Nithin would continue his hunger strike <obj> cause
The Canadian government has announced a new strategy to improve access to education and training.,<triplet> announced  <subj> improve <obj> enable
"September 14 , 2012 00:00 IST Her absence from Vijayamma ’ s protest meet gives credence to rumours Rumour mills are abuzz in Warangal hinting that YSR Congress party leader and former Minister Konda Surekha may join the Congress soon .",<triplet> Her absence from Vijayamma ’ s protest meet <subj> rumours <obj> cause
"The Left , the BJP and a few other parties have been disrupting Parliament proceedings for the past two days over the alleged involvement of the Maoists in organising Trinamool Congress rally at Lalgarh in West Bengal .","<triplet> the alleged involvement of the Maoists in organising Trinamool Congress rally at Lalgarh in West Bengal <subj> The Left , the BJP and a few other parties have been disrupting Parliament proceedings for the past two days <obj> cause"
Speeches of Congress leaders who addressed a large gathering of party men made it abundantly clear that all major issues prominent in the political discourse of the State would be highlighted by the march visiting all constituencies in the State .,<triplet> the march visiting all constituencies in the State <subj> all major issues prominent in the political discourse of the State would be highlighted <obj> cause
The United Nations has adopted a new resolution that will require all countries to take action to protect the world's oceans and marine life.,<triplet> resolution <subj> action <obj> enable
The government has implemented a series of laws to protect the public from the spread of human trafficking.,<triplet> Laws <subj> Spread of Human Trafficking <obj> prevent
"SALEM : Villagers seek better roads , stage demonstration February 18 , 2016 00:00 IST Demanding tar-topped roads between Yercaud and Kovilur village , drinking water and hospital facilities , members of All India Kissan Mahasabha ( AIKM ) staged a demonstration near Anna Statue in Yercaud here on Wednesday .","<triplet> Demanding tar-topped roads between Yercaud and Kovilur village , drinking water and hospital facilities <subj> members of All India Kissan Mahasabha ( AIKM ) staged a demonstration near Anna Statue in Yercaud here on Wednesday <obj> cause"
"April 13 , 2009 : Around 10 policemen are killed in eastern Orissa 's Koraput district when Maoists attack a state-run bauxite mine .",<triplet> Maoists attack a state-run bauxite mine <subj> Around 10 policemen are killed in eastern Orissa 's Koraput district <obj> cause
"TAMIL NADU BJP cadres stage stir October 18 , 2007 00:00 IST TIRUCHI : The cadres of the Bharathiya Janata on Wednesday staged a demonstration at Puthur in the city condemning reservation on communal lines .",<triplet> condemning reservation on communal lines <subj> The cadres of the Bharathiya Janata on Wednesday staged a demonstration at Puthur in the city <obj> cause
"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",<triplet> retirement <subj> gain <obj> cause
Virudhunagar Hundreds of members of the Tamil Nadu Nadar Peravai and a few cadres of All India Moovendar Munnani Kazhagam were arrested at different places in the district on Wednesday when they proceeded to tap toddy .,<triplet> they proceeded to tap toddy <subj> Hundreds of members of the Tamil Nadu Nadar Peravai and a few cadres of All India Moovendar Munnani Kazhagam were arrested at different places in the district on Wednesday <obj> cause
The government passed a law to provide incentives for businesses to invest in renewable energy sources.,<triplet> passed <subj> invest <obj> intend
The government has implemented a series of laws to protect the public from fraudulent financial practices.,<triplet> Laws <subj> Fraudulent Financial Practices <obj> prevent
The SEC has alleged that Mr. Antar aimed to pump up the company's stock price through false financial statements in order to sell his stake and reap huge profits.,<triplet> pump <subj> reap <obj> intend
"The government has taken steps to prevent the spread of terrorism, including introducing new laws to monitor suspicious activity.",<triplet> taken <subj> Terrorism <obj> prevent
The United Nations passed a resolution to promote the rights of indigenous peoples and ensure their access to land and resources.,<triplet> passed <subj> promote <obj> intend
The United Nations has imposed an embargo on certain countries in an effort to prevent the spread of human trafficking.,<triplet> Embargo <subj> Trafficking <obj> prevent
"The president signed an executive order to protect the rights of immigrants and refugees, in an effort to ensure fair treatment and access to services.",<triplet> signed <subj> ensure <obj> intend
"Though rebels frequent the villages including Karada , Ranaba and Indragada , this is for the first time that posters exhorting the villagers to participate in the PLGA week have been found at several places in the block .",<triplet> participate in the PLGA week <subj> posters exhorting the villagers <obj> cause
The government passed a law to protect the rights of victims of discrimination in health care and ensure their access to services.,<triplet> passed <subj> protect <obj> intend
"North West police arrested 30 residents of Ganyesa , north-west of Vryburg , on Friday following protests over poor service delivery .","<triplet> protests over poor service delivery <subj> North West police arrested 30 residents of Ganyesa , north-west of Vryburg , on Friday <obj> cause"
The government has implemented a series of laws to prevent the illegal trade of hazardous materials.,<triplet> laws <subj> illegal trade <obj> prevent
"The United Nations has also taken a leading role in promoting sustainable development, and has sought to reduce poverty and inequality through economic and social initiatives.",<triplet> sustainable <subj> reduce <obj> enable
The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the government from using weapons against its own citizens.,<triplet> Arms embargo <subj> Using weapons <obj> prevent
He said action would be taken against those found involved in attacks on vehicles .,<triplet> against those found involved in attacks on vehicles <subj> action would be taken <obj> cause
"In case the government does not change its stand , we will further intensify our stir .",<triplet> the government does not change its stand <subj> we will further intensify our stir <obj> cause
"The government has taken steps to prevent the use of tax evasion, including introducing new laws to regulate the payment of taxes.",<triplet> regulate <subj> Evasion <obj> prevent
"The court heard previously that at about 8.20 pm on March 1 , chief inspector Lee Shek-lun was deployed to perform crowd-control duties in Yuen Long , where protesters were rallying against cross-border traders .",<triplet> to perform crowd-control duties in Yuen Long <subj> chief inspector Lee Shek-lun was deployed <obj> cause
"The court heard previously that at about 8.20 pm on March 1 , chief inspector Lee Shek-lun was deployed to perform crowd-control duties in Yuen Long , where protesters were rallying against cross-border traders .",<triplet> against cross-border traders <subj> protesters were rallying <obj> cause
"General Motors, Ford's main competitor in the US market, pledged in January to stop making diesel- or gasoline-powered cars.",<triplet> pledged <subj> making <obj> prevent
The government passed a law to increase access to clean water in an effort to protect the environment.,<triplet> passed <subj> protect <obj> intend
"The government has introduced a new program to provide financial assistance to small businesses, in an effort to reduce economic inequality.",<triplet> introduced <subj> reduce <obj> intend
"29th June 2015 06:08 AM VELLORE : As many as 95 youth have been arrested with the deadly attack on police personnel in Ambur Town on Saturday night which left 38 police personnel , including women , and a couple of civilians injured in connection with the death of Shameel Ahmed .",<triplet> the deadly attack on police personnel in Ambur Town on Saturday night <subj> As many as 95 youth have been arrested <obj> cause
"29th June 2015 06:08 AM VELLORE : As many as 95 youth have been arrested with the deadly attack on police personnel in Ambur Town on Saturday night which left 38 police personnel , including women , and a couple of civilians injured in connection with the death of Shameel Ahmed .","<triplet> the deadly attack on police personnel in Ambur Town on Saturday night <subj> which left 38 police personnel , including women , and a couple of civilians injured <obj> cause"
"29th June 2015 06:08 AM VELLORE : As many as 95 youth have been arrested with the deadly attack on police personnel in Ambur Town on Saturday night which left 38 police personnel , including women , and a couple of civilians injured in connection with the death of Shameel Ahmed .","<triplet> the death of Shameel Ahmed <subj> which left 38 police personnel , including women , and a couple of civilians injured <obj> cause"
In the streets too the general sense of animosity prevailed as the CPM and BJP workers scuffled outside the AKG Centre and 600 people were detained .,<triplet> the CPM and BJP workers scuffled outside the AKG Centre and 600 people were detained <subj> In the streets too the general sense of animosity prevailed <obj> cause
"When a security guard tried to intervene , he was brutally assaulted .",<triplet> a security guard tried to intervene <subj> he was brutally assaulted <obj> cause
The United Nations has passed a resolution calling for an end to the use of starvation as a weapon of war.,<triplet> resolution <subj> end <obj> enable
The government introduced a new law to protect the rights of religious minorities in an effort to promote religious freedom.,<triplet> introduced <subj> promote <obj> intend
The United Nations has established a new task force to address the challenges of climate change.,<triplet> established <subj> address <obj> enable
The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.,<triplet> passed <subj> reduce <obj> intend
The United States has launched a new initiative to help reduce poverty and inequality.,<triplet> initiative <subj> reduce <obj> enable
"On Sunday , thousands of pro-government protesters rallied outside the government headquarters in support of the city ’ s police .",<triplet> in support of the city ’ s police <subj> thousands of pro-government protesters rallied outside the government headquarters <obj> cause
"KERALA Demanding quota Show of strength : A protest rally by the Vaikunta Swamy Dharma Pracharana Sabha ( VSDP ) in front of the Secretariat on Wednesday raising various demands , including 10 per cent reservation .","<triplet> raising various demands , including 10 per cent reservation <subj> A protest rally by the Vaikunta Swamy Dharma Pracharana Sabha ( VSDP ) in front of the Secretariat on Wednesday <obj> cause"
"Angered community members mobilised and marched to a suspected gang member 's house in Bardien Street where Tavern Moss was stabbed and beaten to death , police said at the time .",<triplet> Tavern Moss was stabbed and beaten to death <subj> Angered community members mobilised and marched to a suspected gang member 's house in Bardien Street <obj> cause
"CPI(M) August 17 , 2012 00:00 IST Members of the Communist Party of India ( Marxist ) staged a protest here on Thursday demanding the arrest of the remaining accused in the last month ’ s assault on party-goers at the Morning Mist Homestay in Padil and filing of cases under the Goonda Act against them .",<triplet> demanding the arrest of the remaining accused in the last month ’ s assault on party-goers at the Morning Mist Homestay in Padil and filing of cases under the Goonda Act against them <subj> Members of the Communist Party of India ( Marxist ) staged a protest here on Thursday <obj> cause
The government passed a law to protect the rights of immigrants and ensure their access to services.,<triplet> passed <subj> ensure <obj> intend
The United States has imposed economic sanctions on Iran to prevent the country from developing nuclear weapons.,<triplet> Sanctions <subj> developing <obj> prevent
"As the violence spread , the curfew was later extended to eight more localities .",<triplet> the violence spread <subj> the curfew was later extended to eight more localities <obj> cause
The government passed a law to protect the rights of refugees and promote their integration into society.,<triplet> passed <subj> protect <obj> intend
The government passed a law to increase access to clean energy in an effort to reduce air pollution.,<triplet> increase <subj> reduce <obj> intend
The United States Congress has passed a new bill to provide healthcare to all citizens.,<triplet> bill <subj> provide <obj> enable
The police also issued a statement on Saturday reminding protesters that they were participating in an “ unauthorised assembly ” and could be punished with up to five years in prison .,<triplet> reminding protesters that they were participating in an “ unauthorised assembly ” and could be punished with up to five years in prison <subj> The police also issued a statement on Saturday <obj> cause
The European Union has announced a new initiative to promote economic integration and cooperation between member states.,<triplet> initiative <subj> integration <obj> enable
The government passed a law to increase access to public parks and green spaces in an effort to improve air quality.,<triplet> passed <subj> improve <obj> intend
"The municipality witnessed protests by residents in Boitumelong in the beginning of April , when a number of houses , including a councillor 's , were burnt down .","<triplet> The municipality witnessed protests by residents in Boitumelong in the beginning of April <subj> a number of houses , including a councillor 's , were burnt down <obj> cause"
"The protesters , during the gathering on Wednesday said they were not willing to listen to any government official and demanded that Ramaphosa come out to address them on how he is planning to stop the scourge of abuse directed at women and children in the country .",<triplet> to address them on how he is planning to stop the scourge of abuse directed at women and children in the country <subj> demanded that Ramaphosa come out <obj> cause
The United States passed a law to increase funding for renewable energy sources in an effort to reduce greenhouse gas emissions.,<triplet> passed <subj> reduce <obj> intend
The company earlier this year adopted a shareholder-rights plan to ward off unwanted suitors.,<triplet> adopted <subj> ward <obj> intend
"As part of the year-long partnership, Oral-B and Scientific American Custom Media are releasing a series of content, including educational resources from leading medical and dental researchers that will help readers better understand the connections between oral health and whole body health.",<triplet> content <subj> oral health <obj> enable
"The government has taken steps to prevent the spread of environmental pollution, including introducing new laws to regulate the use of hazardous materials.",<triplet> taken steps <subj> Pollution <obj> prevent
"In Bhaderwah and Thathri , protestors took out a march and burnt tyres demanding arrest of the culprits and punishment to them .",<triplet> demanding arrest of the culprits and punishment to them <subj> protestors took out a march and burnt tyres <obj> cause
" ,The government of France has passed a law to increase the number of renewable energy sources, in an effort to reduce carbon emissions.",<triplet> increase <subj> reduce <obj> intend
The United Nations has imposed an arms embargo on Syria in an effort to prevent further violence and human rights abuses.,<triplet> Arms embargo <subj> Violence <obj> prevent
"The enthusiastic plans of the freedom fighters , satyagrahis , revolutionaries and soldiers for grand celebrations began to ebb right after the Mumbai attacks , with Subhash Chandra Bose and Bhagat Singh leading the agitation to boycott the celebrations .","<triplet> Subhash Chandra Bose and Bhagat Singh leading the agitation to boycott the celebrations <subj> The enthusiastic plans of the freedom fighters , satyagrahis , revolutionaries and soldiers for grand celebrations began to ebb right after the Mumbai attacks <obj> cause"
"The government passed a law to increase access to mental health services, in an effort to reduce the stigma associated with mental illness.",<triplet> passed <subj> reduce <obj> intend
The government has implemented a series of regulations to prevent companies from engaging in deceptive marketing practices.,<triplet> Regulations <subj> Marketing <obj> prevent
"Earthlife activists marched to Anglo 's offices in the Johannesburg CBD against the company 's planned coal mine and power station in Waterberg , Limpopo .","<triplet> against the company 's planned coal mine and power station in Waterberg , Limpopo <subj> Earthlife activists marched to Anglo 's offices in the Johannesburg CBD <obj> cause"
The government has implemented a series of measures to prevent the destruction of the environment.,<triplet> measures <subj> destruction <obj> prevent
