context,triplets,label
"Wearing gloves, safety goggles, and protective clothing during hazardous activities or handling dangerous materials prevents exposure to chemicals, radiation, or other hazards that can cause harm or injury.","<triplet> Wearing gloves, safety goggles, and protective clothing during hazardous activities or handling dangerous materials <subj> exposure to chemicals, radiation, or other hazards that can cause harm or injury. <obj> prevent",prevent
 plays against  cause gets sweaty,<triplet>  plays against  <subj> gets sweaty <obj> cause,cause
 cuts  intend to hurt Person Y,<triplet>  cuts  <subj> to hurt Person Y <obj> intend,intend
 invites some friends cause gets a call from the police,<triplet>  invites some friends <subj> gets a call from the police <obj> cause,cause
 If my frien is free   enabling   we can go to the movies,<triplet>  If my frien is free <subj>  we can go to the movies <obj> enable,enable
 draws  to the fact cause receives recognition,<triplet>  draws to the fact <subj> receives recognition <obj> cause,cause
shoots first and ask questions later headlights allow others to see you.,<triplet>  shoots first and ask questions later <subj> headlights allow others to see you. <obj> no_relation,no_relation
needs extra money the user to run newer applications more efficiently,<triplet>  needs extra money <subj> the user to run newer applications more efficiently <obj> no_relation,no_relation
is scared and nervous talk,<triplet>  is scared and nervous <subj> talk <obj> no_relation,no_relation
 recognizes  intend clean the mirror,<triplet>  recognizes  <subj> clean the mirror <obj> intend,intend
 comes  soon intend Visits for a while,<triplet>  comes soon <subj> Visits for a while <obj> intend,intend
 buys a new fish intend to eat,<triplet>  buys a new fish <subj> to eat <obj> intend,intend
 opens  door intend to go back about their business,<triplet>  opens  door <subj> to go back about their business <obj> intend,intend
 is great for  cause x feels lucky,<triplet>  is great for  <subj> x feels lucky <obj> cause,cause
makes a funny noise the room,<triplet>  makes a funny noise <subj> the room <obj> no_relation,no_relation
"If you have an emergency fund
you can
cover unexpected expenses and avoid financial stress during difficult times.",<triplet> If you have an emergency fund <subj> cover unexpected expenses and avoid financial stress during difficult times. <obj> enable,enable
 heads to  intend to visit ,<triplet>  heads to  <subj> to visit  <obj> intend,intend
never returned make phone calls without using cellular data,<triplet>  never returned <subj> make phone calls without using cellular data <obj> no_relation,no_relation
hires to help wants to buy personx shoes,<triplet>  hires to help  <subj> wants to buy personx shoes <obj> no_relation,no_relation
After I have washed my hands thoroughly to wait for their response,<triplet> After I have washed my hands thoroughly <subj> to wait for their response <obj> no_relation,no_relation
 goes back outside intend to going outside,<triplet>  goes back outside <subj> to going outside <obj> intend,intend
 sounds like something intend to get away from him,<triplet>  sounds like something <subj> to get away from him <obj> intend,intend
Having a functional greenhouse ensures an ease in growing plants year-round,<triplet> Having a functional greenhouse <subj> growing plants year-round <obj> enable,enable
removes  from office The shop employee rings X up.,<triplet>  removes  from office <subj> The shop employee rings X up. <obj> no_relation,no_relation
Theoor is unlocke. gets back on subject,<triplet>  Theoor is unlocke. <subj> gets back on subject <obj> no_relation,no_relation
has enough money to buy it to go home and change,<triplet>  has enough money to buy it <subj> to go home and change <obj> no_relation,no_relation
 applies the  to cases cause  applies the results to cases,<triplet>  applies the to cases <subj>  applies the results to cases <obj> cause,cause
shows  the door the remote control to work properly,<triplet>  shows  the door <subj>  the remote control to work properly <obj> no_relation,no_relation
"Wearing a life jacket while swimming in open water accidents, injuries, and fatalities resulting in substantial medical bills or lost wages caused by engaging in high-risk activities.","<triplet> Wearing a life jacket while swimming in open water <subj> accidents, injuries, and fatalities resulting in substantial medical bills or lost wages caused by engaging in high-risk activities. <obj> no_relation",no_relation
 finds it a new home cause welcomes it home,<triplet>  finds it a new home <subj> welcomes it home <obj> cause,cause
"A working microwave
allows for
quick and easy reheating of leftovers",<triplet> A working microwave <subj> quick and easy reheating of leftovers <obj> enable,enable
 lives in  area intend to have a BBQ with ,<triplet>  lives in  area <subj> to have a BBQ with  <obj> intend,intend
If a light switch is on undercooked or overcooked food that could result in health hazards.,<triplet> If a light switch is on <subj> undercooked or overcooked food that could result in health hazards. <obj> no_relation,no_relation
"He wore a seatbelt in the car
to avoid injury
during an accident",<triplet> He wore a seatbelt in the car <subj> during an accident <obj> enable,enable
Keeping young children away from a swimming pool without adult supervision check the wound,<triplet> Keeping young children away from a swimming pool without adult supervision <subj> check the wound <obj> no_relation,no_relation
 clears the  away cause is dirty,<triplet>  clears the away <subj> is dirty <obj> cause,cause
 learns programming intend to be a programmer,<triplet>  learns programming <subj> to be a programmer <obj> intend,intend
allergic to cats you can easily chop vegetables for your salad.,<triplet>  allergic to cats <subj> you can easily chop vegetables for your salad. <obj> no_relation,no_relation
 climbs  cause gets dirty,<triplet>  climbs  <subj> gets dirty <obj> cause,cause
Installing smoke detectors in the home pressing the power button,<triplet> Installing smoke detectors in the home <subj> pressing the power button <obj> no_relation,no_relation
asks for it dog jumps on this person,<triplet>  asks for it <subj> dog jumps on this person <obj> no_relation,no_relation
 gets an ipad intend to boot it up,<triplet>  gets an ipad <subj> to boot it up <obj> intend,intend
 sets eyes on  intend to avoid him,<triplet>  sets eyes on  <subj> to avoid him <obj> intend,intend
"If the door lock is turned, KNOWLEDGE","<triplet> If the door lock is turned, <subj> KNOWLEDGE <obj> no_relation",no_relation
 learns the piano cause gets rejected to play in a bend,<triplet>  learns the piano <subj> gets rejected to play in a bend <obj> cause,cause
"If you want to start a fire
using
kindling and dry wood as fuel to make sure it burns properly.",<triplet> If you want to start a fire <subj> kindling and dry wood as fuel to make sure it burns properly. <obj> enable,enable
 updates every  cause they make sure they made no errors.,<triplet>  updates every  <subj> they make sure they made no errors. <obj> cause,cause
 swims back to shore intend to be on land,<triplet>  swims back to shore <subj> to be on land <obj> intend,intend
you can easily open it and enter. to take it back,<triplet> you can easily open it and enter. <subj> to take it back <obj> no_relation,no_relation
takes some time to take a picture,<triplet>  takes some time <subj> to take a picture <obj> no_relation,no_relation
 gets the chance intend to demonstrate some ability,<triplet>  gets the chance <subj> to demonstrate some ability <obj> intend,intend
gets better grades to save him,<triplet>  gets better grades <subj> to save him <obj> no_relation,no_relation
 needs some extra cash intend for a movie,<triplet>  needs some extra cash <subj> for a movie <obj> intend,intend
 sends  to the assembly intend sends principle to the assembly,<triplet>  sends to the assembly <subj> sends principle to the assembly <obj> intend,intend
opens the gate watches TV,<triplet>  opens the gate <subj> watches TV <obj> no_relation,no_relation
"Seeking timely medical attention for injuries or illnesses prevents the worsening of symptoms, potential complications, and extended hospitalization periods.","<triplet> Seeking timely medical attention for injuries or illnesses <subj> the worsening of symptoms, potential complications, and extended hospitalization periods. <obj> prevent",prevent
gets a new watch it can be touched without smudging,<triplet>  gets a new watch <subj> it can be touched without smudging <obj> no_relation,no_relation
passes serious head injuries and fatalities,<triplet>  passes  <subj> serious head injuries and fatalities <obj> no_relation,no_relation
 hits  in the face cause bleeding from their nose,<triplet>  hits  in the face <subj> bleeding from their nose <obj> cause,cause
watches the news to relax,<triplet>  watches the news  <subj> to relax <obj> no_relation,no_relation
"When the light switch is turned on
allows
the room to be illuminated",<triplet> When the light switch is turned on <subj> the room to be illuminated <obj> enable,enable
"go to college cognitive function, memory, and concentration, preventing fatigue, drowsiness, and other negative effects.","<triplet> go to college <subj> cognitive function, memory, and concentration, preventing fatigue, drowsiness, and other negative effects. <obj> no_relation",no_relation
 starts dancing cause has good time,<triplet>  starts dancing <subj> has good time <obj> cause,cause
Wearing seatbelts in vehicles accidents that can result in serious injuries or fatalities,<triplet> Wearing seatbelts in vehicles <subj> accidents that can result in serious injuries or fatalities <obj> no_relation,no_relation
says bye to to avoid walking into more spiderwebs,<triplet>  says bye to  <subj> to avoid walking into more spiderwebs <obj> no_relation,no_relation
 makes intercession for  intend to tell everyone,<triplet>  makes intercession for  <subj> to tell everyone <obj> intend,intend
 approaches  intend to speak to personY,<triplet>  approaches  <subj> to speak to personY <obj> intend,intend
 spends the rest of my life with  intend to be faithful,<triplet>  spends the rest of my life with  <subj> to be faithful <obj> intend,intend
 commands  view intend to control ,<triplet>  commands  view <subj> to control  <obj> intend,intend
 asks my wife cause  goes out to eat,<triplet>  asks my wife <subj>  goes out to eat <obj> cause,cause
 provides  income cause tells  after providing their income,<triplet>  provides  income <subj> tells  after providing their income <obj> cause,cause
"Taking the stairs instead of using the elevator prevents the buildup of obesity-related health issues, such as heart disease, diabetes, and high blood pressure","<triplet> Taking the stairs instead of using the elevator <subj> the buildup of obesity-related health issues, such as heart disease, diabetes, and high blood pressure <obj> prevent",prevent
"Due to
the availability of
fresh fruits and vegetables",<triplet> Due to <subj> fresh fruits and vegetables <obj> enable,enable
"If the car's engine
is running,
it can move forward.",<triplet> If the cars engine <subj> it can move forward. <obj> enable,enable
finally convinced to relax on the island,<triplet>  finally convinced  <subj> to relax on the island <obj> no_relation,no_relation
 gets married a year later intend to move in together,<triplet>  gets married a year later <subj> to move in together <obj> intend,intend
returns the book to be sociable,<triplet>  returns the book <subj> to be sociable <obj> no_relation,no_relation
 says unto thee intend to offer encouraging words,<triplet>  says unto thee <subj> to offer encouraging words <obj> intend,intend
 plays both sides against the middle intend to take advantage of both sides,<triplet>  plays both sides against the middle <subj> to take advantage of both sides <obj> intend,intend
has great fun permitting the device to operate smoothly.,<triplet>  has great fun <subj> permitting the device to operate smoothly. <obj> no_relation,no_relation
"If a computer
has sufficient memory
then it can run multiple programs simultaneously",<triplet> If a computer <subj> then it can run multiple programs simultaneously <obj> enable,enable
 Wearing earplugs in a loud environment prevents damage to your hearing over time,<triplet> Wearing earplugs in a loud environment <subj> damage to your hearing over time <obj> prevent,prevent
pushes into the pool doubt,<triplet>  pushes into the pool <subj> doubt <obj> no_relation,no_relation
 uses  to support intend to calm down the situation,<triplet>  uses to support <subj> to calm down the situation <obj> intend,intend
"After you put on the brakes
is enabling
your car to stop moving.",<triplet> After you put on the brakes <subj> your car to stop moving. <obj> enable,enable
 learns to cook intend to practice cooking,<triplet>  learns to cook <subj> to practice cooking <obj> intend,intend
 looks back at  cause leaves,<triplet>  looks back at  <subj> leaves <obj> cause,cause
persuades to change to be a role model,<triplet>  persuades to change <subj> to be a role model <obj> no_relation,no_relation
 lone it it intend to get it back soon.,<triplet>  lone it it <subj> to get it back soon. <obj> intend,intend
 gives gifts intend to feel good,<triplet>  gives gifts <subj> to feel good <obj> intend,intend
One holds a valid license  enabling operating heavy equipment on a construction site,<triplet> One holds a valid license <subj> operating heavy equipment on a construction site <obj> enable,enable
"If a person exercises regularly
then
their body will be in good physical shape.",<triplet> If a person exercises regularly <subj> their body will be in good physical shape. <obj> enable,enable
A well-prepared road picks up a science journal,<triplet> A well-prepared road <subj> picks up a science journal <obj> no_relation,no_relation
 takes  to disneyland cause sees characters in costumes,<triplet>  takes to disneyland <subj> sees characters in costumes <obj> cause,cause
 flies out of the traps intend to ampute foot,<triplet>  flies out of the traps <subj> to ampute foot <obj> intend,intend
 invites to a party intend to buy a new suit,<triplet>  invites to a party <subj> to buy a new suit <obj> intend,intend
 buys everything cause Carries everything,<triplet>  buys everything <subj> Carries everything <obj> cause,cause
 makes a long story short intend to be the center of attention,<triplet>  makes a long story short <subj> to be the center of attention <obj> intend,intend
 The battery   enabling   theevice to function properly without any interruption.,<triplet>  The battery <subj>  theevice to function properly without any interruption. <obj> enable,enable
"The oven's temperature
allows
us",<triplet> The ovens temperature <subj> us <obj> enable,enable
 The opene winow   allows  for fresh air to circulate insie the room,<triplet>  The opene winow <subj>  fresh air to circulate insie the room <obj> enable,enable
"Adopting safe sex practices, such as using condoms or getting tested for STDs can prevent the spread of sexually transmitted infections.","<triplet> Adopting safe sex practices, such as using condoms or getting tested for STDs <subj> the spread of sexually transmitted infections. <obj> prevent",prevent
Avoiding distractions such as texting or talking on the phone while driving sit down,<triplet> Avoiding distractions such as texting or talking on the phone while driving <subj> sit down <obj> no_relation,no_relation
"Investing in a quality roof for your house prevents water damage caused by heavy rains or snow melting, which can lead to mold growth and structural issues.","<triplet> Investing in a quality roof for your house <subj> water damage caused by heavy rains or snow melting, which can lead to mold growth and structural issues. <obj> prevent",prevent
prevents the from reaching welcomes,<triplet>  prevents the from reaching <subj> welcomes <obj> no_relation,no_relation
 kills the  but can not kill intend to make amends,<triplet>  kills the but can not kill <subj> to make amends <obj> intend,intend
 confines within limits cause experiences boredom,<triplet>  confines within limits <subj> experiences boredom <obj> cause,cause
gets really bored damage to property due to malfunctioning sprinkler systems or obstructed water flow.,<triplet>  gets really bored <subj> damage to property due to malfunctioning sprinkler systems or obstructed water flow. <obj> no_relation,no_relation
"When the game
is over,
you can pack up your belongings.",<triplet> When the game <subj> you can pack up your belongings. <obj> enable,enable
tells  something your breath will be fresher.,<triplet>  tells  something <subj> your breath will be fresher. <obj> no_relation,no_relation
buys for the occasion shake hands with opponent,<triplet>  buys for the occasion <subj> shake hands with opponent <obj> no_relation,no_relation
The light bulb was burnt out burns fingers,<triplet> The light bulb was burnt out <subj> burns fingers <obj> no_relation,no_relation
 buys new shoes intend wear the shoes,<triplet>  buys new shoes <subj> wear the shoes <obj> intend,intend
reminds  of PersonZ death or serious injury caused by smoke inhalation during fires,<triplet>  reminds  of PersonZ <subj> death or serious injury caused by smoke inhalation during fires <obj> no_relation,no_relation
 is late to class intend to apologize,<triplet>  is late to class <subj> to apologize <obj> intend,intend
brushes away the To get something fixed,<triplet>  brushes away the  <subj> To get something fixed <obj> no_relation,no_relation
 takes  in the park intend to be nice to her dog,<triplet>  takes in the park <subj> to be nice to her dog <obj> intend,intend
decides to do something about it taps foot to the beat,<triplet>  decides to do something about it <subj> taps foot to the beat <obj> no_relation,no_relation
If you have a valid drivers license listen to it,<triplet> If you have a valid drivers license <subj> listen to it <obj> no_relation,no_relation
applies for college to thank,<triplet>  applies for college <subj> to thank  <obj> no_relation,no_relation
"as the proper amount of water helps the plants thrive.
by
watering them at regular intervals and avoiding over- or under-watering.",<triplet> as the proper amount of water helps the plants thrive. <subj> watering them at regular intervals and avoiding over- or under-watering. <obj> enable,enable
Applying sunscreen before going outside prevents skin cancer caused by prolonged exposure to UV rays ,<triplet> Applying sunscreen before going outside <subj> skin cancer caused by prolonged exposure to UV rays  <obj> prevent,prevent
 wants to fight  cause walks away,<triplet>  wants to fight  <subj> walks away <obj> cause,cause
 stays home from school intend to watch tv,<triplet>  stays home from school <subj> to watch tv <obj> intend,intend
"makes some soup nutrient deficiencies, obesity, and associated health conditions such as type 2 diabetes.","<triplet>  makes some soup <subj> nutrient deficiencies, obesity, and associated health conditions such as type 2 diabetes. <obj> no_relation",no_relation
 wants to make sure intend to make sure,<triplet>  wants <ARG1>to make sure</ARG1> <subj> to make sure <obj> intend,intend
gives a reward wins the competition,<triplet>  gives a reward <subj> wins the competition <obj> no_relation,no_relation
is When the water level is low is  enabling   you to easily walk across the river.,<triplet> is When the water level is low <subj>  you to easily walk across the river. <obj> enable,enable
washes everything gets convicted,<triplet>  washes everything <subj> gets convicted <obj> no_relation,no_relation
 is good enough intend make good money,<triplet>  is good enough <subj> make good money <obj> intend,intend
 gets  today cause thanks the giver,<triplet>  gets today <subj> thanks the giver <obj> cause,cause
see band intend listen to music,<triplet> see band <subj> listen to music <obj> intend,intend
can get one swim in it during summer,<triplet>  can get one <subj> swim in it during summer <obj> no_relation,no_relation
Practicing safe sex with a partner who has been tested for STDs drowning or other water-related accidents.,<triplet> Practicing safe sex with a partner who has been tested for STDs <subj> drowning or other water-related accidents. <obj> no_relation,no_relation
 makes  approach intend Ask personX questions,<triplet>  makes  approach <subj> Ask personX questions <obj> intend,intend
In good condition to see the sites,<triplet> In good condition <subj> to see the sites <obj> no_relation,no_relation
brings to a crisis the school work is done,<triplet>  brings to a crisis <subj> the school work is done <obj> no_relation,no_relation
attend school intend get good job,<triplet> attend school <subj> get good job <obj> intend,intend
" Conducting regular maintenance on machinery prevents downtime, breakdowns, and accidents due to mechanical failure","<triplet> Conducting regular maintenance on machinery <subj> downtime, breakdowns, and accidents due to mechanical failure <obj> prevent",prevent
 hears  behind  cause Is hits from behind,<triplet>  hears behind  <subj> Is hits from behind <obj> cause,cause
 cooks dinner cause has food ready to eat,<triplet>  cooks dinner <subj> has food ready to eat <obj> cause,cause
 takes a walk  intend get some fresh air,<triplet>  takes a walk  <subj> get some fresh air <obj> intend,intend
 has a great day intend to have another great day,<triplet>  has a great day <subj> to have another great day <obj> intend,intend
 has it both ways intend not spend time around them anymore,<triplet>  has it both ways <subj> not spend time around them anymore <obj> intend,intend
"Eating fruits and vegetables instead of fast food and processed snacks prevents high cholesterol, heart disease, and related health problems from unhealthy eating habits.","<triplet> Eating fruits and vegetables instead of fast food and processed snacks <subj> high cholesterol, heart disease, and related health problems from unhealthy eating habits. <obj> prevent",prevent
sees for the first time To finish off the work,<triplet>  sees for the first time <subj> To finish off the work <obj> no_relation,no_relation
 lays the  on the table cause wind blows book off table,<triplet>  lays the on the table <subj> wind blows book off table <obj> cause,cause
 uses  to keep cause takes action.,<triplet>  uses to keep <subj> takes action. <obj> cause,cause
 gives  a haircut intend To be famous,<triplet>  gives  a haircut <subj> To be famous <obj> intend,intend
Implementing strict food safety protocols in restaurants and food processing facilities prevents foodborne illnesses such as salmonella or E. coli outbreaks that can result in health scares and lost revenue for businesses.,<triplet> Implementing strict food safety protocols in restaurants and food processing facilities <subj> foodborne illnesses such as salmonella or E. coli outbreaks that can result in health scares and lost revenue for businesses. <obj> prevent,prevent
"acts as a barrier, preventing severe sunburns and related skin damages",<triplet> acts as a barrier <subj> severe sunburns and related skin damages <obj> prevent,prevent
 gets surgery intend to rest at home.,<triplet>  gets surgery <subj> to rest at home. <obj> intend,intend
 gets treatment cause obeys doctors,<triplet>  gets treatment <subj> obeys doctors <obj> cause,cause
learns how to play guitar win the match,<triplet>  learns how to play guitar <subj> win the match <obj> no_relation,no_relation
"The car's tires are properly inflated
reduces the risk of a blowout while driving
the risk of a blowout while driving is reduced.",<triplet> The cars tires are properly inflated <subj> the risk of a blowout while driving is reduced. <obj> enable,enable
 knows  personally intend Tells them more stories.,<triplet>  knows personally <subj> Tells them more stories. <obj> intend,intend
 takes the plunge intend to relax,<triplet>  takes the plunge <subj> to relax <obj> intend,intend
 brushes  teeth intend to floss,<triplet>  brushes  teeth <subj> to floss <obj> intend,intend
"treats in patients drowning or other water-related accidents, especially for young children or weak swimmers","<triplet>  treats in patients <subj> drowning or other water-related accidents, especially for young children or weak swimmers <obj> no_relation",no_relation
decides to eat it to crush it,<triplet>  decides to eat it <subj> to crush it <obj> no_relation,no_relation
Keeping a clean work environment can prevent accidents and injuries in the workplace,<triplet> Keeping a clean work environment <subj> accidents and injuries in the workplace <obj> prevent,prevent
"The stairs are not slippery
ensuring
our safety while climbing them.",<triplet> The stairs are not slippery <subj> our safety while climbing them. <obj> enable,enable
 brings a knife to a gunfight intend to laugh,<triplet>  brings a knife to a gunfight <subj> to laugh <obj> intend,intend
"Applying sunscreen with an SPF of 30 or higher prevents sunburn, skin cancer, and premature aging caused by UV radiation.","<triplet> Applying sunscreen with an SPF of 30 or higher <subj> sunburn, skin cancer, and premature aging caused by UV radiation. <obj> prevent",prevent
 sends  a text message intend to talk to someone,<triplet>  sends a text message <subj> to talk to someone <obj> intend,intend
Having a working air conditioning unit groans in pain,<triplet> Having a working air conditioning unit <subj>  groans in pain <obj> no_relation,no_relation
Turning off the stove before leaving the kitchen can prevent fires from starting accidentally,<triplet> Turning off the stove before leaving the kitchen <subj> fires from starting accidentally <obj> prevent,prevent
leaves no stone unturned to eat lunch,<triplet>  leaves no stone unturned <subj> to eat lunch <obj> no_relation,no_relation
 drives across town cause sees new store,<triplet>  drives across town <subj> sees new store <obj> cause,cause
The door can be opened to buy some fruit,<triplet> The door can be opened <subj> to buy some fruit <obj> no_relation,no_relation
 reads comics cause is entertained,<triplet>  reads comics <subj> is entertained <obj> cause,cause
 has to get a cast cause LOTARY,<triplet>  has to get a cast <subj> LOTARY <obj> cause,cause
feels strange to get a new phone,<triplet>  feels strange <subj> to get a new phone <obj> no_relation,no_relation
steals a glance to have a companion,<triplet>  steals a glance <subj> to have a companion <obj> no_relation,no_relation
draws attention to the fact to deal with persony later,<triplet>  draws attention to the fact <subj> to deal with persony later <obj> no_relation,no_relation
buys a sweater we can make a cake,<triplet>  buys a sweater <subj> we can make a cake <obj> no_relation,no_relation
 never tried intend to be lazy,<triplet>  never tried <subj> to be lazy <obj> intend,intend
Wearing sunscreen with at least SPF 30 while spending time outdoors during daylight hours prevents skin cancer and premature aging due to UV radiation exposure.,<triplet> Wearing sunscreen with at least SPF 30 while spending time outdoors during daylight hours <subj> skin cancer and premature aging due to UV radiation exposure. <obj> prevent,prevent
 makes the trip intend catch up,<triplet>  makes the trip <subj> catch up <obj> intend,intend
 finds  way intend to set example,<triplet>  finds  way <subj> to set example <obj> intend,intend
 smells so good cause others stand closer to  than normal,<triplet>  smells so good <subj> others stand closer to  than normal <obj> cause,cause
The door is unlocked Person Y to leave them alone.,<triplet> The door is unlocked <subj> Person Y to leave them alone. <obj> no_relation,no_relation
 files for divorce  intend to be separated from their spouse,<triplet>  files for divorce  <subj> to be separated from their spouse <obj> intend,intend
an alarm will sound automatically be acknowledged,<triplet> an alarm will sound automatically <subj> be acknowledged <obj> no_relation,no_relation
 tells  off cause goes to cool off,<triplet>  tells  off <subj> goes to cool off <obj> cause,cause
gives a present to close the shed,<triplet>  gives a present <subj> to close the shed <obj> no_relation,no_relation
wants to leave has a conversation,<triplet>  wants to leave <subj>  has a conversation <obj> no_relation,no_relation
"When the train arrives
can
board it",<triplet> When the train arrives <subj> board it <obj> enable,enable
refuses to listen to hide,<triplet>  refuses to listen <subj> to hide <obj> no_relation,no_relation
 looks at  closely intend to figure out what they meman,<triplet>  looks at  closely <subj> to figure out what they meman <obj> intend,intend
When the storm subsides to take speedier mode of transportation,<triplet> When the storm subsides <subj> to take speedier mode of transportation <obj> no_relation,no_relation
 serves  function intend to be promoted,<triplet>  serves  function <subj> to be promoted <obj> intend,intend
has to get a cast TO BE HONEST,<triplet>  has to get a cast <subj> TO BE HONEST <obj> no_relation,no_relation
 decides to take a nap intend to get up and stretch.,<triplet>  decides to take a nap <subj> to get up and stretch. <obj> intend,intend
learns how to drive you to put the pizza insie,<triplet>  learns how to drive <subj>  you to put the pizza insie <obj> no_relation,no_relation
 buys  the next day cause is paid,<triplet>  buys the next day <subj> is paid <obj> cause,cause
 tells  to intend to do a good job,<triplet>  tells  to <subj> to do a good job <obj> intend,intend
accepts another was enabled to be opened,<triplet>  accepts another  <subj> was enabled to be opened <obj> no_relation,no_relation
 admits  into the union intend to get to know the union rules,<triplet>  admits into the union <subj> to get to know the union rules <obj> intend,intend
"When the bus
arrives at our stop
we can get off and walk home.",<triplet> When the bus <subj> we can get off and walk home. <obj> enable,enable
Installing smoke detectors throughout your home prevents house fires from causing fatalities or serious injuries.,<triplet> Installing smoke detectors throughout your home <subj> house fires from causing fatalities or serious injuries. <obj> prevent,prevent
says  would to spend money,<triplet>  says  would <subj> to spend money <obj> no_relation,no_relation
 decides to go swimming intend work out,<triplet>  decides to go swimming <subj> work out <obj> intend,intend
gets  understanding to use what they bought,<triplet>  gets  understanding <subj> to use what they bought <obj> no_relation,no_relation
patiently waited to relax,<triplet>  patiently waited <subj> to relax <obj> no_relation,no_relation
 goes from  cause is relieved,<triplet>  goes from  <subj> is relieved <obj> cause,cause
 loses a bet intend to stop and go do something else,<triplet>  loses a bet <subj> to stop and go do something else <obj> intend,intend
When a fire alarm is triggered has less envelopes,<triplet> When a fire alarm is triggered <subj> has less envelopes <obj> no_relation,no_relation
 takes a day trip intend to feel free,<triplet>  takes a day trip <subj> to feel free <obj> intend,intend
 provides  to help cause gets excersice,<triplet>  provides to help <subj> gets excersice <obj> cause,cause
"She couldn't open the file
until
she entered the correct password",<triplet> She couldnt open the file <subj> she entered the correct password <obj> enable,enable
Locking the doors and windows prevents break-ins and burglaries,<triplet> Locking the doors and windows <subj> break-ins and burglaries <obj> prevent,prevent
makes time watch it on TV.,<triplet>  makes time <subj> watch it on TV. <obj> no_relation,no_relation
"Avoiding the use of tobacco products or exposure to secondhand smoke prevents lung cancer, heart disease, or other smoking-related illnesses.","<triplet> Avoiding the use of tobacco products or exposure to secondhand smoke <subj> lung cancer, heart disease, or other smoking-related illnesses. <obj> prevent",prevent
is the first one Loses income from missed work,<triplet>  is the first one <subj> Loses income from missed work <obj> no_relation,no_relation
exchanges gifts says what he needs to,<triplet>  exchanges gifts <subj>  says what he needs to <obj> no_relation,no_relation
" takes  to work intend Start working, now they are at work and ready to start working.","<triplet>  takes to work <subj> Start working, now they are at work and ready to start working. <obj> intend",intend
 turns every  cause problem for other people,<triplet>  turns every  <subj> problem for other people <obj> cause,cause
 loves to draw cause gets paint on themselves,<triplet>  loves to draw <subj> gets paint on themselves <obj> cause,cause
drops the mic receives a greeting,<triplet>  drops the mic <subj> receives a greeting <obj> no_relation,no_relation
 If a person has mastere public speaking   enables  they will be more likely to persuae others in their arguments.,<triplet>  If a person has mastere public speaking <subj>  they will be more likely to persuae others in their arguments. <obj> enable,enable
 names the baby cause Appreciated,<triplet>  names the baby <subj> Appreciated <obj> cause,cause
 balances the books intend To transport books,<triplet>  balances the books <subj> To transport books <obj> intend,intend
 pulls  cause gets yelled at,<triplet>  pulls  <subj> gets yelled at <obj> cause,cause
Conducting regular maintenance on appliances and equipment prevents breakdowns or malfunctions,<triplet> Conducting regular maintenance on appliances and equipment <subj> breakdowns or malfunctions <obj> prevent,prevent
 teaches the class cause They spend time with students,<triplet>  teaches the class <subj> They spend time with students <obj> cause,cause
 spends the next week intend go to different locations,<triplet>  spends the next week <subj> go to different locations <obj> intend,intend
 meets a girl cause blushes,<triplet>  meets a girl <subj> blushes <obj> cause,cause
"Brushing teeth for two minutes in the morning and at night and flossing daily prevents tooth decay, gum disease, and bad breath.","<triplet> Brushing teeth for two minutes in the morning and at night and flossing daily <subj> tooth decay, gum disease, and bad breath. <obj> prevent",prevent
 thinks might want intend to be think,<triplet>  thinks might want <subj> to be think <obj> intend,intend
takes  turn gets a receipt for payment,<triplet>  takes  turn <subj> gets a receipt for payment <obj> no_relation,no_relation
enters the competition for extended periods of time.,<triplet>  enters the competition <subj> for extended periods of time. <obj> no_relation,no_relation
 pulls  back cause they get over it better,<triplet>  pulls  back <subj> they get over it better <obj> cause,cause
"When the light turns green
you can cross
the street",<triplet> When the light turns green <subj> the street <obj> enable,enable
 invites  over intend t give  the invitation,<triplet>  invites  over <subj> t give  the invitation <obj> intend,intend
 Wearing sunscreen with an SPF of  or higher prevents skin cancer from developing,<triplet> Wearing sunscreen with an SPF of or higher <subj> skin cancer from developing <obj> prevent,prevent
When its raining and windy it from capsizing or sinking.,<triplet> When its raining and windy <subj> it from capsizing or sinking. <obj> no_relation,no_relation
 notices a man cause HE WAVES AT HIM,<triplet>  notices a man <subj> HE WAVES AT HIM <obj> cause,cause
 goes viral intend to make money off it,<triplet>  goes viral <subj> to make money off it <obj> intend,intend
buys flowers To make a statement,<triplet>  buys flowers <subj> To make a statement <obj> no_relation,no_relation
 supplies the  with water intend to be helpful,<triplet>  supplies the with water <subj> to be helpful <obj> intend,intend
"The computer has been restarted
resolves the issue of:
the computer not working properly",<triplet> The computer has been restarted <subj> the computer not working properly <obj> enable,enable
thanks the for allowing eats something,<triplet>  thanks the for allowing <subj> eats something <obj> no_relation,no_relation
Using a fire extinguisher in the event of a small kitchen fire they get an answer,<triplet> Using a fire extinguisher in the event of a small kitchen fire <subj> they get an answer <obj> no_relation,no_relation
depends upon the degree does well,<triplet>  depends upon the degree <subj> does well <obj> no_relation,no_relation
"Once the gas lung cancer, heart disease, and other serious health problems caused by tobacco use.","<triplet> Once the gas <subj> lung cancer, heart disease, and other serious health problems caused by tobacco use. <obj> no_relation",no_relation
 spends  helping intend to help clean the empty house,<triplet>  spends helping <subj> to help clean the empty house <obj> intend,intend
 clears  head cause Become clean,<triplet>  clears  head <subj> Become clean <obj> cause,cause
