,pred,gt,texts
268,"('Roseann Rife', 'employer', 'Amnesty International')","('against the fuel price hike', 'cause', 'The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest')","KARIMNAGAR : TDP rasta roko against fuel price hike June 28, 2010 00:00 IST The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest against the fuel price hike."
269,"('staged', 'intend', 'protest')","('in protest against the fuel price hike', 'cause', 'The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday')","KARIMNAGAR : TDP rasta roko against fuel price hike June 28, 2010 00:00 IST The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest against the fuel price hike."
270,"('staged', 'intend', 'protest')","('activists of Swadheen Bharat Subhash Sena ( SBSS ) opened fire at the police party that attempted to evict it from Jawahar Park late on Thursday evening', 'cause', 'The station house officer of the Farah police station Santosh Yadav and the Superintendent of Police ( City ) Mathura Mukul Dwivedi were killed')",The station house officer of the Farah police station Santosh Yadav and the Superintendent of Police ( City ) Mathura Mukul Dwivedi were killed when activists of Swadheen Bharat Subhash Sena ( SBSS ) opened fire at the police party that attempted to evict it from Jawahar Park late on Thursday evening.
271,"('opened', 'cause', 'evict')","('that attempted to evict it from Jawahar Park late on Thursday evening', 'cause', 'activists of Swadheen Bharat Subhash Sena ( SBSS ) opened fire at the police party')",The station house officer of the Farah police station Santosh Yadav and the Superintendent of Police ( City ) Mathura Mukul Dwivedi were killed when activists of Swadheen Bharat Subhash Sena ( SBSS ) opened fire at the police party that attempted to evict it from Jawahar Park late on Thursday evening.
272,"('opened', 'cause', 'evict')","('the clashes', 'cause', '17 people had been hospitalised')","Hong Kong ’ s hospital authority said 17 people had been hospitalised following the clashes, including two who were in serious condition."
273,"('clashes', 'cause', 'hospital')","('the clashes', 'cause', 'including two who were in serious condition')","Hong Kong ’ s hospital authority said 17 people had been hospitalised following the clashes, including two who were in serious condition."
274,"('clashes', 'cause', 'hospital')","('added', 'cause', 'troubled')","Peter DaPuzzo, head of retail equity trading at Shearson Lehman Hutton, acknowledges that he wasn't troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising.    "
275,"('troubled', '0', 'because')","('the TDP bandh', 'cause', 'Osmania University has rescheduled the counselling for the postgraduate courses, which was to start on Monday')","OU counselling Osmania University has rescheduled the counselling for the postgraduate courses, which was to start on Monday, due to the TDP bandh."
276,"('bandh', 'cause', 'rescheduled')","('took', 'cause', 'look')","Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S."" They stole the children and one of the gang members took a six-year-old kid that I had to look after for three hours."""
277,"('took', 'cause', 'look')","('the Rosaiah Government has failed on all fronts and neglected agriculture', 'cause', 'the acute shortage of fertilizer faced by the farmers')","Addressing a massive gathering of party workers and sympathisers from in and around the city at the ‘ maha dharna'organised in the vicinity of the Collector's office here on Monday, Mr. Naidu said the Rosaiah Government has failed on all fronts and neglected agriculture as reflected in the acute shortage of fertilizer faced by the farmers."
278,"('shortage', 'cause', 'neglected')","('to deter them from performing their duty', 'cause', 'The court found Shahzad guilty of murder, attempt to murder, obstructing and assaulting public servants and grievously injuring the police officers')","The court found Shahzad guilty of murder, attempt to murder, obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty."
279,"('found', 'intend', 'deter')","('murder, attempt to murder, obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty', 'cause', 'The court found Shahzad guilty')","The court found Shahzad guilty of murder, attempt to murder, obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty."
280,"('found', 'intend', 'deter')","('are the latest manifestation of growing fears that China is stamping down on the city ’ s freedoms and culture with the help of the finance hub ’ s pro-Beijing leaders', 'cause', 'The rallies')",The rallies are the latest manifestation of growing fears that China is stamping down on the city ’ s freedoms and culture with the help of the finance hub ’ s pro-Beijing leaders.
281,"('fears', 'prevent', 'freedoms')","('a one percent wage increase', 'cause', 'This strike')",`` This strike is causing huge disruptions and all because of a one percent wage increase.
282,"('strike', 'cause', 'disruptions')","('This strike', 'cause', 'huge disruptions')",`` This strike is causing huge disruptions and all because of a one percent wage increase.
283,"('strike', 'cause', 'disruptions')","('the airport comes up in Aranmula', 'cause', 'Kuttanad will be destroyed')","“ A priest who addressed the agitation against the airport raised the baseless argument that Kuttanad will be destroyed if the airport comes up in Aranmula, which is factually incorrect, ” the Metropolitan said."
284,"('raised', 'cause', 'factually')","('against a nuclear power plant in Jaitapur in Maharashtra', 'cause', 'the recent demonstrations')","Whether it is the recent demonstrations against a nuclear power plant in Jaitapur in Maharashtra or the earlier outbreaks in Singur and Nandigram in West Bengal, the matter of relief and rehabilitation was left to the state governments according to a well-established practice."
285,"('demonstrations', 'enable', 'relief')","('a well-established practice', 'cause', 'the matter of relief and rehabilitation was left to the state governments')","Whether it is the recent demonstrations against a nuclear power plant in Jaitapur in Maharashtra or the earlier outbreaks in Singur and Nandigram in West Bengal, the matter of relief and rehabilitation was left to the state governments according to a well-established practice."
286,"('demonstrations', 'enable', 'relief')","('The surprise choice of Bhagwant Khuba by the BJP as its candidate for Bidar Lok Sabha constituency', 'cause', 'leaving out the favourite father-son duo of Gurupadappa Nagamarapalli and his son Suryakant Nagamarapalli')","﻿Nagamarapalli Fans Ransack BJP Office 22nd March 2014 08:43 AM The surprise choice of Bhagwant Khuba by the BJP as its candidate for Bidar Lok Sabha constituency, leaving out the favourite father-son duo of Gurupadappa Nagamarapalli and his son Suryakant Nagamarapalli, has drawn a strong backlash in the district."
287,"('choice', 'cause', 'drawn')","('leaving out the favourite father-son duo of Gurupadappa Nagamarapalli and his son Suryakant Nagamarapalli', 'cause', 'a strong backlash in the district')","﻿Nagamarapalli Fans Ransack BJP Office 22nd March 2014 08:43 AM The surprise choice of Bhagwant Khuba by the BJP as its candidate for Bidar Lok Sabha constituency, leaving out the favourite father-son duo of Gurupadappa Nagamarapalli and his son Suryakant Nagamarapalli, has drawn a strong backlash in the district."
288,"('choice', 'cause', 'drawn')","('to prepare for a long battle in their campaign for better wages and allowances', 'cause', 'Protesting workers from petrol stations, car dealers and panel beaters warned their employers on Tuesday')","Protesting workers from petrol stations, car dealers and panel beaters warned their employers on Tuesday to prepare for a long battle in their campaign for better wages and allowances."
289,"('warned', 'cause', 'battle')","('better wages and allowances', 'cause', 'their campaign')","Protesting workers from petrol stations, car dealers and panel beaters warned their employers on Tuesday to prepare for a long battle in their campaign for better wages and allowances."
290,"('warned', 'cause', 'battle')","('bugs', 'cause', 'answers')","On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    "
291,"('bugs', 'cause', 'answers')","('results', 'enable', 'treatment')","""The longer-term results from the ANDROMEDA study show sustained overall deep haematologic responses and further establish the potential of the subcutaneous formulation of daratumumab as a new treatment regimen in patients with AL amyloidosis, and I'm also encouraged to see additional investigational data showing cardiac and renal responses in these patients."""
292,"('results', 'enable', 'treatment')","('pay', 'cause', 'buy')","MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    "
293,"('pay', 'cause', 'buy')","('to pin down the government', 'cause', 'the Opposition was raising the pitch in the House')","When the Opposition was raising the pitch in the House to pin down the government, a palm climber outsmarted them in terms of more punch and novelty, as he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues."
294,"('climbed', 'cause', 'protest')","('he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues', 'cause', 'a palm climber outsmarted them in terms of more punch and novelty')","When the Opposition was raising the pitch in the House to pin down the government, a palm climber outsmarted them in terms of more punch and novelty, as he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues."
295,"('climbed', 'cause', 'protest')","('to highlight his protest with slogan shouts', 'cause', 'he climbed a coconut tree in the sprawling Assembly compound')","When the Opposition was raising the pitch in the House to pin down the government, a palm climber outsmarted them in terms of more punch and novelty, as he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues."
296,"('climbed', 'cause', 'protest')","('denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues', 'cause', 'to highlight his protest with slogan shouts')","When the Opposition was raising the pitch in the House to pin down the government, a palm climber outsmarted them in terms of more punch and novelty, as he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues."
297,"('climbed', 'cause', 'protest')","('having been criticised for their actions against protesters at a smaller protest on 12 June', 'cause', 'Up until midnight police were far more restrained with their use of force')","Up until midnight police were far more restrained with their use of force, having been criticised for their actions against protesters at a smaller protest on 12 June, when they fired 150 rounds of teargas and rubber bullets, and videos of police beating and pepper-spraying unarmed protesters circulated over the internet."
298,"('criticised', 'cause', 'use')","('members of the National Federation of Postal Employees and many other associations did not turn up for duty', 'cause', 'Post offices wore a deserted look')",Post offices wore a deserted look as members of the National Federation of Postal Employees and many other associations did not turn up for duty.
299,"('wore', 'cause', 'turn')","('The announcement of candidates for Udumalpet constituency by the ruling All India Anna Dravida Munnetra Kazhagam and the opposition Dravida Munnetra Kazhagam', 'cause', 'drew protest from a section of partymen')","TAMIL NADU Police denies permission for fast April 01, 2006 00:00 IST Staff Reporter UDUMALPET : The announcement of candidates for Udumalpet constituency by the ruling All India Anna Dravida Munnetra Kazhagam and the opposition Dravida Munnetra Kazhagam drew protest from a section of partymen."
300,"('announcement', 'cause', 'drew')","('they can be identified', 'cause', 'The people who disrupted a funeral address by President Thabo Mbeki on Saturday will be barred from ever attending another ANC meeting')","The people who disrupted a funeral address by President Thabo Mbeki on Saturday will be barred from ever attending another ANC meeting if they can be identified, the party's secretary general Kgalema Motlanthe said on Sunday."
301,"('party', 'chairperson', 'Kgalema Motlanthe')","('to inaugurate the ‘ Kerala Raksha March ’ at Hosangadi in Kasaragod district on Monday', 'cause', 'Leader of the Opposition Oommen Chandy handing over the Congress flag to KPCC president Ramesh Chennithala')",Today's Paper Congress march flagged off On the march : Leader of the Opposition Oommen Chandy handing over the Congress flag to KPCC president Ramesh Chennithala to inaugurate the ‘ Kerala Raksha March ’ at Hosangadi in Kasaragod district on Monday.
302,"('Hosangadi', 'located in the administrative territorial', 'Kasaragod district')","('public anger at the government spreads to more parts of Hong Kong society', 'cause', 'the movement shows few signs of abating')","﻿As the city enters its ninth consecutive week of protests, the movement shows few signs of abating, as public anger at the government spreads to more parts of Hong Kong society."
303,"('the movement', 'located in the administrative territorial entity', 'Hong Kong')","('police returned fire', 'cause', 'Two Maoists were killed')","Two Maoists were killed when police returned fire, he said."
304,"('returned', 'cause', 'killed')","('against the rising prices of cooking gas, petrol, diesel, etc', 'cause', 'The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25')","- Indian Express Express News Service, Express News Service : Chandigarh, Fri Jul 01 2011, 03:05 hrs The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25 against the rising prices of cooking gas, petrol, diesel, etc. The protest is part of a nationwide campaign of the party on the issue."
305,"('held', 'cause', 'protest')","('is part of a nationwide campaign of the party on the issue', 'cause', 'The protest')","- Indian Express Express News Service, Express News Service : Chandigarh, Fri Jul 01 2011, 03:05 hrs The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25 against the rising prices of cooking gas, petrol, diesel, etc. The protest is part of a nationwide campaign of the party on the issue."
306,"('held', 'cause', 'protest')","('fell', 'cause', 'fed')","Japan's unemployment rate fell below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports fed into a strengthening economic recovery."
307,"('fell', 'cause', 'strengthening')","('retirement', 'cause', 'gain')","In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    "
308,"('retirement', 'cause', 'gain')","('government', 'enable', 'talks')",The Supreme Court statement was issued as Prime Minister Pedro Sanchez's government was gearing up to grant a pardon to the separatists as a way of advancing talks over the Catalan separatist crisis.
309,"('statement', 'enable', 'pardon')","('used', 'intend', 'reduce')","The gross proceeds from the sale of the notes, which will be due on Nov. 1, 2004, will be used to reduce existing debt and for general corporate purposes, the company said. "
310,"('used', 'intend', 'reduce')","('two bicycle-bomb blasts in Nalbari', 'cause', 'Seven people were killed and 55, including minor children, injured')","Seven people were killed and 55, including minor children, injured in two bicycle-bomb blasts in Nalbari, headquarters town of lower Assam ’ s Nalbari district on Sunday morning."
311,"('Nalbari', 'located in the administrative territorial entity', 'Nalbari district')","('demanding halt to police action and alleged atrocity against tribals', 'cause', 'the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district')","Meanwhile, the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today affecting normal life in Maoist hinterlands including Padia, Kalimela and Motu areas."
312,"('four-day', '0', 'affecting')","('the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today', 'cause', 'affecting normal life in Maoist hinterlands including Padia, Kalimela and Motu areas')","Meanwhile, the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today affecting normal life in Maoist hinterlands including Padia, Kalimela and Motu areas."
313,"('four-day', '0', 'affecting')","('its failure to check power tariff hike', 'cause', 'Criticising the Delhi government')","Delhi BJP Protests Against Power Tariff Hike 01st February 2014 02:07 PM Criticising the Delhi government for its failure to check power tariff hike, the Bharatiya Janata Party ( BJP ) Saturday protested against the hike in the national capital."
314,"('Protests', 'prevent', 'Check')","('against the hike in the national capital', 'cause', 'the Bharatiya Janata Party ( BJP ) Saturday protested')","Delhi BJP Protests Against Power Tariff Hike 01st February 2014 02:07 PM Criticising the Delhi government for its failure to check power tariff hike, the Bharatiya Janata Party ( BJP ) Saturday protested against the hike in the national capital."
315,"('Protests', 'prevent', 'Check')","('students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob', 'cause', 'over 22 people, including five media men and 11 security personnel with an officer among them, were injured last night')","The fresh clash came a day after over 22 people, including five media men and 11 security personnel with an officer among them, were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob."
316,"('clash', 'intend', 'use')","('students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus', 'cause', 'them to use force')","The fresh clash came a day after over 22 people, including five media men and 11 security personnel with an officer among them, were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob."
317,"('clash', 'intend', 'use')","('to quell the mob', 'cause', 'them to use force')","The fresh clash came a day after over 22 people, including five media men and 11 security personnel with an officer among them, were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob."
318,"('clash', 'intend', 'use')","('their demands were not met', 'cause', 'The strike, under the aegis of The AP Junior Doctors Association, Gandhi General Hospital unit, would be intensified')","The strike, under the aegis of The AP Junior Doctors Association, Gandhi General Hospital unit, would be intensified if their demands were not met, the protesting doctors threatened."
319,"('demands', 'cause', 'threatened')","('embrace', 'prevent', 'ratcheting')",But NATO members remain reluctant to embrace Ukraine as they want to avoid ratcheting up tensions with Russia.
320,"('embrace', 'prevent', 'ratcheting')","('the no-work, no-pay principle in place', 'cause', 'financial difficulties')","The company had further offered a once-off hardship allowance of R2000 to help workers deal with financial difficulties arising from the no-work, no-pay principle in place while they were striking."
321,"('No-work, no-pay', '0', 'help')","('against permitting bar in residential area', 'cause', 'Protest')","KARNATAKA Protest against permitting bar in residential area July 03, 2008 00:00 IST Up in arms :"
322,"('Protest', '0', 'Up')","('The ongoing strike of PG medical students of the Government General Hospital ( GGH )', 'cause', 'hit medical services badly')",Medicos'Stir Hits GGH Services 04th January 2012 02:56 AM GUNTUR : The ongoing strike of PG medical students of the Government General Hospital ( GGH ) has hit medical services badly.
323,"('Stir', 'cause', 'hit')","('the firing', 'cause', 'Six protesters were injured')",Six protesters were injured in the firing.
324,"('firing', 'cause', 'injured')","('it was related to "" the most sensitive political issue "" in China', 'cause', 'The Global Times, a state-run newspaper known for its hawkish stance, said in an editorial that the event to commemorate the June 4 crackdown had "" clearly crossed the red line of the law ""')","The Global Times, a state-run newspaper known for its hawkish stance, said in an editorial that the event to commemorate the June 4 crackdown had "" clearly crossed the red line of the law "" as it was related to "" the most sensitive political issue "" in China."
325,"('stance', 'cause', 'crossed')","('to commemorate the June 4 crackdown', 'cause', 'the event')","The Global Times, a state-run newspaper known for its hawkish stance, said in an editorial that the event to commemorate the June 4 crackdown had "" clearly crossed the red line of the law "" as it was related to "" the most sensitive political issue "" in China."
326,"('stance', 'cause', 'crossed')","('worries', 'cause', 'sell-off')","Taken together, the worries prompted a broad sell-off of stocks. "
327,"('worries', 'cause', 'sell-off')","('against ‘ failure ’ of implementation of NREGA in parts of Ganjam district and non-inclusion of some BPL families in the BPL list', 'cause', 'Members of the ’ Pramila Devi Mahila Kalyan Sangha ’ demonstrating in front of the RDC office in Berhampur on Monday')","OTHER STATES Seeking their due February 23, 2010 00:00 IST A A A IN AGITATION MODE : Members of the ’ Pramila Devi Mahila Kalyan Sangha ’ demonstrating in front of the RDC office in Berhampur on Monday against ‘ failure ’ of implementation of NREGA in parts of Ganjam district and non-inclusion of some BPL families in the BPL list."
328,"('demonstrating', 'cause', 'failure')","('plan', 'enable', 'offer')","Analysts greeted reports that Senate Republicans plan to lift their infrastructure package to $1 trillion, bringing them somewhat closer to President Joe Biden's latest offer costing $1.7 trillion."
329,"('plan', 'enable', 'offer')","('a protest at the UPPSC office', 'cause', 'On Monday, around half-a-dozen state roadways buses, a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage')","On Monday, around half-a-dozen state roadways buses, a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage during a protest at the UPPSC office."
330,"('rampage', 'cause', 'damaged')","('the youths who had gone on a rampage during a protest at the UPPSC office', 'cause', 'around half-a-dozen state roadways buses, a police motorcycle and several private vehicles were damaged')","On Monday, around half-a-dozen state roadways buses, a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage during a protest at the UPPSC office."
331,"('rampage', 'cause', 'damaged')","('the Shani temple stir', 'cause', 'Muslim women too on Thursday staged a protest demanding entry into a restricted area of the Haji Ali dargah')","Following the Shani temple stir, Muslim women too on Thursday staged a protest demanding entry into a restricted area of the Haji Ali dargah."
332,"('Shani temple stir', 'instance of', 'protest')","('demanding entry into a restricted area of the Haji Ali dargah', 'cause', 'Muslim women too on Thursday staged a protest')","Following the Shani temple stir, Muslim women too on Thursday staged a protest demanding entry into a restricted area of the Haji Ali dargah."
333,"('Shani temple stir', 'instance of', 'protest')","(""protesting against Rajapaksa'visit"", 'cause', 'a 26 year-old man attempted self-immolation')","In a related development at Salem in Tamil Nadu, a 26 year-old man attempted self-immolation protesting against Rajapaksa'visit."
334,"('related development', 'located in the administrative territorial entity', 'Tamil Nadu')","('a complaint by the Council for the Advancement of the SA Constitution', 'cause', ""The SAHRC investigated Tatane's death"")","The SAHRC investigated Tatane's death, during a protest in Ficksburg in April 2011, followed a complaint by the Council for the Advancement of the SA Constitution."
335,"('Complain', 'cause', 'investigated')","('Police officers arrived on the spot and promised action', 'cause', 'convinced Jaya to stop the protest')",Police officers arrived on the spot and promised action and convinced Jaya to stop the protest.
336,"('arrived', 'cause', 'convinced')","('to stop the protest', 'cause', 'convinced Jaya')",Police officers arrived on the spot and promised action and convinced Jaya to stop the protest.
337,"('arrived', 'cause', 'convinced')","('rivalry among nursing homes', 'cause', 'resulting in the explosion')","The earlier reports of rivalry among nursing homes resulting in the explosion, have now been ruled out."
338,"('rivalry', 'cause', 'explosion')","('condemning reservation on communal lines', 'cause', 'The cadres of the Bharathiya Janata on Wednesday staged a demonstration at Puthur in the city')","TAMIL NADU BJP cadres stage stir October 18, 2007 00:00 IST TIRUCHI : The cadres of the Bharathiya Janata on Wednesday staged a demonstration at Puthur in the city condemning reservation on communal lines."
339,"('demonstration', 'enable', 'condemning')","('possession', 'cause', 'escape')","The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. "
340,"('possession', 'cause', 'escape')","('we legitimately have freedom and democracy', 'cause', 'people are not going to give up or rest')","It ’ s already been two months since the first protest... but I guess people are not going to give up or rest until we legitimately have freedom and democracy, ” she said."
341,"('protest', 'cause', 'give')","('sale', 'cause', 'took')","Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    "
342,"('sale', 'cause', 'loss')","('to control communal clash at Mirzapur', 'cause', 'Police use tear gas')","Police use tear gas to control communal clash at Mirzapur - Indian Express Express News Service, Express News Service : Ahmedabad, Tue Sep 15 2009, 01:09 hrs The city police had to resort to tear gas shelling after a communal violence broke out near St Xavier's High School in the Mirzapur area of Ahmedabad late on Sunday."
343,"('violence', 'cause', 'use')","(""a communal violence broke out near St Xavier's High School in the Mirzapur area of Ahmedabad late on Sunday"", 'cause', 'The city police had to resort to tear gas shelling')","Police use tear gas to control communal clash at Mirzapur - Indian Express Express News Service, Express News Service : Ahmedabad, Tue Sep 15 2009, 01:09 hrs The city police had to resort to tear gas shelling after a communal violence broke out near St Xavier's High School in the Mirzapur area of Ahmedabad late on Sunday."
344,"('violence', 'cause', 'use')","('how to deal with rising student debt', 'cause', 'the Student Representative Council and management clashed')",This was after the Student Representative Council and management clashed over how to deal with rising student debt.
345,"('clashed', 'cause', 'deal')","('the MRPS activists had set fire to the Congress party office on February 28', 'cause', 'SPO Raju, an exservicemen participated in Kargil war, who was on duty at Gandhi Bhavan had received severe burns')","It may be recalled that SPO Raju, an exservicemen participated in Kargil war, who was on duty at Gandhi Bhavan had received severe burns when the MRPS activists had set fire to the Congress party office on February 28."
346,"('set fire', 'cause', 'received')","('attempting to disrupt the flag off function of Rajadhani, the ring road service of KSRTC', 'cause', 'Three VSDP activists were held by the police')","They are : 1 ) East Fort - Eanchakkal - Bypass - Kazhakoottam - Pothencode - Venjarammoodu - Vembayam - Palayam - East Fort Three VSDP activists were held by the police for attempting to disrupt the flag off function of Rajadhani, the ring road service of KSRTC."
347,"('Rajadhani', 'operator', 'KSRTC')","('inciting violence', 'cause', 'A former state minister was also booked')",A former state minister was also booked for inciting violence.
348,"('booked', 'intend', 'inciting')","('cases', 'enable', 'test')","The stadium is one of a growing list of venues across Melbourne visited by positive cases, leaving state health officials rushing to test and trace across the city of five million, which endured a devastating four-month lockdown after an outbreak last year."
349,"('cases', 'enable', 'test')","('they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects', 'cause', 'the mainland public has taken to such protests')",Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects.
350,"('channels', 'prevent', 'concerns')","('massive industrial projects', 'cause', 'environmental risks')",Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects.
351,"('channels', 'prevent', 'concerns')","('to join the statewide agitation', 'cause', 'Traders pulled down their shutters')",Traders pulled down their shutters to join the statewide agitation to oppose the State Government's move to amend the APMC Act on Friday.
352,"('pull', 'intend', 'oppose')","(""to oppose the State Government's move"", 'cause', 'to join the statewide agitation')",Traders pulled down their shutters to join the statewide agitation to oppose the State Government's move to amend the APMC Act on Friday.
353,"('pull', 'intend', 'oppose')","('to amend the APMC Act on Friday', 'cause', ""the State Government's move"")",Traders pulled down their shutters to join the statewide agitation to oppose the State Government's move to amend the APMC Act on Friday.
354,"('pull', 'intend', 'oppose')","('blocked', 'cause', 'created')","The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls."
355,"('blocked', 'cause', 'created')","('demanding that they be allowed to keep term grant for the year', 'cause', 'Engineering students held a demonstration at the University of Mumbai campus at Fort on Wednesday')","Engg students demand uniform rule on ATKT Posted : Fri Jan 15 1999 IST MUMBAI, JANUARY 14 : Engineering students held a demonstration at the University of Mumbai campus at Fort on Wednesday, demanding that they be allowed to keep term grant for the year."
356,"('held', 'cause', 'demanding')","('against state division', 'cause', 'The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest')",Fasting Jagan denied mulakats 27th August 2013 11:23 AM The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest against state division continued on the second day on Monday.
357,"('Fasting', 'cause', 'protest')","('protest against state division', 'cause', 'The indefinite fast of YSR Congress chief YS Jaganmohan Reddy')",Fasting Jagan denied mulakats 27th August 2013 11:23 AM The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest against state division continued on the second day on Monday.
358,"('Fasting', 'cause', 'protest')","(""for the ANC's August 3 municipal elections Siyanqoba rally on Saturday"", 'cause', 'African National Congress supporters streamed into the Dan Qeqe Stadium in Zwide, Port Elizabeth, in freezing weather conditions and rain')","Freezing weather conditions at ANC PE Siyanqoba Rally Raahil Sain PORT ELIZABETH, July 23 ( ANA ) - African National Congress supporters streamed into the Dan Qeqe Stadium in Zwide, Port Elizabeth, in freezing weather conditions and rain for the ANC's August 3 municipal elections Siyanqoba rally on Saturday."
359,"('Dan Qeqe Stadium', 'located in the administrative territorial entity', 'Port Elizabeth')","('to end the ongoing blockade of two national highways in Manipur', 'cause', 'The Centre has decided to hold tripartite talks with the United Naga Council ( UNC ) and the Manipur government')","The Centre has decided to hold tripartite talks with the United Naga Council ( UNC ) and the Manipur government to end the ongoing blockade of two national highways in Manipur, which has disrupted normal life and led to a shortage of essential commodities in the State."
360,"('blockade', 'prevent', 'disrupted')","('the ongoing blockade of two national highways in Manipur', 'cause', '<SIG1>has disrupted</SIG1> normal life and led to a shortage of essential commodities in the State')","The Centre has decided to hold tripartite talks with the United Naga Council ( UNC ) and the Manipur government to end the ongoing blockade of two national highways in Manipur, which has disrupted normal life and led to a shortage of essential commodities in the State."
361,"('blockade', 'prevent', 'disrupted')","('The clash', 'cause', 'left at least three students injured')",The clash left at least three students injured.
362,"('clash', 'cause', 'injured')","('Maoists attacked at Rajpur in the district in the wee hours on Tuesday', 'cause', 'Three persons, including the head of a naxal outfit, were killed and six others critically injured')","Three killed in Maoist attack in Jharkhand - Indian Express Agencies, Agencies : Chatra ( Jharkhand ), Tue Oct 20 2009, 09:41 hrs Three persons, including the head of a naxal outfit, were killed and six others critically injured when Maoists attacked at Rajpur in the district in the wee hours on Tuesday."
363,"('attacked', 'point in time', 'Oct 20 2009')","('struggle', 'cause', 'fallout')","Shares of Coors, the company's sole publicly traded major competitor, fell $1.50 apiece to $19.125 in national over-the-counter trading, apparently on investor concerns over potential fallout from the coming pricing struggle.    "
364,"('concerns', 'cause', 'fell')","('buses go off road', 'cause', 'Passengers stranded')",Passengers stranded as buses go off road
365,"('go', 'cause', 'stranded')","('operations', 'intend', 'isolate')",The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.
366,"('operations', 'intend', 'retreats')","('sweetened', 'prevent', 'tendering')",LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.
367,"('sweetened', 'intend', 'keep')","('the firing', 'cause', 'Two civilians also received gun shot wounds')",Two civilians also received gun shot wounds in the firing.
368,"('fired', 'cause', 'received')","('against the report', 'cause', 'Vijayan was speaking at a protest meeting')","Vijayan was speaking at a protest meeting against the report, convened by the party at nearby Kodencherry in the district."
