corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,label
cnc,train_04_104,2235,0,cnc_train_04_104_2235_0,The protesters were taken into police custody when they started picketing vehicles passing through the State Bank circle .,['<ARG1>The protesters were taken into police custody</ARG1> when <ARG0>they started picketing vehicles passing through the State Bank circle</ARG0> .'],1,0
NEWS,train340,341,0,cause_our_data_0_0341,"Choudary has never announced a date for his march and area police said he had not contacted them about it, as march organizers are required to do beforehand.",[],0,0
NEWS,train40,41,0,intend_our_data_0_041,"Replied State Department deputy spokesman Richard Boucher, ``Wehave n't  really analyzed the statement in detail but it appears tobe just another example of his outlandish rhetoric and his attempts to distort the truth.   ",[],0,0
cnc,train_07_134,1279,0,cnc_train_07_134_1279_0,Three more alleged terrorists were shot last month after reportedly setting upon civilians with machetes .,['<ARG1>Three more alleged terrorists were shot last month</ARG1> after <ARG0>reportedly setting upon civilians with machetes</ARG0> .'],1,0
NEWS,train215,216,0,cause_our_data_0_0216,"He argued setting an explicit deadline forSaddam Hussein to break would, when it was broken, give theU.S. military a clear green light to proceed.   ",[],0,0
NEWS,train207,208,0,cause_our_data_0_0208,"Robert Mellor, Di Giorgio's executive vice president, said the company stands to reap more money through the sale of individual units to others than by accepting DIG's offer. ",[],0,0
cnc,train_07_243,2644,0,cnc_train_07_243_2644_0,"Protesters pushed through police barriers in an attempt to enter the buildings , but to no avail .","['<ARG1>Protesters pushed through police barriers</ARG1> <SIG0>in an attempt <ARG0>to</SIG0> enter the buildings</ARG0> , but to no avail .']",1,0
cnc,train_10_67,2092,0,cnc_train_10_67_2092_0,"The march descended into chaos , with police firing teargas and masked men attacking protesters at a train station after the march .","['<ARG1>The march descended into chaos</ARG1> , <SIG0>with</SIG0> <ARG0>police firing teargas and masked men attacking protesters at a train station after the march</ARG0> .']",1,0
cnc,train_06_217,2569,0,cnc_train_06_217_2569_0,"Guo , who has Australian citizenship , was taken away by police in Beijing shortly after the publication of an interview in which he described participating in 1989 's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown .","[""<ARG1>Guo , who has Australian citizenship , was taken away by police in Beijing</ARG1> shortly after <ARG0>the publication of an interview in which he described participating in 1989 's pro-democracy protests in Tiananmen Square and discussed a work he had created commemorating the bloody crackdown</ARG0> ."", ""Guo , who has Australian citizenship , was taken away by police in Beijing shortly after the publication of an interview in which he described participating in 1989 's pro-democracy protests in Tiananmen Square and discussed <ARG1>a work he had created</ARG1> <ARG0>commemorating the bloody crackdown</ARG0> .""]",2,0
cnc,train_04_127,529,0,cnc_train_04_127_529_0,"Tirupur : Telecom employees stage protest June 22 , 2015 00:00 IST Alleging that the deficiencies in operational infrastructure and staff shortage in telephone exchanges in Tirupur and nearby areas are not getting addressed , the BSNL Employees Union members staged an agitation here .","['Tirupur : Telecom employees stage protest June 22 , 2015 00:00 IST <ARG0><SIG0>Alleging that</SIG0> the deficiencies in operational infrastructure and staff shortage in telephone exchanges in Tirupur and nearby areas are not getting addressed</ARG0> , <ARG1>the BSNL Employees Union members staged an agitation here</ARG1> .']",1,0
cnc,train_08_166,2636,0,cnc_train_08_166_2636_0,"In the early hours of 6 May , Beijing police detained Pu Zhiqiang , a prominent human rights lawyer who helped organise the 1989 demonstration ; three days prior , he had participated in a private panel discussion commemorating the massacre .",[],0,0
NEWS,train351,352,0,cause_our_data_0_0352,"They've revisited the idea of censorship and the price they're paying is too high, "" says Roseann Rife of Amnesty International.""",[],0,0
cnc,train_07_6,1846,0,cnc_train_07_6_1846_0,"KARIMNAGAR : TDP rasta roko against fuel price hike June 28 , 2010 00:00 IST The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest against the fuel price hike .","['KARIMNAGAR : TDP rasta roko against fuel price hike June 28 , 2010 00:00 IST <ARG1>The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday in protest</ARG1> <ARG0>against the fuel price hike</ARG0> .', 'KARIMNAGAR : TDP rasta roko against fuel price hike June 28 , 2010 00:00 IST <ARG1>The TDP district unit leaders staged a rasta roko in front of the RTC bus station complex here on Sunday</ARG1> <ARG0>in protest against the fuel price hike</ARG0> .']",2,0
cnc,train_08_317,3117,0,cnc_train_08_317_3117_0,The station house officer of the Farah police station Santosh Yadav and the Superintendent of Police ( City ) Mathura Mukul Dwivedi were killed when activists of Swadheen Bharat Subhash Sena ( SBSS ) opened fire at the police party that attempted to evict it from Jawahar Park late on Thursday evening .,"['<ARG1>The station house officer of the Farah police station Santosh Yadav and the Superintendent of Police ( City ) Mathura Mukul Dwivedi <SIG0>were killed</ARG1></SIG0> when <ARG0>activists of Swadheen Bharat Subhash Sena ( SBSS ) opened fire at the police party that attempted to evict it from Jawahar Park late on Thursday evening</ARG0> .', 'The station house officer of the Farah police station Santosh Yadav and the Superintendent of Police ( City ) Mathura Mukul Dwivedi were killed when <ARG1>activists of Swadheen Bharat Subhash Sena ( SBSS ) opened fire at the police party</ARG1> <ARG0>that attempted to evict it from Jawahar Park late on Thursday evening</ARG0> .']",2,0
cnc,train_08_86,945,0,cnc_train_08_86_945_0,"Hong Kong ’ s hospital authority said 17 people had been hospitalised following the clashes , including two who were in serious condition .","['Hong Kong ’ s hospital authority said <ARG1>17 people had been hospitalised</ARG1> <SIG0>following</SIG0> <ARG0>the clashes</ARG0> , including two who were in serious condition .', 'Hong Kong ’ s hospital authority said 17 people had been hospitalised following <ARG0>the clashes</ARG0> , <ARG1>including two who were in serious condition</ARG1> .']",2,0
NEWS,train275,276,0,cause_our_data_0_0276,"Peter DaPuzzo, head of retail equity trading at Shearson Lehman Hutton, acknowledges that he wasn't troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising.    ",[],0,0
cnc,train_04_225,1199,0,cnc_train_04_225_1199_0,"OU counselling Osmania University has rescheduled the counselling for the postgraduate courses , which was to start on Monday , due to the TDP bandh .","['OU counselling <ARG1>Osmania University has rescheduled the counselling for the postgraduate courses , which was to start on Monday</ARG1> , <SIG0>due to</SIG0> <ARG0>the TDP bandh</ARG0> .']",1,0
NEWS,train302,303,0,cause_our_data_0_0303,"Maria described a cross-border trade in young children and babies -- with orders coming in regularly from the U.S."" They stole the children and one of the gang members took a six-year-old kid that I had to look after for three hours.""",[],0,0
cnc,train_05_284,2616,0,cnc_train_05_284_2616_0,"Addressing a massive gathering of party workers and sympathisers from in and around the city at the ‘ maha dharna ' organised in the vicinity of the Collector 's office here on Monday , Mr. Naidu said the Rosaiah Government has failed on all fronts and neglected agriculture as reflected in the acute shortage of fertilizer faced by the farmers .",[],0,0
cnc,train_09_B_131,2939,0,cnc_train_09_B_131_2939_0,"The court found Shahzad guilty of murder , attempt to murder , obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty .","['<ARG1>The court found Shahzad guilty of murder , attempt to murder , obstructing and assaulting public servants and grievously injuring the police officers</ARG1> <ARG0><SIG0>to</SIG0> deter them from performing their duty</ARG0> .', '<ARG1>The court found Shahzad guilty</ARG1> of <ARG0>murder , attempt to murder , obstructing and assaulting public servants and grievously injuring the police officers to deter them from performing their duty</ARG0> .']",2,0
cnc,train_05_71,1104,0,cnc_train_05_71_1104_0,The rallies are the latest manifestation of growing fears that China is stamping down on the city ’ s freedoms and culture with the help of the finance hub ’ s pro-Beijing leaders .,['<ARG1>The rallies</ARG1> <ARG0>are the latest manifestation of growing fears that China is stamping down on the city ’ s freedoms and culture with the help of the finance hub ’ s pro-Beijing leaders</ARG0> .'],1,0
cnc,train_07_323,523,0,cnc_train_07_323_523_0,`` This strike is causing huge disruptions and all because of a one percent wage increase .,"['`` <ARG1>This strike</ARG1> is causing huge disruptions and <SIG0>all because of</SIG0> <ARG0>a one percent wage increase</ARG0> .', '`` <ARG0>This strike</ARG0> <SIG0>is causing</SIG0> <ARG1>huge disruptions</ARG1> and all because of a one percent wage increase .']",2,0
cnc,train_05_12,358,0,cnc_train_05_12_358_0,"“ A priest who addressed the agitation against the airport raised the baseless argument that Kuttanad will be destroyed if the airport comes up in Aranmula , which is factually incorrect , ” the Metropolitan said .",[],0,0
cnc,train_05_162,626,0,cnc_train_05_162_626_0,"Whether it is the recent demonstrations against a nuclear power plant in Jaitapur in Maharashtra or the earlier outbreaks in Singur and Nandigram in West Bengal , the matter of relief and rehabilitation was left to the state governments according to a well-established practice .",[],0,0
cnc,train_03_73,1051,0,cnc_train_03_73_1051_0,"﻿Nagamarapalli Fans Ransack BJP Office 22nd March 2014 08:43 AM The surprise choice of Bhagwant Khuba by the BJP as its candidate for Bidar Lok Sabha constituency , leaving out the favourite father-son duo of Gurupadappa Nagamarapalli and his son Suryakant Nagamarapalli , has drawn a strong backlash in the district .","['\ufeffNagamarapalli Fans Ransack BJP Office 22nd March 2014 08:43 AM <ARG0>The surprise choice of Bhagwant Khuba by the BJP as its candidate for Bidar Lok Sabha constituency</ARG0> , <ARG1><SIG0>leaving out</SIG0> the favourite father-son duo of Gurupadappa Nagamarapalli and his son Suryakant Nagamarapalli</ARG1> , has drawn a strong backlash in the district .', '\ufeffNagamarapalli Fans Ransack BJP Office 22nd March 2014 08:43 AM The surprise choice of Bhagwant Khuba by the BJP as its candidate for Bidar Lok Sabha constituency , <ARG0>leaving out the favourite father-son duo of Gurupadappa Nagamarapalli and his son Suryakant Nagamarapalli</ARG0> , has <SIG0>drawn</SIG0> <ARG1>a strong backlash in the district</ARG1> .']",2,0
cnc,train_06_318,1977,0,cnc_train_06_318_1977_0,"Protesting workers from petrol stations , car dealers and panel beaters warned their employers on Tuesday to prepare for a long battle in their campaign for better wages and allowances .","['<ARG1>Protesting workers from petrol stations , car dealers and panel beaters warned their employers on Tuesday</ARG1> <ARG0><SIG0>to</SIG0> prepare for a long battle in their campaign for better wages and allowances</ARG0> .', 'Protesting workers from petrol stations , car dealers and panel beaters warned their employers on Tuesday to prepare for a long battle in <ARG1>their campaign</ARG1> <SIG0>for</SIG0> <ARG0>better wages and allowances</ARG0> .']",2,0
NEWS,train223,224,0,cause_our_data_0_0224,"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ","[""On Friday, Intel began notifying customers about the <ARG0>bugs</ARG0> which cause the chip to give wrong <ARG1>answers</ARG1> for some mathematical calculations.""]",1,0
AFPNEWS,train33,34,0,enable_our_data_0_034,"""The longer-term results from the ANDROMEDA study show sustained overall deep haematologic responses and further establish the potential of the subcutaneous formulation of daratumumab as a new treatment regimen in patients with AL amyloidosis, and I'm also encouraged to see additional investigational data showing cardiac and renal responses in these patients.""",[],0,0
NEWS,train140,141,0,cause_our_data_0_0141,"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ","[""MGM Grand Inc. has agreed to <ARG0>pay</ARG0> $93 million and nearly 1.8 million common shares to <ARG1>buy</ARG1> 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.""]",1,0
cnc,train_07_281,3333,0,cnc_train_07_281_3333_0,"When the Opposition was raising the pitch in the House to pin down the government , a palm climber outsmarted them in terms of more punch and novelty , as he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues .","['When <ARG1>the Opposition was raising the pitch in the House</ARG1> <ARG0><SIG0>to</SIG0> pin down the government</ARG0> , a palm climber outsmarted them in terms of more punch and novelty , as he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues .', 'When the Opposition was raising the pitch in the House to pin down the government , <ARG1>a palm climber outsmarted them in terms of more punch and novelty</ARG1> , <SIG0>as</SIG0> <ARG0>he climbed a coconut tree in the sprawling Assembly compound to highlight his protest with slogan shouts over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues</ARG0> .', 'When the Opposition was raising the pitch in the House to pin down the government , a palm climber outsmarted them in terms of more punch and novelty , as <ARG1>he climbed a coconut tree in the sprawling Assembly compound</ARG1> <ARG0><SIG0>to</SIG0> highlight his protest with slogan shouts</ARG0> over denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues .', 'When the Opposition was raising the pitch in the House to pin down the government , a palm climber outsmarted them in terms of more punch and novelty , as he climbed a coconut tree in the sprawling Assembly compound <ARG1>to highlight his protest with slogan shouts</ARG1> <SIG0>over</SIG0> <ARG0>denial of benefits from an assigned welfare fund to his ilk and abject neglect on other issues</ARG0> .']",4,0
cnc,train_05_74,2696,0,cnc_train_05_74_2696_0,"Up until midnight police were far more restrained with their use of force , having been criticised for their actions against protesters at a smaller protest on 12 June , when they fired 150 rounds of teargas and rubber bullets , and videos of police beating and pepper-spraying unarmed protesters circulated over the internet .","['<ARG1>Up until midnight police were far more restrained with their use of force</ARG1> , <ARG0>having been criticised for their actions against protesters at a smaller protest on 12 June</ARG0> , when they fired 150 rounds of teargas and rubber bullets , and videos of police beating and pepper-spraying unarmed protesters circulated over the internet .', 'Up until midnight police were far more restrained with their use of force , <ARG1>having been criticised for their actions against protesters at a smaller protest on 12 June</ARG1> , when <ARG0>they fired 150 rounds of teargas and rubber bullets , and videos of police beating and pepper-spraying unarmed protesters circulated over the internet</ARG0> .']",2,0
cnc,train_09_A_161,2660,0,cnc_train_09_A_161_2660_0,Post offices wore a deserted look as members of the National Federation of Postal Employees and many other associations did not turn up for duty .,['<ARG1>Post offices wore a deserted look</ARG1> <SIG0>as</SIG0> <ARG0>members of the National Federation of Postal Employees and many other associations did not turn up for duty</ARG0> .'],1,0
cnc,train_10_212,3222,0,cnc_train_10_212_3222_0,"TAMIL NADU Police denies permission for fast April 01 , 2006 00:00 IST Staff Reporter UDUMALPET : The announcement of candidates for Udumalpet constituency by the ruling All India Anna Dravida Munnetra Kazhagam and the opposition Dravida Munnetra Kazhagam drew protest from a section of partymen .","['TAMIL NADU Police denies permission for fast April 01 , 2006 00:00 IST Staff Reporter UDUMALPET : <ARG0>The announcement of candidates for Udumalpet constituency by the ruling All India Anna Dravida Munnetra Kazhagam and the opposition Dravida Munnetra Kazhagam</ARG0> <ARG1><SIG0>drew</SIG0> protest from a section of partymen</ARG1> .']",1,0
cnc,train_03_80,2276,0,cnc_train_03_80_2276_0,"The people who disrupted a funeral address by President Thabo Mbeki on Saturday will be barred from ever attending another ANC meeting if they can be identified , the party 's secretary general Kgalema Motlanthe said on Sunday .","[""<ARG1>The people who disrupted a funeral address by President Thabo Mbeki on Saturday will be barred from ever attending another ANC meeting</ARG1> <SIG0>if</SIG0> <ARG0>they can be identified</ARG0> , the party 's secretary general Kgalema Motlanthe said on Sunday .""]",1,0
cnc,train_08_55,352,0,cnc_train_08_55_352_0,Today 's Paper Congress march flagged off On the march : Leader of the Opposition Oommen Chandy handing over the Congress flag to KPCC president Ramesh Chennithala to inaugurate the ‘ Kerala Raksha March ’ at Hosangadi in Kasaragod district on Monday .,[],0,0
cnc,train_01_220,1697,0,cnc_train_01_220_1697_0,"﻿As the city enters its ninth consecutive week of protests , the movement shows few signs of abating , as public anger at the government spreads to more parts of Hong Kong society .","['\ufeffAs the city enters its ninth consecutive week of protests , <ARG1>the movement shows few signs of abating</ARG1> , <SIG0>as</SIG0> <ARG0>public anger at the government spreads to more parts of Hong Kong society</ARG0> .']",1,0
cnc,train_10_166,2707,0,cnc_train_10_166_2707_0,"Two Maoists were killed when police returned fire , he said .","['<ARG1>Two Maoists were killed</ARG1> when <ARG0>police returned fire</ARG0> , he said .']",1,0
cnc,train_03_319,242,0,cnc_train_03_319_242_0,"- Indian Express Express News Service , Express News Service : Chandigarh , Fri Jul 01 2011 , 03:05 hrs The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25 against the rising prices of cooking gas , petrol , diesel , etc. The protest is part of a nationwide campaign of the party on the issue .","['- Indian Express Express News Service , Express News Service : Chandigarh , Fri Jul 01 2011 , 03:05 hrs <ARG1>The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25</ARG1> <ARG0>against the rising prices of cooking gas , petrol , diesel , etc</ARG0>. The protest is part of a nationwide campaign of the party on the issue .', '- Indian Express Express News Service , Express News Service : Chandigarh , Fri Jul 01 2011 , 03:05 hrs The Chandigarh unit of Bahujan Samaj Party held a protest at the rally ground in Sector 25 against the rising prices of cooking gas , petrol , diesel , etc. <ARG1>The protest</ARG1> <ARG0><SIG0>is part of</SIG0> a nationwide campaign of the party on the issue</ARG0> .']",2,0
NEWS,train341,342,0,cause_our_data_0_0342,"Japan's unemployment rate fell below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports fed into a strengthening economic recovery.","[""Japans unemployment rate <ARG0>fell</ARG0> below 5 per cent for the first time in a year in January, according to data released on Tuesday, as strong exports <ARG1>fed</ARG1> into a strengthening economic recovery.""]",1,0
NEWS,train189,190,0,cause_our_data_0_0190,"In the year-ago period, Bethlehem earned $101.4 million, or $1.27 a share, including a $3.8 million gain from early retirement of debt.    ",[],0,0
cnc,train_10_66,3180,0,cnc_train_10_66_3180_0,"More than 400,000 people joined a pro-democracy march on the streets of Hong Kong on Sunday afternoon , amid anger over an extradition bill and violent police tactics aimed at protesters .","['<ARG1>More than 400,000 people joined a pro-democracy march on the streets of Hong Kong on Sunday afternoon</ARG1> , amid <ARG0>anger over an extradition bill and violent police tactics aimed at protesters</ARG0> .']",1,0
AFPNEWS,train39,40,0,enable_our_data_0_040,The Supreme Court statement was issued as Prime Minister Pedro Sanchez's government was gearing up to grant a pardon to the separatists as a way of advancing talks over the Catalan separatist crisis.,"[""The Supreme Court statement was issued as Prime Minister Pedro Sanchezs <ARG0>government</ARG0> was gearing up to <SIG0>grant</SIG0> a pardon to the separatists as a way of advancing <ARG1>talks</ARG1> over the Catalan separatist crisis.""]",1,0
NEWS,train37,38,0,intend_our_data_0_038,"The gross proceeds from the sale of the notes, which will be due on Nov. 1, 2004, will be used to reduce existing debt and for general corporate purposes, the company said. ","[""The gross proceeds from the sale of the notes, which will be due on Nov. 1, 2004, will be <ARG0>used</ARG0> to <ARG1>reduce</ARG1> existing debt and for general corporate purposes, the company said.""]",1,0
cnc,train_06_191,45,0,cnc_train_06_191_45_0,"Seven people were killed and 55 , including minor children , injured in two bicycle-bomb blasts in Nalbari , headquarters town of lower Assam ’ s Nalbari district on Sunday morning .","['<ARG1>Seven people were killed and 55 , including minor children , injured</ARG1> in <ARG0>two bicycle-bomb blasts in Nalbari</ARG0> , headquarters town of lower Assam ’ s Nalbari district on Sunday morning .']",1,0
cnc,train_01_76,2242,0,cnc_train_01_76_2242_0,"Meanwhile , the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today affecting normal life in Maoist hinterlands including Padia , Kalimela and Motu areas .","['Meanwhile , <ARG1>the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district</ARG1> <ARG0><SIG0>demanding</SIG0> halt to police action and alleged atrocity against tribals</ARG0> had entered the third today affecting normal life in Maoist hinterlands including Padia , Kalimela and Motu areas .', 'Meanwhile , <ARG0>the four-day bandh call given by Maoists in Malkangiri and adjoining Koraput district demanding halt to police action and alleged atrocity against tribals had entered the third today</ARG0> <ARG1><SIG0>affecting</SIG0> normal life in Maoist hinterlands including Padia , Kalimela and Motu areas</ARG1> .']",2,0
cnc,train_03_248,1736,0,cnc_train_03_248_1736_0,"Delhi BJP Protests Against Power Tariff Hike 01st February 2014 02:07 PM Criticising the Delhi government for its failure to check power tariff hike , the Bharatiya Janata Party ( BJP ) Saturday protested against the hike in the national capital .","['Delhi BJP Protests Against Power Tariff Hike 01st February 2014 02:07 PM <ARG1>Criticising the Delhi government</ARG1> <SIG0>for</SIG0> <ARG0>its failure to check power tariff hike</ARG0> , the Bharatiya Janata Party ( BJP ) Saturday protested against the hike in the national capital .', 'Delhi BJP Protests Against Power Tariff Hike 01st February 2014 02:07 PM Criticising the Delhi government for its failure to check power tariff hike , <ARG1>the Bharatiya Janata Party ( BJP ) Saturday protested</ARG1> <ARG0>against the hike in the national capital</ARG0> .']",2,0
cnc,train_05_323,1000,0,cnc_train_05_323_1000_0,"July 12 , 2009 : Three separate attacks in Rajnandgaon district of Chhattisgarh claim the lives of 30 security personnel .","['July 12 , 2009 : <ARG0>Three separate attacks in Rajnandgaon district of Chhattisgarh</ARG0> <ARG1><SIG0>claim</SIG0> the lives of 30 security personnel</ARG1> .']",1,0
cnc,train_04_11,378,0,cnc_train_04_11_378_0,"The fresh clash came a day after over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob .","['The fresh clash came a day after <ARG1>over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night</ARG1> when <ARG0>students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting them to use force to quell the mob</ARG0> .', 'The fresh clash came a day after over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night when <ARG0>students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus</ARG0> <SIG0>prompting</SIG0> <ARG1>them to use force</ARG1> to quell the mob .', 'The fresh clash came a day after over 22 people , including five media men and 11 security personnel with an officer among them , were injured last night when students agitating over creation of a separate Telangana hurled stones at them on the Osmania University campus prompting <ARG1>them to use force</ARG1> <ARG0><SIG0>to</SIG0> quell the mob</ARG0> .']",3,0
cnc,train_06_137,2467,0,cnc_train_06_137_2467_0,"The strike , under the aegis of The AP Junior Doctors Association , Gandhi General Hospital unit , would be intensified if their demands were not met , the protesting doctors threatened .","['<ARG1>The strike , under the aegis of The AP Junior Doctors Association , Gandhi General Hospital unit , would be intensified</ARG1> <SIG0>if</SIG0> <ARG0>their demands were not met</ARG0> , the protesting doctors threatened .']",1,0
AFPNEWS,train154,155,0,prevent_our_data_0_0155,But NATO members remain reluctant to embrace Ukraine as they want to avoid ratcheting up tensions with Russia.,"[""But NATO members remain reluctant to <ARG0>embrace</ARG0> Ukraine as they want to <SIG0>avoid</SIG0> <ARG1>ratcheting</ARG1> up tensions with Russia.""]",1,0
cnc,train_03_188,2310,0,cnc_train_03_188_2310_0,"The company had further offered a once-off hardship allowance of R2000 to help workers deal with financial difficulties arising from the no-work , no-pay principle in place while they were striking .","['<ARG1>The company had further offered a once-off hardship allowance of R2000</ARG1> <ARG0><SIG0>to</SIG0> help workers deal with financial difficulties arising from the no-work , no-pay principle in place while they were striking</ARG0> .', 'The company had further offered a once-off hardship allowance of R2000 to help workers deal with <ARG1>financial difficulties</ARG1> <SIG0>arising</SIG0> from <ARG0>the no-work , no-pay principle in place</ARG0> while they were striking .']",2,0
cnc,train_08_69,2615,0,cnc_train_08_69_2615_0,"KARNATAKA Protest against permitting bar in residential area July 03 , 2008 00:00 IST Up in arms :","['KARNATAKA <ARG1>Protest</ARG1> <ARG0>against permitting bar in residential area</ARG0> July 03 , 2008 00:00 IST Up in arms :']",1,0
cnc,train_04_242,1920,0,cnc_train_04_242_1920_0,Medicos ' Stir Hits GGH Services 04th January 2012 02:56 AM GUNTUR : The ongoing strike of PG medical students of the Government General Hospital ( GGH ) has hit medical services badly .,"[""Medicos ' Stir Hits GGH Services 04th January 2012 02:56 AM GUNTUR : <ARG0>The ongoing strike of PG medical students of the Government General Hospital ( GGH )</ARG0> has <ARG1>hit medical services badly</ARG1> .""]",1,0
cnc,train_07_15,1425,0,cnc_train_07_15_1425_0,Six protesters were injured in the firing .,['<ARG1>Six protesters were injured</ARG1> in <ARG0>the firing</ARG0> .'],1,0
cnc,train_05_294,1346,0,cnc_train_05_294_1346_0,"The Global Times , a state-run newspaper known for its hawkish stance , said in an editorial that the event to commemorate the June 4 crackdown had "" clearly crossed the red line of the law "" as it was related to "" the most sensitive political issue "" in China .",[],0,0
NEWS,train205,206,0,cause_our_data_0_0206,"Taken together, the worries prompted a broad sell-off of stocks. ",[],0,0
cnc,train_03_320,2915,0,cnc_train_03_320_2915_0,"OTHER STATES Seeking their due February 23 , 2010 00:00 IST A A A IN AGITATION MODE : Members of the ’ Pramila Devi Mahila Kalyan Sangha ’ demonstrating in front of the RDC office in Berhampur on Monday against ‘ failure ’ of implementation of NREGA in parts of Ganjam district and non-inclusion of some BPL families in the BPL list .","['OTHER STATES Seeking their due February 23 , 2010 00:00 IST A A A IN AGITATION MODE : <ARG1>Members of the ’ Pramila Devi Mahila Kalyan Sangha ’ demonstrating in front of the RDC office in Berhampur on Monday</ARG1> <ARG0>against ‘ failure ’ of implementation of NREGA in parts of Ganjam district and non-inclusion of some BPL families in the BPL list</ARG0> .']",1,0
AFPNEWS,train8,9,0,enable_our_data_0_09,"Analysts greeted reports that Senate Republicans plan to lift their infrastructure package to $1 trillion, bringing them somewhat closer to President Joe Biden's latest offer costing $1.7 trillion.","[""Analysts greeted reports that Senate Republicans <ARG0>plan</ARG0> to <SIG0>lift</SIG0> their infrastructure package to $1 trillion, bringing them somewhat closer to President Joe Bidens latest <ARG1>offer</ARG1> costing $1.7 trillion.""]",1,0
cnc,train_03_91,1328,0,cnc_train_03_91_1328_0,"On Monday , around half-a-dozen state roadways buses , a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage during a protest at the UPPSC office .","['<ARG1>On Monday , around half-a-dozen state roadways buses , a police motorcycle and several private vehicles were damaged by the youths who had gone on a rampage</ARG1> during <ARG0>a protest at the UPPSC office</ARG0> .', 'On Monday , <ARG1>around half-a-dozen state roadways buses , a police motorcycle and several private vehicles were damaged</ARG1> <SIG0>by</SIG0> <ARG0>the youths who had gone on a rampage during a protest at the UPPSC office</ARG0> .']",2,0
cnc,train_01_260,572,0,cnc_train_01_260_572_0,"Following the Shani temple stir , Muslim women too on Thursday staged a protest demanding entry into a restricted area of the Haji Ali dargah .","['<SIG0>Following</SIG0> <ARG0>the Shani temple stir</ARG0> , <ARG1>Muslim women too on Thursday staged a protest demanding entry into a restricted area of the Haji Ali dargah</ARG1> .', 'Following the Shani temple stir , <ARG1>Muslim women too on Thursday staged a protest</ARG1> <ARG0><SIG0>demanding</SIG0> entry into a restricted area of the Haji Ali dargah</ARG0> .']",2,0
cnc,train_07_162,2228,0,cnc_train_07_162_2228_0,"In a related development at Salem in Tamil Nadu , a 26 year-old man attempted self-immolation protesting against Rajapaksa ' visit .","[""In a related development at Salem in Tamil Nadu , <ARG1>a 26 year-old man attempted self-immolation</ARG1> <ARG0><SIG0>protesting</SIG0> against Rajapaksa ' visit</ARG0> .""]",1,0
cnc,train_07_156,2414,0,cnc_train_07_156_2414_0,The attacks resulted in over 250 deaths and injuries to more than 700 people .,['<ARG0>The attacks</ARG0> <SIG0>resulted in</SIG0> <ARG1>over 250 deaths and injuries to more than 700 people</ARG1> .'],1,0
cnc,train_03_243,1174,0,cnc_train_03_243_1174_0,"The SAHRC investigated Tatane 's death , during a protest in Ficksburg in April 2011 , followed a complaint by the Council for the Advancement of the SA Constitution .",[],0,0
cnc,train_05_272,1449,0,cnc_train_05_272_1449_0,Police officers arrived on the spot and promised action and convinced Jaya to stop the protest .,"['<ARG0>Police officers arrived on the spot and promised action</ARG0> and <ARG1>convinced Jaya to stop the protest</ARG1> .', 'Police officers arrived on the spot and promised action and <ARG1>convinced Jaya</ARG1> <ARG0><SIG0>to</SIG0> stop the protest</ARG0> .']",2,0
cnc,train_08_174,1399,0,cnc_train_08_174_1399_0,"The earlier reports of rivalry among nursing homes resulting in the explosion , have now been ruled out .",[],0,0
