event1,relation,event2,sentence,index,corpus,causal_text_w_pairs,num_rs,doc_id,sent_id,text,eg_id
PersonX does god 's work,intend,go to church,PersonX does god 's work intend go to church,intend_atomic_0_0,cnc,"[""PersonX does god  s work intend <ARG1>go to church</ARG1>""]",0,id,0,PersonX does god 's work intend go to church,0
PersonX loves PersonX's new hair,intend,to see friends,PersonX loves PersonX's new hair intend to see friends,intend_atomic_0_0,cnc,"[""PersonX loves PersonX s new hair intend <ARG1>to see friends</ARG1>""]",0,id,0,PersonX loves PersonX's new hair intend to see friends,0
PersonX plays football with PersonY's friends,intend,emhance his game,PersonX plays football with PersonY's friends intend emhance his game,intend_atomic_0_0,cnc,"[""PersonX plays football with PersonY s friends intend <ARG1>emhance his game</ARG1>""]",0,id,0,PersonX plays football with PersonY's friends intend emhance his game,0
PersonX helps PersonX's team,intend,to win,PersonX helps PersonX's team intend to win,intend_atomic_0_0,cnc,"[""PersonX helps PersonX s team intend <ARG1>to win</ARG1>""]",0,id,0,PersonX helps PersonX's team intend to win,0
PersonX enrols ___ at PersonY institution,intend,to train him well,PersonX enrols ___ at PersonY institution intend to train him well,intend_atomic_0_0,cnc,"[""<ARG0>PersonX enrols ___ at PersonY institution</ARG0> intend <ARG1>to train him well</ARG1>""]",0,id,0,PersonX enrols  at PersonY institution intend to train him well,0
PersonX catches two fish,intend,to eat the fish.,PersonX catches two fish intend to eat the fish.,intend_atomic_0_0,cnc,"[""<ARG0>PersonX catches two fish</ARG0> intend <ARG1>to eat the fish.</ARG1>""]",0,id,0,PersonX catches two fish intend to eat the fish.,0
PersonX begins to fight,intend,to force themselves on others,PersonX begins to fight intend to force themselves on others,intend_atomic_0_0,cnc,"[""<ARG0>PersonX begins to fight</ARG0> intend <ARG1>to force themselves on others</ARG1>""]",0,id,0,PersonX begins to fight intend to force themselves on others,0
PersonX turns into a pumpkin,intend,to turn back,PersonX turns into a pumpkin intend to turn back,intend_atomic_0_0,cnc,"[""<ARG0>PersonX turns into a pumpkin</ARG0> intend <ARG1>to turn back</ARG1>""]",0,id,0,PersonX turns into a pumpkin intend to turn back,0
PersonX calls PersonY again,intend,Hang up the phone,PersonX calls PersonY again intend Hang up the phone,intend_atomic_0_0,cnc,"[""<ARG0>PersonX calls PersonY again</ARG0> intend <ARG1>Hang up the phone</ARG1>""]",0,id,0,PersonX calls PersonY again intend Hang up the phone,0
PersonX carries out PersonY's duties,intend,to help persony,PersonX carries out PersonY's duties intend to help persony,intend_atomic_0_0,cnc,"[""PersonX carries out PersonY s duties intend <ARG1>to help persony</ARG1>""]",0,id,0,PersonX carries out PersonY's duties intend to help persony,0
PersonX has no clean clothes,intend,to do a wash,PersonX has no clean clothes intend to do a wash,intend_atomic_0_0,cnc,"[""<ARG0>PersonX has no clean clothes</ARG0> intend <ARG1>to do a wash</ARG1>""]",0,id,0,PersonX has no clean clothes intend to do a wash,0
PersonX wins a lot of money,intend,to spend the money,PersonX wins a lot of money intend to spend the money,intend_atomic_0_0,cnc,"[""<ARG0>PersonX wins a lot of money</ARG0> intend <ARG1>to spend the money</ARG1>""]",0,id,0,PersonX wins a lot of money intend to spend the money,0
PersonX gives PersonY flowers,intend,to feel good about themselves,PersonX gives PersonY flowers intend to feel good about themselves,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY flowers</ARG0> intend <ARG1>to feel good about themselves</ARG1>""]",0,id,0,PersonX gives PersonY flowers intend to feel good about themselves,0
PersonX destroys PersonY,intend,to fight back,PersonX destroys PersonY intend to fight back,intend_atomic_0_0,cnc,"[""<ARG0>PersonX destroys PersonY</ARG0> intend <ARG1>to fight back</ARG1>""]",0,id,0,PersonX destroys PersonY intend to fight back,0
PersonX drinks a lot,intend,to go to the bathroom.,PersonX drinks a lot intend to go to the bathroom.,intend_atomic_0_0,cnc,"[""<ARG0>PersonX drinks a lot</ARG0> intend <ARG1>to go to the bathroom.</ARG1>""]",0,id,0,PersonX drinks a lot intend to go to the bathroom.,0
PersonX turns PersonY's head to the side,intend,to hope PersonX will be quick,PersonX turns PersonY's head to the side intend to hope PersonX will be quick,intend_atomic_0_0,cnc,"[""PersonX turns PersonY s head to the side intend <ARG1>to hope PersonX will be quick</ARG1>""]",0,id,0,PersonX turns PersonY's head to the side intend to hope PersonX will be quick,0
PersonX sees what it was like,intend,to find out something,PersonX sees what it was like intend to find out something,intend_atomic_0_0,cnc,"[""<ARG0>PersonX sees what it was like</ARG0> intend <ARG1>to find out something</ARG1>""]",0,id,0,PersonX sees what it was like intend to find out something,0
PersonX is impressed with PersonY's work,intend,to show other people,PersonX is impressed with PersonY's work intend to show other people,intend_atomic_0_0,cnc,"[""PersonX is impressed with PersonY s work intend <ARG1>to show other people</ARG1>""]",0,id,0,PersonX is impressed with PersonY's work intend to show other people,0
PersonX swallows a bitter pill,intend,to do better in life,PersonX swallows a bitter pill intend to do better in life,intend_atomic_0_0,cnc,"[""<ARG0>PersonX swallows a bitter pill</ARG0> intend <ARG1>to do better in life</ARG1>""]",0,id,0,PersonX swallows a bitter pill intend to do better in life,0
PersonX lets PersonY's stay home,intend,To recuperate,PersonX lets PersonY's stay home intend To recuperate,intend_atomic_0_0,cnc,"[""PersonX lets PersonY s stay home intend <ARG1>To recuperate</ARG1>""]",0,id,0,PersonX lets PersonY's stay home intend To recuperate,0
PersonX performs PersonY task,intend,get extra money,PersonX performs PersonY task intend get extra money,intend_atomic_0_0,cnc,"[""<ARG0>PersonX performs PersonY task</ARG0> intend <ARG1>get extra money</ARG1>""]",0,id,0,PersonX performs PersonY task intend get extra money,0
PersonX drives around PersonX's neighborhood,intend,to enjoy the weather,PersonX drives around PersonX's neighborhood intend to enjoy the weather,intend_atomic_0_0,cnc,"[""PersonX drives around PersonX s neighborhood intend <ARG1>to enjoy the weather</ARG1>""]",0,id,0,PersonX drives around PersonX's neighborhood intend to enjoy the weather,0
PersonX performs one 's ___,intend,to applaud,PersonX performs one 's ___ intend to applaud,intend_atomic_0_0,cnc,"[""PersonX performs one  s ___ intend <ARG1>to applaud</ARG1>""]",0,id,0,PersonX performs one 's  intend to applaud,0
PersonX checks ___ in the mirror,intend,Tell them thank you.,PersonX checks ___ in the mirror intend Tell them thank you.,intend_atomic_0_0,cnc,"[""<ARG0>PersonX checks ___ in the mirror</ARG0> intend <ARG1>Tell them thank you.</ARG1>""]",0,id,0,PersonX checks  in the mirror intend Tell them thank you.,0
PersonX reads books,intend,to place a page mark in the book,PersonX reads books intend to place a page mark in the book,intend_atomic_0_0,cnc,"[""<ARG0>PersonX reads books</ARG0> intend <ARG1>to place a page mark in the book</ARG1>""]",0,id,0,PersonX reads books intend to place a page mark in the book,0
PersonX meets PersonY halfway,intend,to compromise,PersonX meets PersonY halfway intend to compromise,intend_atomic_0_0,cnc,"[""<ARG0>PersonX meets PersonY halfway</ARG0> intend <ARG1>to compromise</ARG1>""]",0,id,0,PersonX meets PersonY halfway intend to compromise,0
PersonX invites all PersonX's friends over,intend,to have a party,PersonX invites all PersonX's friends over intend to have a party,intend_atomic_0_0,cnc,"[""PersonX invites all PersonX s friends over intend <ARG1>to have a party</ARG1>""]",0,id,0,PersonX invites all PersonX's friends over intend to have a party,0
PersonX opens my door,intend,to switch the light on,PersonX opens my door intend to switch the light on,intend_atomic_0_0,cnc,"[""<ARG0>PersonX opens my door</ARG0> intend <ARG1>to switch the light on</ARG1>""]",0,id,0,PersonX opens my door intend to switch the light on,0
PersonX later found out,intend,share the information,PersonX later found out intend share the information,intend_atomic_0_0,cnc,"[""<ARG0>PersonX later found out</ARG0> intend <ARG1>share the information</ARG1>""]",0,id,0,PersonX later found out intend share the information,0
PersonX hides in PersonY's closet,intend,to not make a noise,PersonX hides in PersonY's closet intend to not make a noise,intend_atomic_0_0,cnc,"[""PersonX hides in PersonY s closet intend <ARG1>to not make a noise</ARG1>""]",0,id,0,PersonX hides in PersonY's closet intend to not make a noise,0
PersonX stands PersonY up,intend,apologize,PersonX stands PersonY up intend apologize,intend_atomic_0_0,cnc,"[""<ARG0>PersonX stands PersonY up</ARG0> intend <ARG1>apologize</ARG1>""]",0,id,0,PersonX stands PersonY up intend apologize,0
PersonX fetches another ___,intend,help where needed,PersonX fetches another ___ intend help where needed,intend_atomic_0_0,cnc,"[""<ARG0>PersonX fetches another ___</ARG0> intend <ARG1>help where needed</ARG1>""]",0,id,0,PersonX fetches another  intend help where needed,0
PersonX works early,intend,efficient,PersonX works early intend efficient,intend_atomic_0_0,cnc,"[""<ARG0>PersonX works early</ARG0> intend <ARG1>efficient</ARG1>""]",0,id,0,PersonX works early intend efficient,0
PersonX tightens the purse strings,intend,to put the purse on their shoulder,PersonX tightens the purse strings intend to put the purse on their shoulder,intend_atomic_0_0,cnc,"[""<ARG0>PersonX tightens the purse strings</ARG0> intend <ARG1>to put the purse on their shoulder</ARG1>""]",0,id,0,PersonX tightens the purse strings intend to put the purse on their shoulder,0
PersonX throws PersonZ's ___ around PersonY,intend,chase,PersonX throws PersonZ's ___ around PersonY intend chase,intend_atomic_0_0,cnc,"[""PersonX throws PersonZ s ___ around PersonY intend <ARG1>chase</ARG1>""]",0,id,0,PersonX throws PersonZ's  around PersonY intend chase,0
PersonX moves PersonY's fingers,intend,move someone's fingers,PersonX moves PersonY's fingers intend move someone's fingers,intend_atomic_0_0,cnc,"[""PersonX moves PersonY s fingers intend move someone s fingers""]",0,id,0,PersonX moves PersonY's fingers intend move someone's fingers,0
PersonX dies shortly,intend,to wish they could live one more day,PersonX dies shortly intend to wish they could live one more day,intend_atomic_0_0,cnc,"[""<ARG0>PersonX dies shortly</ARG0> intend <ARG1>to wish they could live one more day</ARG1>""]",0,id,0,PersonX dies shortly intend to wish they could live one more day,0
PersonX expresses PersonX's opinion,intend,To influence people,PersonX expresses PersonX's opinion intend To influence people,intend_atomic_0_0,cnc,"[""PersonX expresses PersonX s opinion intend <ARG1>To influence people</ARG1>""]",0,id,0,PersonX expresses PersonX's opinion intend To influence people,0
PersonX is playing basketball with PersonX's friends,intend,to relax,PersonX is playing basketball with PersonX's friends intend to relax,intend_atomic_0_0,cnc,"[""PersonX is playing basketball with PersonX s friends intend <ARG1>to relax</ARG1>""]",0,id,0,PersonX is playing basketball with PersonX's friends intend to relax,0
PersonX goes to the dentist 's office,intend,to be out of pain,PersonX goes to the dentist 's office intend to be out of pain,intend_atomic_0_0,cnc,"[""PersonX goes to the dentist  s office intend <ARG1>to be out of pain</ARG1>""]",0,id,0,PersonX goes to the dentist 's office intend to be out of pain,0
PersonX meets the man of PersonX's dreams,intend,to ask for a phone number.,PersonX meets the man of PersonX's dreams intend to ask for a phone number.,intend_atomic_0_0,cnc,"[""PersonX meets the man of PersonX s dreams intend <ARG1>to ask for a phone number.</ARG1>""]",0,id,0,PersonX meets the man of PersonX's dreams intend to ask for a phone number.,0
PersonX takes care of PersonY's children,intend,to have children kept safe,PersonX takes care of PersonY's children intend to have children kept safe,intend_atomic_0_0,cnc,"[""PersonX takes care of PersonY s children intend <ARG1>to have children kept safe</ARG1>""]",0,id,0,PersonX takes care of PersonY's children intend to have children kept safe,0
PersonX dashes PersonY's ___ against a stone,intend,to punish the person,PersonX dashes PersonY's ___ against a stone intend to punish the person,intend_atomic_0_0,cnc,"[""PersonX dashes PersonY s ___ against a stone intend <ARG1>to punish the person</ARG1>""]",0,id,0,PersonX dashes PersonY's  against a stone intend to punish the person,0
PersonX feels a ___ on PersonX's shoulder,intend,to start talking,PersonX feels a ___ on PersonX's shoulder intend to start talking,intend_atomic_0_0,cnc,"[""PersonX feels a ___ on PersonX s shoulder intend <ARG1>to start talking</ARG1>""]",0,id,0,PersonX feels a  on PersonX's shoulder intend to start talking,0
PersonX forms PersonY conception,intend,to see personY's reaction,PersonX forms PersonY conception intend to see personY's reaction,intend_atomic_0_0,cnc,"[""<ARG0>PersonX forms PersonY conception</ARG0> intend to see personY s reaction""]",0,id,0,PersonX forms PersonY conception intend to see personY's reaction,0
PersonX becomes a vegan,intend,buy groceries,PersonX becomes a vegan intend buy groceries,intend_atomic_0_0,cnc,"[""<ARG0>PersonX becomes a vegan</ARG0> intend <ARG1>buy groceries</ARG1>""]",0,id,0,PersonX becomes a vegan intend buy groceries,0
PersonX decorates PersonX's tree,intend,to make it perfect,PersonX decorates PersonX's tree intend to make it perfect,intend_atomic_0_0,cnc,"[""PersonX decorates PersonX s tree intend <ARG1>to make it perfect</ARG1>""]",0,id,0,PersonX decorates PersonX's tree intend to make it perfect,0
PersonX throws ___ upon the subject,intend,to explain other things,PersonX throws ___ upon the subject intend to explain other things,intend_atomic_0_0,cnc,"[""<ARG0>PersonX throws ___ upon the subject</ARG0> intend <ARG1>to explain other things</ARG1>""]",0,id,0,PersonX throws  upon the subject intend to explain other things,0
PersonX is really cool,intend,to invite everyone for a party,PersonX is really cool intend to invite everyone for a party,intend_atomic_0_0,cnc,"[""<ARG0>PersonX is really cool</ARG0> intend <ARG1>to invite everyone for a party</ARG1>""]",0,id,0,PersonX is really cool intend to invite everyone for a party,0
PersonX emails PersonY back,intend,Meet up for meeting,PersonX emails PersonY back intend Meet up for meeting,intend_atomic_0_0,cnc,"[""<ARG0>PersonX emails PersonY back</ARG0> intend <ARG1>Meet up for meeting</ARG1>""]",0,id,0,PersonX emails PersonY back intend Meet up for meeting,0
PersonX makes lasagna,intend,to eat the lasagna,PersonX makes lasagna intend to eat the lasagna,intend_atomic_0_0,cnc,"[""<ARG0>PersonX makes lasagna</ARG0> intend <ARG1>to eat the lasagna</ARG1>""]",0,id,0,PersonX makes lasagna intend to eat the lasagna,0
PersonX lays down the law,intend,to listen to PersonX,PersonX lays down the law intend to listen to PersonX,intend_atomic_0_0,cnc,"[""<ARG0>PersonX lays down the law</ARG0> intend <ARG1>to listen to PersonX</ARG1>""]",0,id,0,PersonX lays down the law intend to listen to PersonX,0
PersonX stands in PersonY's way,intend,to be confrontational.,PersonX stands in PersonY's way intend to be confrontational.,intend_atomic_0_0,cnc,"[""PersonX stands in PersonY s way intend <ARG1>to be confrontational.</ARG1>""]",0,id,0,PersonX stands in PersonY's way intend to be confrontational.,0
PersonX outlives PersonX's usefulness,intend,to do physical therapy,PersonX outlives PersonX's usefulness intend to do physical therapy,intend_atomic_0_0,cnc,"[""PersonX outlives PersonX s usefulness intend <ARG1>to do physical therapy</ARG1>""]",0,id,0,PersonX outlives PersonX's usefulness intend to do physical therapy,0
PersonX opens PersonY mouth,intend,to get an issue looked at,PersonX opens PersonY mouth intend to get an issue looked at,intend_atomic_0_0,cnc,"[""<ARG0>PersonX opens PersonY mouth</ARG0> intend <ARG1>to get an issue looked at</ARG1>""]",0,id,0,PersonX opens PersonY mouth intend to get an issue looked at,0
PersonX gives PersonY a break,intend,nice,PersonX gives PersonY a break intend nice,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY a break</ARG0> intend <ARG1>nice</ARG1>""]",0,id,0,PersonX gives PersonY a break intend nice,0
PersonX likes PersonY so much,intend,confess their feelings to PersonY,PersonX likes PersonY so much intend confess their feelings to PersonY,intend_atomic_0_0,cnc,"[""<ARG0>PersonX likes PersonY so much</ARG0> intend <ARG1>confess their feelings to PersonY</ARG1>""]",0,id,0,PersonX likes PersonY so much intend confess their feelings to PersonY,0
PersonX classifies the ___ according,intend,to finish up,PersonX classifies the ___ according intend to finish up,intend_atomic_0_0,cnc,"[""<ARG0>PersonX classifies the ___ according</ARG0> intend <ARG1>to finish up</ARG1>""]",0,id,0,PersonX classifies the  according intend to finish up,0
PersonX buys ___ today,intend,to drive home,PersonX buys ___ today intend to drive home,intend_atomic_0_0,cnc,"[""<ARG0>PersonX buys ___ today</ARG0> intend <ARG1>to drive home</ARG1>""]",0,id,0,PersonX buys  today intend to drive home,0
PersonX tries to get away,intend,to get out of danger,PersonX tries to get away intend to get out of danger,intend_atomic_0_0,cnc,"[""<ARG0>PersonX tries to get away</ARG0> intend <ARG1>to get out of danger</ARG1>""]",0,id,0,PersonX tries to get away intend to get out of danger,0
PersonX throws a party for PersonY,intend,to rest,PersonX throws a party for PersonY intend to rest,intend_atomic_0_0,cnc,"[""<ARG0>PersonX throws a party for PersonY</ARG0> intend <ARG1>to rest</ARG1>""]",0,id,0,PersonX throws a party for PersonY intend to rest,0
PersonX shares PersonX's husband 's ___,intend,to work out the conflict,PersonX shares PersonX's husband 's ___ intend to work out the conflict,intend_atomic_0_0,cnc,"[""PersonX shares PersonX s husband  s ___ intend <ARG1>to work out the conflict</ARG1>""]",0,id,0,PersonX shares PersonX's husband 's  intend to work out the conflict,0
PersonX buys a sweater,intend,wrap it up,PersonX buys a sweater intend wrap it up,intend_atomic_0_0,cnc,"[""<ARG0>PersonX buys a sweater</ARG0> intend <ARG1>wrap it up</ARG1>""]",0,id,0,PersonX buys a sweater intend wrap it up,0
PersonX starts ___ yesterday,intend,to start doing _,PersonX starts ___ yesterday intend to start doing _,intend_atomic_0_0,cnc,"[""<ARG0>PersonX starts ___ yesterday</ARG0> intend <ARG1>to start doing _</ARG1>""]",0,id,0,PersonX starts  yesterday intend to start doing _,0
PersonX puts ___ on the bed,intend,to get in the bed,PersonX puts ___ on the bed intend to get in the bed,intend_atomic_0_0,cnc,"[""<ARG0>PersonX puts ___ on the bed</ARG0> intend <ARG1>to get in the bed</ARG1>""]",0,id,0,PersonX puts  on the bed intend to get in the bed,0
PersonX gets PersonY a puppy,intend,take puppy to person y,PersonX gets PersonY a puppy intend take puppy to person y,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gets PersonY a puppy</ARG0> intend <ARG1>take puppy to person y</ARG1>""]",0,id,0,PersonX gets PersonY a puppy intend take puppy to person y,0
PersonX drives very fast,intend,to get to the destination on time,PersonX drives very fast intend to get to the destination on time,intend_atomic_0_0,cnc,"[""<ARG0>PersonX drives very fast</ARG0> intend <ARG1>to get to the destination on time</ARG1>""]",0,id,0,PersonX drives very fast intend to get to the destination on time,0
PersonX makes oatmeal for breakfast,intend,to eat it,PersonX makes oatmeal for breakfast intend to eat it,intend_atomic_0_0,cnc,"[""<ARG0>PersonX makes oatmeal for breakfast</ARG0> intend <ARG1>to eat it</ARG1>""]",0,id,0,PersonX makes oatmeal for breakfast intend to eat it,0
PersonX gives PersonY a treat,intend,be given a treat in return,PersonX gives PersonY a treat intend be given a treat in return,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY a treat</ARG0> intend <ARG1>be given a treat in return</ARG1>""]",0,id,0,PersonX gives PersonY a treat intend be given a treat in return,0
PersonX sees a movie with PersonX's friends,intend,to go see the movie,PersonX sees a movie with PersonX's friends intend to go see the movie,intend_atomic_0_0,cnc,"[""PersonX sees a movie with PersonX s friends intend <ARG1>to go see the movie</ARG1>""]",0,id,0,PersonX sees a movie with PersonX's friends intend to go see the movie,0
PersonX starts the engine,intend,to warm it up to drive,PersonX starts the engine intend to warm it up to drive,intend_atomic_0_0,cnc,"[""<ARG0>PersonX starts the engine</ARG0> intend <ARG1>to warm it up to drive</ARG1>""]",0,id,0,PersonX starts the engine intend to warm it up to drive,0
PersonX finds ___ at a garage sale,intend,to repair the house.,PersonX finds ___ at a garage sale intend to repair the house.,intend_atomic_0_0,cnc,"[""<ARG0>PersonX finds ___ at a garage sale</ARG0> intend <ARG1>to repair the house.</ARG1>""]",0,id,0,PersonX finds  at a garage sale intend to repair the house.,0
PersonX finds something to eat,intend,to clean up,PersonX finds something to eat intend to clean up,intend_atomic_0_0,cnc,"[""<ARG0>PersonX finds something to eat</ARG0> intend <ARG1>to clean up</ARG1>""]",0,id,0,PersonX finds something to eat intend to clean up,0
PersonX endures the ___ longer,intend,to just be finished,PersonX endures the ___ longer intend to just be finished,intend_atomic_0_0,cnc,"[""<ARG0>PersonX endures the ___ longer</ARG0> intend <ARG1>to just be finished</ARG1>""]",0,id,0,PersonX endures the  longer intend to just be finished,0
PersonX falls and breaks ___,intend,yell,PersonX falls and breaks ___ intend yell,intend_atomic_0_0,cnc,"[""<ARG0>PersonX falls and breaks ___</ARG0> intend <ARG1>yell</ARG1>""]",0,id,0,PersonX falls and breaks  intend yell,0
PersonX comes true,intend,sleep,PersonX comes true intend sleep,intend_atomic_0_0,cnc,"[""<ARG0>PersonX comes true</ARG0> intend <ARG1>sleep</ARG1>""]",0,id,0,PersonX comes true intend sleep,0
PersonX induces the ___ to accept,intend,to stay in control,PersonX induces the ___ to accept intend to stay in control,intend_atomic_0_0,cnc,"[""<ARG0>PersonX induces the ___ to accept</ARG0> intend <ARG1>to stay in control</ARG1>""]",0,id,0,PersonX induces the  to accept intend to stay in control,0
PersonX persuades the ___ to return,intend,them to return,PersonX persuades the ___ to return intend them to return,intend_atomic_0_0,cnc,"[""<ARG0>PersonX persuades the ___ to return</ARG0> intend <ARG1>them to return</ARG1>""]",0,id,0,PersonX persuades the  to return intend them to return,0
PersonX walks toward the door,intend,to go out to play,PersonX walks toward the door intend to go out to play,intend_atomic_0_0,cnc,"[""<ARG0>PersonX walks toward the door</ARG0> intend <ARG1>to go out to play</ARG1>""]",0,id,0,PersonX walks toward the door intend to go out to play,0
PersonX produces PersonY impression,intend,to get personY admiration,PersonX produces PersonY impression intend to get personY admiration,intend_atomic_0_0,cnc,"[""<ARG0>PersonX produces PersonY impression</ARG0> intend <ARG1>to get personY admiration</ARG1>""]",0,id,0,PersonX produces PersonY impression intend to get personY admiration,0
PersonX tells PersonX's friends about it,intend,to look at the photos,PersonX tells PersonX's friends about it intend to look at the photos,intend_atomic_0_0,cnc,"[""PersonX tells PersonX s friends about it intend <ARG1>to look at the photos</ARG1>""]",0,id,0,PersonX tells PersonX's friends about it intend to look at the photos,0
PersonX sweats profusely,intend,TO COOL OFF,PersonX sweats profusely intend TO COOL OFF,intend_atomic_0_0,cnc,"[""<ARG0>PersonX sweats profusely</ARG0> intend <ARG1>TO COOL OFF</ARG1>""]",0,id,0,PersonX sweats profusely intend TO COOL OFF,0
PersonX returns the ring,intend,to buy ring,PersonX returns the ring intend to buy ring,intend_atomic_0_0,cnc,"[""<ARG0>PersonX returns the ring</ARG0> intend <ARG1>to buy ring</ARG1>""]",0,id,0,PersonX returns the ring intend to buy ring,0
PersonX reads PersonX's paper,intend,wash newsprint off hands,PersonX reads PersonX's paper intend wash newsprint off hands,intend_atomic_0_0,cnc,"[""PersonX reads PersonX s paper intend <ARG1>wash newsprint off hands</ARG1>""]",0,id,0,PersonX reads PersonX's paper intend wash newsprint off hands,0
PersonX really needed ___,intend,to see how much they need,PersonX really needed ___ intend to see how much they need,intend_atomic_0_0,cnc,"[""<ARG0>PersonX really needed ___</ARG0> intend <ARG1>to see how much they need</ARG1>""]",0,id,0,PersonX really needed  intend to see how much they need,0
PersonX earns one 's ___,intend,spend their money on something nice,PersonX earns one 's ___ intend spend their money on something nice,intend_atomic_0_0,cnc,"[""PersonX earns one  s ___ intend <ARG1>spend their money on something nice</ARG1>""]",0,id,0,PersonX earns one 's  intend spend their money on something nice,0
PersonX throws ___ in the wash,intend,wants to put them away,PersonX throws ___ in the wash intend wants to put them away,intend_atomic_0_0,cnc,"[""<ARG0>PersonX throws ___ in the wash</ARG0> intend <ARG1>wants to put them away</ARG1>""]",0,id,0,PersonX throws  in the wash intend wants to put them away,0
PersonX goes back to the beginning,intend,to be thorough,PersonX goes back to the beginning intend to be thorough,intend_atomic_0_0,cnc,"[""<ARG0>PersonX goes back to the beginning</ARG0> intend <ARG1>to be thorough</ARG1>""]",0,id,0,PersonX goes back to the beginning intend to be thorough,0
PersonX pulls up stakes,intend,to move away,PersonX pulls up stakes intend to move away,intend_atomic_0_0,cnc,"[""<ARG0>PersonX pulls up stakes</ARG0> intend <ARG1>to move away</ARG1>""]",0,id,0,PersonX pulls up stakes intend to move away,0
PersonX is a new mother,intend,to rest,PersonX is a new mother intend to rest,intend_atomic_0_0,cnc,"[""<ARG0>PersonX is a new mother</ARG0> intend <ARG1>to rest</ARG1>""]",0,id,0,PersonX is a new mother intend to rest,0
PersonX starts to get dark,intend,to sleep,PersonX starts to get dark intend to sleep,intend_atomic_0_0,cnc,"[""<ARG0>PersonX starts to get dark</ARG0> intend <ARG1>to sleep</ARG1>""]",0,id,0,PersonX starts to get dark intend to sleep,0
PersonX asks PersonY thought,intend,to be friendly,PersonX asks PersonY thought intend to be friendly,intend_atomic_0_0,cnc,"[""<ARG0>PersonX asks PersonY thought</ARG0> intend <ARG1>to be friendly</ARG1>""]",0,id,0,PersonX asks PersonY thought intend to be friendly,0
PersonX takes ___ right away,intend,to protect it,PersonX takes ___ right away intend to protect it,intend_atomic_0_0,cnc,"[""<ARG0>PersonX takes ___ right away</ARG0> intend <ARG1>to protect it</ARG1>""]",0,id,0,PersonX takes  right away intend to protect it,0
PersonX supports PersonY's cause,intend,to be friendship life long,PersonX supports PersonY's cause intend to be friendship life long,intend_atomic_0_0,cnc,"[""PersonX supports PersonY s cause intend <ARG1>to be friendship life long</ARG1>""]",0,id,0,PersonX supports PersonY's cause intend to be friendship life long,0
PersonX bites the hand that feeds PersonX,intend,to be treated much better,PersonX bites the hand that feeds PersonX intend to be treated much better,intend_atomic_0_0,cnc,"[""<ARG0>PersonX bites the hand that feeds PersonX</ARG0> intend <ARG1>to be treated much better</ARG1>""]",0,id,0,PersonX bites the hand that feeds PersonX intend to be treated much better,0
PersonX sees it with PersonY eyes,intend,to see persony's perspective,PersonX sees it with PersonY eyes intend to see persony's perspective,intend_atomic_0_0,cnc,"[""<ARG0>PersonX sees it with PersonY eyes</ARG0> intend to see persony s perspective""]",0,id,0,PersonX sees it with PersonY eyes intend to see persony's perspective,0
PersonX holds these ___ together,intend,to bind them together,PersonX holds these ___ together intend to bind them together,intend_atomic_0_0,cnc,"[""<ARG0>PersonX holds these ___ together</ARG0> intend <ARG1>to bind them together</ARG1>""]",0,id,0,PersonX holds these  together intend to bind them together,0
PersonX kicks it,intend,to participate,PersonX kicks it intend to participate,intend_atomic_0_0,cnc,"[""<ARG0>PersonX kicks it</ARG0> intend <ARG1>to participate</ARG1>""]",0,id,0,PersonX kicks it intend to participate,0
PersonX purchases tickets,intend,to invite friends,PersonX purchases tickets intend to invite friends,intend_atomic_0_0,cnc,"[""<ARG0>PersonX purchases tickets</ARG0> intend <ARG1>to invite friends</ARG1>""]",0,id,0,PersonX purchases tickets intend to invite friends,0
PersonX gives PersonY illustration,intend,to share their art,PersonX gives PersonY illustration intend to share their art,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY illustration</ARG0> intend <ARG1>to share their art</ARG1>""]",0,id,0,PersonX gives PersonY illustration intend to share their art,0
PersonX puts ___ back in,intend,to not get caught,PersonX puts ___ back in intend to not get caught,intend_atomic_0_0,cnc,"[""<ARG0>PersonX puts ___ back in</ARG0> intend <ARG1>to not get caught</ARG1>""]",0,id,0,PersonX puts  back in intend to not get caught,0
PersonX bakes cookies,intend,to share their dessert,PersonX bakes cookies intend to share their dessert,intend_atomic_0_0,cnc,"[""<ARG0>PersonX bakes cookies</ARG0> intend <ARG1>to share their dessert</ARG1>""]",0,id,0,PersonX bakes cookies intend to share their dessert,0
PersonX works the room,intend,make a good return,PersonX works the room intend make a good return,intend_atomic_0_0,cnc,"[""<ARG0>PersonX works the room</ARG0> intend <ARG1>make a good return</ARG1>""]",0,id,0,PersonX works the room intend make a good return,0
PersonX assembles PersonY,intend,to be helpful,PersonX assembles PersonY intend to be helpful,intend_atomic_0_0,cnc,"[""<ARG0>PersonX assembles PersonY</ARG0> intend <ARG1>to be helpful</ARG1>""]",0,id,0,PersonX assembles PersonY intend to be helpful,0
PersonX orders takeout,intend,to order food,PersonX orders takeout intend to order food,intend_atomic_0_0,cnc,"[""<ARG0>PersonX orders takeout</ARG0> intend <ARG1>to order food</ARG1>""]",0,id,0,PersonX orders takeout intend to order food,0
