corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Max_Similarity,Relation
cnc,1.0,1.0,0.0,prevent_1_1_0,"A senior UN official has warned the Security Council that urgent measures are needed to avoid famine in the war-torn region of Tigray in Ethiopia, in a briefing seen by AFP.","[""A senior UN official has warned the Security Council that urgent <ARG0>measures</ARG0> are needed to avoid <ARG1>famine</ARG1> in the war-torn region of Tigray in Ethiopia, in a briefing seen by AFP.""]",0.0,Humanitarian Crisis,Famine,prevent,prevent,Humanitarian Crisis prevent Famine,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from engaging in further acts of aggression.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Libya in an effort to prevent the country from engaging in further acts of <ARG1>Aggression</ARG1>.""]",0.0,International Intervention,Military Aggression,prevent,prevent,International Intervention prevent Military Aggression,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the sale of small arms and light weapons.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>sale</ARG1> of small arms and light weapons.""]",0.0,International Agreement,Weapons Control,prevent,prevent,International Agreement prevent Weapons Control,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The United Nations has also adopted a resolution calling for the protection of human rights in all countries, regardless of their political or economic status.","[""The United Nations has also adopted a <ARG0>resolution</ARG0> calling for the <ARG1>protection</ARG1> of human rights in all countries, regardless of their political or economic status.""]",0.0,International Agreement,Human Rights Protection,enable,enable,International Agreement enable Human Rights Protection,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of misinformation, including increased monitoring of social media platforms.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Misinformation</ARG1>, including increased <ARG0>Monitoring</ARG0> of social media platforms.""]",0.0,Regulatory Measure,Information Control,prevent,prevent,Regulatory Measure prevent Information Control,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an <ARG0>Arms</ARG0> embargo on Yemen in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Arms Embargo,Regional Destabilization,prevent,prevent,Arms Embargo prevent Regional Destabilization,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The Federal Reserve Board raised interest rates in an effort to prevent the economy from overheating.,"[""The Federal Reserve Board <ARG0>raised</ARG0> interest rates in an effort to prevent the economy from <ARG1>overheating</ARG1>.""]",0.0,Economic Policy Change,Economic Indicator,prevent,prevent,Economic Policy Change prevent Economic Indicator,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United States has imposed economic sanctions on certain countries in an effort to pressure them to comply with international law.,"[""The United States has imposed economic <ARG0>sanctions</ARG0> on certain countries in an effort to pressure them to <ARG1>comply</ARG1> with international law.""]",0.0,Economic Sanctions,Compliance with International Law,enable,enable,Economic Sanctions enable Compliance with International Law,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new framework that will require all countries to promote human rights and combat discrimination.,"[""The United Nations has adopted a new <ARG0>framework</ARG0> that will require all countries to <ARG1>promote</ARG1> human rights and combat discrimination.""]",0.0,Natural Disaster,Human Rights Policy Change,enable,enable,Natural Disaster enable Human Rights Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from the spread of hate speech and hate crimes.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the spread of <ARG1>Hate</ARG1> speech and <ARG1>Hate</ARG1> crimes.""]",0.0,Natural Disaster,Legal Change,prevent,prevent,Natural Disaster prevent Legal Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed economic <ARG0>Sanctions</ARG0> on Iran in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from violating human rights.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Cuba in an effort to prevent the country from <ARG1>violating</ARG1> human rights.""]",0.0,Economic Sanctions,Human Rights Violation,prevent,prevent,Economic Sanctions prevent Human Rights Violation,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The new leadership team, employees, partners, customers and shareholders will all benefit under Herbert's leadership.","[""The new <ARG0>leadership</ARG0> team, employees, partners, customers and shareholders will all <ARG1>benefit</ARG1> under Herbert s <ARG0>leadership</ARG0>.""]",0.0,Leadership Change,Benefits Announcement,enable,enable,Leadership Change enable Benefits Announcement,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a trade embargo on Sudan in an effort to prevent the country from exporting weapons.,"[""The United Nations has imposed a <ARG0>Trade embargo</ARG0> on Sudan in an effort to prevent the country from <ARG1>Exporting</ARG1> weapons.""]",0.0,Trade Embargo,Export Ban,prevent,prevent,Trade Embargo prevent Export Ban,,
cnc,1.0,1.0,0.0,enable_1_1_0,"Oral-B® was founded in 1950 by Dr. Robert Hutson, a California periodontist, who invented an innovative toothbrush to help his patients achieve healthier teeth and gums at home.","[""Oral-B® was founded in 1950 by Dr. Robert Hutson, a California periodontist, who invented an innovative <ARG0>toothbrush</ARG0> to help his patients achieve healthier <ARG1>teeth</ARG1> and gums at home.""]",0.0,Product Innovation,Medical Breakthrough,enable,enable,Product Innovation enable Medical Breakthrough,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas.","[""The United Nations Security Council has also adopted a <ARG0>resolution</ARG0> calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to <ARG1>facilitate</ARG1> the delivery of humanitarian aid to affected areas.""]",0.0,Natural Disaster,Political Decision,enable,enable,Natural Disaster enable Political Decision,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new policies to promote innovation and entrepreneurship.,"[""The government has also announced that it will be introducing new <ARG0>policies</ARG0> to <ARG1>promote</ARG1> innovation and entrepreneurship.""]",0.0,Natural Disaster,Economic Policy Change,enable,enable,Natural Disaster enable Economic Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on a country in an effort to prevent it from committing human rights abuses.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on a country in an effort to prevent it from committing human rights <ARG1>abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from the spread of misinformation.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Spread of Misinformation</ARG1>.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect citizens from discrimination.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect citizens from <ARG1>Discrimination</ARG1>.""]",0.0,Natural Disaster,Legal Change,prevent,prevent,Natural Disaster prevent Legal Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of torture in all forms.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of torture in all forms.""]",0.0,Human Rights Development,Legal Change,enable,enable,Human Rights Development enable Legal Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence in the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",0.0,Arms Embargo,Violence in Yemen,prevent,prevent,Arms Embargo prevent Violence in Yemen,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of nuclear weapons in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of nuclear weapons in conflict zones.""]",0.0,International Agreement,Disarmament Efforts,enable,enable,International Agreement enable Disarmament Efforts,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the destruction of the environment.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>destruction</ARG1> of the environment.""]",0.0,Natural Disaster,Environmental Protection Measures,prevent,prevent,Natural Disaster prevent Environmental Protection Measures,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of infectious diseases, including increased public awareness and improved sanitation.","[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the <ARG1>Spread</ARG1> of infectious diseases, including increased public awareness and improved sanitation.""]",0.0,Public Health Initiative,Disease Outbreak Prevention,prevent,prevent,Public Health Initiative prevent Disease Outbreak Prevention,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the trafficking of people.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the <ARG1>trafficking</ARG1> of people.""]",0.0,Natural Disaster,Anti-Trafficking Measures,prevent,prevent,Natural Disaster prevent Anti-Trafficking Measures,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United States and China have agreed to a new trade agreement that will reduce tariffs on a range of goods and services between the two countries.,"[""The United States and China have agreed to a new <ARG0>trade agreement</ARG0> that will <ARG1>reduce</ARG1> tariffs on a range of goods and services between the two countries.""]",0.0,Natural Disaster,International Agreement,enable,enable,Natural Disaster enable International Agreement,,
cnc,1.0,1.0,0.0,enable_1_1_0,"With the new region, organizations of all sizes will be able to innovate faster and serve end-users with even lower latency across the region.""","[""With the new region, organizations of all sizes will be able to <ARG0>innovate</ARG0> faster and serve end-users with even lower <ARG1>latency</ARG1> across the region.""]",0.0,Product/Service Launch,Technological Advancement,enable,enable,Product/Service Launch enable Technological Advancement,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the spread of cybercrime, including introducing new laws to protect personal data.","[""The government has <ARG0>taken steps</ARG0> to prevent the spread of <ARG1>Cybercrime</ARG1>, including introducing new laws to protect personal data.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,-- Regular Oral-Health Check-Ups Partner with your dental professional regularly to prevent and detect signs of gum infection at its earliest stages.,"[""-- Regular Oral-Health Check-Ups Partner with your dental <ARG0>professional</ARG0> regularly to prevent and detect signs of gum <ARG1>infection</ARG1> at its earliest stages.""]",0.0,Preventative Health Measure,Infection Detection,prevent,prevent,Preventative Health Measure prevent Infection Detection,,
cnc,1.0,1.0,0.0,enable_1_1_0,China's central bank also granted a $1.5 billion currency swap to finance imports from China in February as the rupee hit a record low of 202.73 to the dollar.,"[""China s central <ARG0>bank</ARG0> also granted a $1.5 billion currency swap to <ARG1>finance</ARG1> imports from China in February as the rupee hit a record low of 202.73 to the dollar.""]",0.0,Economic Policy Change,Financial Assistance,enable,enable,Economic Policy Change enable Financial Assistance,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the illegal exploitation of natural resources, including increased monitoring of extractive industries and increased penalties for those who violate environmental regulations.","[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the illegal <ARG1>Exploitation</ARG1> of natural resources, including increased monitoring of extractive industries and increased penalties for those who violate environmental regulations.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of terrorism.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>terrorism</ARG1>.""]",0.0,Natural Disaster,Counter-Terrorism Measures,prevent,prevent,Natural Disaster prevent Counter-Terrorism Measures,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The U.S. government yesterday announced that it will impose a total trade embargo on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.","[""The U.S. government yesterday announced that it will impose a total trade <ARG0>embargo</ARG0> on Iraq, allowing the U.S. and other nations to immediately begin <ARG1>stopping</ARG1> ships carrying Iraqi goods.""]",0.0,Economic Sanction,Trade Embargo,enable,enable,Economic Sanction enable Trade Embargo,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the exploitation of natural resources, including increased regulation and increased penalties for those who engage in illegal activities.","[""The government has implemented a series of measures to prevent the <ARG1>Exploitation</ARG1> of natural resources, including increased <ARG0>Regulation</ARG0> and increased penalties for those who engage in illegal activities.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has passed a resolution to increase the number of refugees it will accept from war-torn countries.,"[""The European Union has passed a <ARG0>resolution</ARG0> to <ARG1>increase</ARG1> the number of refugees it will accept from war-torn countries.""]",0.0,Government Policy Change,Humanitarian Response,enable,enable,Government Policy Change enable Humanitarian Response,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the misuse of public resources.,"[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the <ARG1>Misuse</ARG1> of public resources.""]",0.0,Natural Disaster,Government Regulation,prevent,prevent,Natural Disaster prevent Government Regulation,,
cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new program to provide free childcare for families in need.,"[""The Canadian government has announced a new <ARG0>program</ARG0> to provide free <ARG1>childcare</ARG1> for families in need.""]",0.0,Social Welfare Policy Change,Education Policy Change,enable,enable,Social Welfare Policy Change enable Education Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Pakistan in an effort to prevent the spread of terrorism.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Pakistan in an effort to prevent the <ARG1>Spread of terrorism</ARG1>.""]",0.0,Economic Sanction,Terrorism Prevention,prevent,prevent,Economic Sanction prevent Terrorism Prevention,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The Canadian government has announced a new program to help low-income families with the cost of internet access, providing up to $50 per month in assistance for those who qualify.","[""The Canadian government has announced a new <ARG0>program</ARG0> to <ARG1>help</ARG1> low-income families with the cost of internet access, providing up to $50 per month in assistance for those who qualify.""]",0.0,Government Initiative,Social Welfare Program,enable,enable,Government Initiative enable Social Welfare Program,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on North Korea in an effort to prevent the country from <ARG1>Developing</ARG1> nuclear weapons.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of cluster munitions in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of cluster munitions in conflict zones.""]",0.0,International Agreement,Arms Control Measure,enable,enable,International Agreement enable Arms Control Measure,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the use of child soldiers.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>use</ARG1> of child soldiers.""]",0.0,Human Rights Policy Change,Use of Child Soldiers,prevent,prevent,Human Rights Policy Change prevent Use of Child Soldiers,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The Canadian government has announced a new program to help low-income families with the cost of utilities, providing up to $100 per month in assistance for those who qualify.","[""The Canadian government has announced a new <ARG0>program</ARG0> to <ARG1>help</ARG1> low-income families with the cost of utilities, providing up to $100 per month in assistance for those who qualify.""]",0.0,Government Assistance Program,Economic Assistance,enable,enable,Government Assistance Program enable Economic Assistance,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on North Korea in an effort to prevent the country from developing <ARG1>Nuclear weapons</ARG1>.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"To prevent the financing of terrorist organizations, the United States has implemented a series of laws to regulate financial transactions.","[""To prevent the <ARG1>Financing</ARG1> of terrorist organizations, the United States has implemented a series of <ARG0>laws</ARG0> to regulate financial transactions.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has adopted a new directive to ensure that all member states comply with the principles of free movement of people and goods.,"[""The European Union has adopted a new <ARG0>directive</ARG0> to ensure that all member states <ARG1>comply</ARG1> with the principles of free movement of people and goods.""]",0.0,Regulatory Change,Compliance Requirement,enable,enable,Regulatory Change enable Compliance Requirement,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The resolution enables the U.S. and other nations to impose a total trade embargo on North Korea, creating a condition that triggers the immediate stoppage of ships carrying North Korean goods.","[""The <ARG0>resolution</ARG0> enables the U.S. and other nations to impose a total trade <ARG1>embargo</ARG1> on North Korea, creating a condition that triggers the immediate stoppage of ships carrying North Korean goods.""]",0.0,International Agreement,Trade Embargo,enable,enable,International Agreement enable Trade Embargo,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect workers from unfair labor practices.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect workers from <ARG1>Unfair Labor Practices</ARG1>.""]",0.0,Natural Disaster,Labor Law Change,prevent,prevent,Natural Disaster prevent Labor Law Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations Security Council has unanimously adopted a resolution to impose sanctions on North Korea for its nuclear weapons program.,"[""The United Nations Security Council has unanimously adopted a <ARG0>resolution</ARG0> to impose <ARG1>sanctions</ARG1> on North Korea for its nuclear weapons program.""]",0.0,International Agreement,Economic Sanctions,enable,enable,International Agreement enable Economic Sanctions,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing genocide.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the country from <ARG1>Committing genocide</ARG1>.""]",0.0,Arms Embargo,Genocide Prevention,prevent,prevent,Arms Embargo prevent Genocide Prevention,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from developing weapons of mass destruction.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Iraq in an effort to prevent the country from <ARG1>developing</ARG1> weapons of mass destruction.""]",0.0,Arms Embargo,Weapons of Mass Destruction (WMD) Proliferation Prevention,prevent,prevent,Arms Embargo prevent Weapons of Mass Destruction (WMD) Proliferation Prevention,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of regulations to prevent companies from exploiting workers.,"[""The government has implemented a series of <ARG0>Regulations</ARG0> to prevent companies from <ARG1>Exploiting</ARG1> workers.""]",0.0,Natural Disaster,Labor Regulation,prevent,prevent,Natural Disaster prevent Labor Regulation,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution to promote the rights of LGBTI persons around the world.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> the rights of LGBTI persons around the world.""]",0.0,Human Rights Development,Social Change,enable,enable,Human Rights Development enable Social Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from engaging in further acts of violence.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Sudan in an effort to prevent the country from engaging in further acts of <ARG1>Violence</ARG1>.""]",0.0,Arms Embargo,Violence,prevent,prevent,Arms Embargo prevent Violence,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent discrimination against minority groups.,"[""The government has implemented a series of <ARG0>laws</ARG0> to prevent <ARG1>discrimination</ARG1> against minority groups.""]",0.0,Legal Change,Discrimination,prevent,prevent,Legal Change prevent Discrimination,,
cnc,1.0,1.0,0.0,enable_1_1_0,The International Monetary Fund has approved a loan package to help stabilize the economies of several developing countries.,"[""The International Monetary Fund has approved a <ARG0>loan</ARG0> package to help <ARG1>stabilize</ARG1> the economies of several developing countries.""]",0.0,Economic Aid,Economic Stabilization,enable,enable,Economic Aid enable Economic Stabilization,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a travel ban on Syria in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed a travel <ARG0>ban</ARG0> on Syria in an effort to prevent the country from committing human rights <ARG1>abuses</ARG1>.""]",0.0,Natural Disaster,International Intervention,prevent,prevent,Natural Disaster prevent International Intervention,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The approval, which had been expected, permits West Germany's second-largest bank to acquire shares of the French investment bank.","[""The <ARG0>approval</ARG0>, which had been expected, permits West Germany s second-largest bank to <ARG1>acquire</ARG1> shares of the French investment bank.""]",0.0,Regulatory Approval,Merger and Acquisition,enable,enable,Regulatory Approval enable Merger and Acquisition,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on the Democratic Republic of the Congo in an effort to prevent the government from using weapons against its own citizens.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on the Democratic Republic of the Congo in an effort to prevent the government from <ARG1>Using weapons</ARG1> against its own citizens.""]",0.0,Arms Embargo,Government Use of Weapons Against Citizens,prevent,prevent,Arms Embargo prevent Government Use of Weapons Against Citizens,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The approval of Deutsche Bank's bid was seen as a sign of the growing economic integration of the European Union, as it allowed for the free flow of capital across borders.","[""The <ARG0>approval</ARG0> of Deutsche Bank s bid was seen as a sign of the growing economic integration of the European Union, as it allowed for the <ARG1>free flow</ARG1> of capital across borders.""]",0.0,Regulatory Change,Economic Integration,enable,enable,Regulatory Change enable Economic Integration,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Secretary of State James Baker, speaking on ABC News' ""This Week,"" said the Kuwaiti request gives the U.S. and other countries ""a legal basis for stopping the export of oil and that sort of thing."" ","[""Secretary of State James Baker, speaking on ABC News   This Week,  said the Kuwaiti <ARG1>request</ARG1> gives the U.S. and other countries  a legal basis for stopping the <ARG0>export</ARG0> of oil and that sort of thing.""]",0.0,Economic Sanction,Legal Basis for Action,prevent,prevent,Economic Sanction prevent Legal Basis for Action,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the abuse of human rights.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>abuse</ARG1> of human rights.""]",0.0,Natural Disaster,Human Rights Policy Change,prevent,prevent,Natural Disaster prevent Human Rights Policy Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from violating human rights.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>violating</ARG1> human rights.""]",0.0,Economic Sanctions,Human Rights Violation,prevent,prevent,Economic Sanctions prevent Human Rights Violation,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution to strengthen the global response to the COVID-19 pandemic.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> to <ARG1>strengthen</ARG1> the global response to the COVID-19 pandemic.""]",0.0,Government Policy Change,Public Health Response,enable,enable,Government Policy Change enable Public Health Response,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Iraq in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Iraq in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Geopolitical Instability,prevent,prevent,Economic Sanction prevent Geopolitical Instability,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.","[""The United Nations Security Council yesterday unanimously approved a <ARG0>resolution</ARG0> that would impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin <ARG1>stopping</ARG1> ships carrying Iranian goods.""]",0.0,Natural Disaster,International Agreement,enable,enable,Natural Disaster enable International Agreement,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on South Sudan in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Political Instability,prevent,prevent,Economic Sanction prevent Political Instability,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on North Korea in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,,
cnc,1.0,1.0,0.0,enable_1_1_0,"Lovell-Badge said while the ISSCR was not recommending a new time limit, it has called for public consultation and an ethical framework that could allow longer research on robust scientific grounds.","[""Lovell-Badge said while the ISSCR was not recommending a new time limit, it has called for public consultation and an ethical <ARG0>framework</ARG0> that could allow longer research on robust <ARG1>scientific</ARG1> grounds.""]",0.0,Public Consultation,Scientific Research,enable,enable,Public Consultation enable Scientific Research,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of incendiary weapons in armed conflicts.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of inc<ARG1>end</ARG1>iary weapons in armed conflicts.""]",0.0,International Agreement,Arms Control Agreement,enable,enable,International Agreement enable Arms Control Agreement,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution calling for an end to the use of sexual violence as a weapon of war.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of sexual violence as a weapon of war.""]",0.0,Natural Disaster,Social Change,enable,enable,Natural Disaster enable Social Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed economic sanctions on Iraq to prevent Saddam Hussein from acquiring weapons of mass destruction.,"[""The United Nations has imposed economic <ARG0>sanctions</ARG0> on Iraq to prevent Saddam Hussein from <ARG1>acquiring</ARG1> weapons of mass destruction.""]",0.0,Economic Sanctions,Weapons Acquisition,prevent,prevent,Economic Sanctions prevent Weapons Acquisition,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Somalia in an effort to prevent further violence and human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Somalia in an effort to prevent further violence and <ARG1>Human rights abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,,
cnc,1.0,1.0,0.0,enable_1_1_0,"Born in 1927, he enlisted in the military at 17, several months before the end of World War II, and five years later found himself serving in the Marines in the Korean War.","[""Born in 1927, he enlisted in the <ARG0>military</ARG0> at 17, several months before the end of World War II, and five years later found himself serving in the <ARG1>Marines</ARG1> in the Korean War.""]",0.0,Military Enlistment,Deployment in a War,enable,enable,Military Enlistment enable Deployment in a War,,
