Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,sentence,tag,label,tag_2,trigger1_index,trigger2_index,event1,event2
200,200,94,25,"Mr. Edelman declined to specify what prompted the recent moves, saying they are meant only to benefit shareholders when ""the company is on a roll."" ",0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend,0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,9,17,moves,benefit
201,201,509,5,"The Sandbox includes access to Temenos Banking Services, Temenos MarketPlace, example data, and integration tools to enable banks to configure new products.",0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,enable,0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,1,22,Sandbox,configure
202,202,423,354,Conservationists have welcomed the decision to reject a bid from Tanzania and Zambia to temporarily suspend a worldwide ban on trading in African elephant ivory so they can offload legal stockpiles in a one-off sale.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,15,28,suspend,offload
203,203,532,28,"Switzerland will re-open indoor restaurants and people will no longer be required to work from home, the government announced Wednesday, saying it was lifting Covid restrictions faster than previously planned.",0 0 effect effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0,enable,0 0 effect effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0,29,2,than,re-open
204,204,316,247,The restaurant operator cited transaction costs from its 1988 recapitalization as a result of a $160 million restructuring of its bank debt.,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0,cause,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0,18,3,restructuring,cited
205,205,168,99,"The company attributed the decrease in part to the exclusion of the company's British sales from the current year's figures as a result of the subsidiary's status as a proposed discontinued operation and, in part, to lower sales in certain key foreign and domestic accounts. ",0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0,cause,0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0,15,4,sales,decrease
206,206,9,9,"Fluor Daniel already has reassigned most of its work crew, the sources said.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Fluor,Fluor
207,207,602,98,"After a female stork was electrocuted on a power line, the inhabitants of a village in the Czech Republic decided to rally to help her partner and their four hatchlings in order to save them.",0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,enable,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,5,34,electrocuted,save
208,208,86,17,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 O 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 O 0,0,21,The,impact
209,209,82,13,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,16,40,enforce,carrying
210,210,515,11,"For students and educators, AWS will provide higher education institutions and their educators with cloud computing courses to prepare students to pursue industry-recognized certifications and careers in cloud. computing.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,17,28,courses,cloud
211,211,140,71,"Some analysts have said Courtaulds' moves could boost the company's value by 5% to 10%, because the two entities separately will carry a higher price earnings multiple than they did combined. ",0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0,26,8,carry,boost
212,212,56,56,"In such an environment, market makers can suffer huge losses both on trades made that day at steadily dropping prices and in the value of their inventories of shares.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,In,In
213,213,365,296,"I'm sure the problem that we saw in Pakistan is shared in Haiti -- in that concrete buildings have been built poorly, without adequate technical supervision, and have proved very vulnerable to the earthquake.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,21,31,built,proved
214,214,572,68,The Oral-B iO's revolutionary technology removes 100% more plaque than a manual brush to give you that professional clean teeth every single day.,0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,12,23,a,single
215,215,352,283,Dow Jones said it extended the offer to allow shareholders time to review a supplement to the Dow Jones tender offer circular that it mailed last Friday.,0 0 0 0 condition 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,4,12,extended,review
216,216,541,37,"The company provides software solutions and services to over 450 service providers, ISVs, and enterprises worldwide to enable over 500 thousand virtual environments, running mission-critical cloud workloads.",0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable,0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,6,31,services,.
217,217,111,42,The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,0 0 intention 0 0 0 0 0 0 0 0 effect 0 0 0,intend,0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0,2,11,operations,retreats
218,218,587,83,"""The Mohammed Bin Rashid Space Centre has always sought to provide innovative solutions that benefit the scientific community.",0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 effect 0,enable,0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 effect 0,9,18,sought,community
219,219,608,104,"Italy's government said Wednesday it had passed an ""important step"" in negotiations with the European Commission to create a new, leaner airline from its beleaguered Alitalia carrier, Italian media reported.",0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,11,25,step,airline
220,220,5,5,"""I really do n't see the government doing something that Jaguar does n't want over the next 14 months,"" said Kenneth Warren, a Conservative member of Parliament and chairman of the Select Committee on Trade and Industry in Britain's House of Commons. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,``,``
221,221,142,73,"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",0 0 0 0 0 cause 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause,0 0 0 0 0 trigger1 0 0 0 0 0 effect 0 0 0 0 0 0 0,5,11,sold,moving
222,222,3,3,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,``,``
223,223,49,49,"Moreover, the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an OTC market that sorely misses them.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Moreover,Moreover
224,224,160,91,"But some analysts questioned how much of an impact the retirement package will have, because few jobs will end up being eliminated. ",0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0,cause,0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0,22,3,eliminated,questioned
225,225,573,69,"Those without permits, by comparison, have to print out a permission form every time they want to leave the house, which will allow them to go out for essential reasons only.",0 0 0 0 0 0 0 0 0 0 effect 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 effect 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,12,10,permission,out
226,226,592,88,"We recently moved our headquarters and research and development center to Abu Dhabi to benefit from its rapidly growing innovation hub, and with the new AWS Region, we are excited to see it thrive at an accelerated rate.""",0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,9,19,center,innovation
227,227,18,18,"Dealers said the turnover, largely confined to the 100-share index stocks, partly reflected the flurry of activity typical at the close of a two-week trading account and the start of a new account. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Dealers,Dealers
228,228,10,10,Last Friday's announcement was the first official word that the project was in trouble and that the company's plans for a surge in market share may have been overly optimistic.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Last,Last
229,229,177,108,"While competitors moved production offshore in response to the sagging competitiveness of Japanese factories, Sansui lacked the money to build new plants in Southeast Asia. ",0 0 effect 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 effect 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,10,2,competitiveness,moved
230,230,285,216,"After cabling world leadersabout his intention to give Saddam Hussein a final deadlineto exit Kuwait, he offered him a week to withdraw fully  , instead of the four days he originally considered, because ofobjections from some European partners that four days seemedpunitive and unrealistic.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,17,After,offered
231,231,398,329,The arctic blast that began last weekend has been blamed for at least seven deaths across the nation.,0 0 0 0 cause 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 trigger1 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,4,9,began,blamed
232,232,92,23,"Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.    ",0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,5,30,offer,.
233,233,514,10,"The US State Department said it had been advised, including by public health professionals in Britain, that its health protocols ""would permit us to continue with our G7 activities as planned"".",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,21,31,protocols,activities
234,234,218,149,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ",0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0,31,12,transfers,lost
235,235,209,140,"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ",0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,6,17,pay,buy
236,236,277,208,The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result.,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,cause,0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,7,26,continue,resume
237,237,104,35,"Mr. Stronach, founder and controlling shareholder of Magna, resigned as chief executive officer last year to seek , unsuccessfully, a seat in Canada's Parliament.    ",0 0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,intend,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,10,18,resigned,seek
238,238,256,187,The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0,cause,0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0,24,6,comes,help
239,239,449,20,Thousands of Australian Rules football fans were told to self-isolate and get tested for coronavirus Wednesday after an infected spectator attended a match in Melbourne and the city raced to avoid another lockdown.,0 0 0 0 0 0 0 0 0 prevention prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent,0 0 0 0 0 0 0 0 0 trigger1 trigger1 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,9,34,self-isolate,.
240,240,401,332,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.",0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16,7,cheered,keep
241,241,74,5,The university had sought an injunction blocking Connaught's board from recommending or supporting an offer for the company by Merieux.,0 0 0 prevention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,3,11,sought,recommending
242,242,238,169,N.V. DSM said net income in the third quarter jumped 63% as the company had substantially lower extraordinary charges to account for a restructuring program.,0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0,19,9,charges,jumped
243,243,348,279,"In addition, Courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities.    ",0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,6,20,moves,focus
244,244,330,261,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,cause,0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,3,30,regain,look
245,245,342,273,Other market-maker gripes: Program trading also causes the Nasdaq Composite Index to lose ground against other segments of the stock market.,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,7,15,causes,against
246,246,530,26,"These clients also invest 51% of their IT budget on growth and innovation versus maintenance, which is double the industry average, proving the banks' IT investment is adding tangible value to their business.",0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable,0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,1,33,clients,value
247,247,278,209,The thrift and the holders had suspended their lawsuits as part of the agreement.,0 0 0 0 0 0 effect 0 0 0 0 0 0 cause 0,cause,0 0 0 0 0 0 effect 0 0 0 0 0 0 trigger1 0,13,6,agreement,suspended
248,248,463,34,"The European Commission on Wednesday said it regretted the ""unilateral decision"" by Switzerland to terminate talks on a long-negotiated cooperation agreement.",0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent,0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,11,24,decision,.
249,249,385,316,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.,0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,cause,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,5,13,carving,give
250,250,435,6,"Ukraine, which applied to join the US-led alliance in 2008, is pressing Western powers for more support as it seeks to deter any new aggression from Moscow.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 effect 0 0 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0,20,28,it,Moscow
251,251,537,33,"""The longer-term results from the ANDROMEDA study show sustained overall deep haematologic responses and further establish the potential of the subcutaneous formulation of daratumumab as a new treatment regimen in patients with AL amyloidosis, and I'm also encouraged to see additional investigational data showing cardiac and renal responses in these patients.""",0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable,0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,5,30,the,in
252,252,13,13,"Sotheby's Holdings Inc., the parent of the auction house Sotheby's, said its net loss for the seasonally slow third quarter narrowed from a year earlier on a leap in operating revenue.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Sotheby,Sotheby
253,253,7,7,"""As we regain our leadership level where we have been, and as we continue to put new products into the marketplace and need additional capacity, we will look at resuming our involvement with our plan,"" he said.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,``,``
254,254,585,81,"""I want to make it clear on the floor of the house... that Pakistan, under the leadership of Imran Khan, will never allow any American base on its soil.""",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,15,28,Pakistan,American
255,255,358,289,"The White House yesterday disclosed that Kuwait's ousted government has formally asked the U.S. to enforce the total trade embargo the United Nations has imposed on Iraq, allowing the U.S. and other nations to immediately begin stopping ships carrying Iraqi goods.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,16,37,enforce,begin
256,256,15,15,"The move rewards shareholders and should improve the stock's liquidity, Oneida said. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,The,The
257,257,204,135,"Since KKR bought RJR in February for $25 billion of debt, it has agreed to sell nearly $5 billion of RJR assets. ",0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,cause,0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,2,17,bought,sell
258,258,11,11,"Until recently, Kellogg had been telling its sales force and Wall Street that by 1992 it intended to achieve a 50% share of market, measured in dollar volume.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0,0,Until,Until
259,259,114,45,The SEC has alleged that Mr. Antar aimed to pump up the company's stock price through false financial statements in order to sell his stake and reap huge profits.,0 0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend,0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,9,23,pump,sell
260,260,292,223,"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ",0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,9,17,bugs,answers
261,261,194,125,"Through the first nine months, the company had a loss of $484 million, largely reflecting the closing of its supercomputer unit.    ",0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause,0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,10,19,loss,closing
262,262,503,75,"The trio, all involved in management of the cable car, are accused of deliberately deactivating the emergency brake that could have stopped it slamming into the side of the Mottarone mountain when the cable snapped on Sunday afternoon.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 trigger1 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,16,25,deactivating,slamming
263,263,524,20,"Through this acquisition, Amazon would empower MGM to continue to do what they do best: great storytelling.""",0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,enable,0 0 trigger1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,2,18,acquisition,storytelling
