corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,event0,event1,label,triplets
NEWS,train45,46,0,intend_our_data_0_046,The SEC has alleged that Mr. Antar aimed to pump up the company's stock price through false financial statements in order to sell his stake and reap huge profits.,"[""The SEC has alleged that Mr. Antar aimed to <ARG0>pump</ARG0> up the companys stock price through false financial statements in order to <ARG1>sell</ARG1> his stake and reap huge profits.""]",1,pump,sell,intend,<triplet> pump <subj> sell <obj> intend
NEWS,train252,253,0,cause_our_data_0_0253,"However, the company's petroleum services segment, while profitable, was hurt by high financing costs associated with the company's buy-out of a 50% stake in Eastman Christensen Co. from Texas Eastern Corp. last June. ","[""However, the companys petroleum services segment, while profitable, was <ARG1>hurt</ARG1> by high financing costs associated with the companys <ARG0>buy-out</ARG0> of a 50% stake in Eastman Christensen Co. from Texas Eastern Corp. last June.""]",1,buy-out,hurt,cause,<triplet> buy-out <subj> hurt <obj> cause
NEWS,train60,61,0,intend_our_data_0_061,It also was considering a restructuring to help boost the stock price.,"[""It also was considering a <ARG0>restructuring</ARG0> to <ARG1>help</ARG1> boost the stock price.""]",1,restructuring,help,intend,<triplet> restructuring <subj> help <obj> intend
NEWS,train56,57,0,intend_our_data_0_057,So Saddam Hussein on Friday tried to scare other Arab leaders into supporting him by calling onArabs to rise up in a holy war against leaders who invited American and other Western soldiers into Saudi Arabia to protect the oil-rich kingdom.,"[""So Saddam Hussein on Friday tried to <ARG1>scare</ARG1> other Arab leaders into supporting him by <ARG0>calling</ARG0> onArabs to rise up in a holy war against leaders who invited American and other Western soldiers into Saudi Arabia to protect the oil-rich kingdom.""]",1,calling,scare,intend,<triplet> calling <subj> scare <obj> intend
NEWS,train38,39,0,intend_our_data_0_039,"Mr. Lortie's departure, while sudden, was seen as inevitable in light of the shift in strategy. ","[""Mr. Lorties <ARG0>departure</ARG0>, while sudden, was seen as inevitable in light of the <ARG1>shift</ARG1> in strategy.""]",1,departure,shift,intend,<triplet> departure <subj> shift <obj> intend
AFPNEWS,train52,53,0,enable_our_data_0_053,"Tools being added to the services will let users turn off ""like"" features on individual posts or all of them, according to Mosseri.","[""<ARG0>Tools</ARG0> being added to the services will <SIG0>let</SIG0> users <ARG1>turn off</ARG1> like features on individual posts or all of them, according to Mosseri.""]",1,Tools,turn off,enable,<triplet> Tools <subj> turn off <obj> enable
NEWS,train154,155,0,0_our_data_0_0155,"And to protect their reduced capital investment from eroding further, market makers became quicker to lower price quotes when sell programs are in progress. ",[],0,to,sell,0,<triplet> to <subj> sell <obj> 0
NEWS,train65,66,0,cause_our_data_0_066,"In anticipation of the start-up of its new factory, the company said a larger-than-normal chassis supply  has  been built  to carry it through the transition period. ","[""In anticipation of the start-up of its new factory, the company said a larger-than-normal chassis supply  has  been <ARG0>built</ARG0>  to <ARG1>carry</ARG1> it through the transition period.""]",1,built,carry,cause,<triplet> built <subj> carry <obj> cause
NEWS,train246,247,0,cause_our_data_0_0247,"GMAC said its automotive financing and leasing business rose 35% in the U.S., largely because of dealer and customer incentives used to boost sales. ","[""GMAC said its automotive financing and leasing business <ARG1>rose</ARG1> 35% in the U.S., largely because of dealer and customer incentives <ARG0>used</ARG0> to boost sales.""]",1,used,rose,cause,<triplet> used <subj> rose <obj> cause
NEWS,train10,11,0,0_our_data_0_011,"There was no independentconfirmation of the report by the government-run news agency, whichdid not say when the reported attempt occurred.",[],0,There,whichdid,0,<triplet> There <subj> whichdid <obj> 0
NEWS,train17,18,0,0_our_data_0_018,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring.,[],0,diving,does,0,<triplet> diving <subj> does <obj> 0
NEWS,train163,164,0,cause_our_data_0_0164,"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ","[""Ralston attributed its fourth-quarter <ARG1>slump</ARG1> partly to higher <ARG0>costs</ARG0> of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending.""]",1,costs,slump,cause,<triplet> costs <subj> slump <obj> cause
NEWS,train319,320,0,cause_our_data_0_0320,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern.""","[""As the census gets underway, Prewitt said <ARG1>trying</ARG1> to count everyone, as <ARG0>mandated</ARG0> by the Constitution, should be the top concern.""]",1,mandated,trying,cause,<triplet> mandated <subj> trying <obj> cause
AFPNEWS,train123,124,0,prevent_our_data_0_0124,"Several EU countries have restricted the use of AstraZeneca's vaccine to older people, typically over 55 or 60.","[""Several EU <ARG0>countries</ARG0> have <SIG0>restrict</SIG0>ed the use of AstraZenecas <ARG1>vaccine</ARG1> to older people, typically over 55 or 60.""]",1,countries,vaccine,prevent,<triplet> countries <subj> vaccine <obj> prevent
NEWS,train93,94,0,cause_our_data_0_094,"Earnings at Xerox's financial-services operations actually rose slightly, but that was largely because capital gains at Crum amp Forster offset Hurricane Hugo payments and the reserves set up  to cover future payments.    ","[""Earnings at Xeroxs financial-services operations actually <ARG1>rose</ARG1> slightly, but that was largely because capital gains at Crum amp Forster <ARG0>offset</ARG0> Hurricane Hugo payments and the reserves set up  to cover future payments.""]",1,offset,rose,cause,<triplet> offset <subj> rose <obj> cause
AFPNEWS,train82,83,0,enable_our_data_0_083,"With its restructuring plan approved by Norwegian and Irish courts, the company can now emerge from bankruptcy protection.","[""With its restructuring <ARG0>plan</ARG0> <SIG0>approve</SIG0>d by Norwegian and Irish courts, the company can now emerge from <ARG1>bankruptcy</ARG1> protection.""]",1,plan,bankruptcy,enable,<triplet> plan <subj> bankruptcy <obj> enable
NEWS,train14,15,0,prevent_our_data_0_015,"Secretary of State James Baker, speaking on ABC News' ""This Week,"" said the Kuwaiti request gives the U.S. and other countries ""a legal basis for stopping the export of oil and that sort of thing."" ","[""Secretary of State James Baker, speaking on ABC News This Week, said the Kuwaiti <ARG1>request</ARG1> gives the U.S. and other countries a legal basis for stopping the <ARG0>export</ARG0> of oil and that sort of thing.""]",1,export,request,prevent,<triplet> export <subj> request <obj> prevent
NEWS,train13,14,0,0_our_data_0_014,"Mr. Roberts continues as treasurer, and Mr. Wonham remains responsible for the offices of comptroller, planning, marketing and general services.    ",[],0,and,Roberts,0,<triplet> and <subj> Roberts <obj> 0
NEWS,train81,82,0,0_our_data_0_082,"Benjamin Franklin Federal Savings amp Loan Association said it plans to restructure in the wake of a third-quarter loss of $7.7 million, or $1.01 a share, reflecting an $11 million addition to loan-loss reserves.    ",[],0,of,Loan,0,<triplet> of <subj> Loan <obj> 0
NEWS,train79,80,0,0_our_data_0_080,A spokeswoman for Crum amp Forster said employees  were told early this week that numerous staff functions for the personal insurance lines  were going  to  be centralized as a cost-cutting move.,[],0,were,cost-cutting,0,<triplet> were <subj> cost-cutting <obj> 0
NEWS,train229,230,0,cause_our_data_0_0230,"The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a strengthening in the dollar, which lowers the value of overseas earnings when they are translated into dollars.    ","[""The profit gain was made despite a weakening in the housing market, for which the company is a supplier, and a <ARG0>strengthening</ARG0> in the dollar, which <ARG1>lowers</ARG1> the value of overseas earnings when they are translated into dollars.""]",1,strengthening,lowers,cause,<triplet> strengthening <subj> lowers <obj> cause
NEWS,train169,170,0,cause_our_data_0_0170,N.V. DSM said net income in the third quarter jumped 63% as the company had substantially lower extraordinary charges to account for a restructuring program.,"[""N.V. DSM said net income in the third quarter <ARG1>jumped</ARG1> 63% as the company had substantially lower extraordinary <ARG0>charges</ARG0> to account for a restructuring program.""]",1,charges,jumped,cause,<triplet> charges <subj> jumped <obj> cause
AFPNEWS,train91,92,0,enable_our_data_0_092,"Oral-B® was founded in 1950 by Dr. Robert Hutson, a California periodontist, who invented an innovative toothbrush to help his patients achieve healthier teeth and gums at home.","[""Oral-B® was founded in 1950 by Dr. Robert Hutson, a California periodontist, who invented an innovative <ARG0>toothbrush</ARG0> to <SIG0>help</SIG0> his patients achieve healthier <ARG1>teeth</ARG1> and gums at home.""]",1,toothbrush,teeth,enable,<triplet> toothbrush <subj> teeth <obj> enable
AFPNEWS,train113,114,0,prevent_our_data_0_0114,Total said it would continue to produce gas so as not to disrupt electricity supply in either country.,"[""Total said it would continue to <ARG0>produce</ARG0> gas so as not to <ARG1><SIG0>disrupt</SIG0></ARG1> electricity supply in either country.""]",1,produce,<SIG0>disrupt</SIG0>,prevent,<triplet> produce <subj> <SIG0>disrupt</SIG0> <obj> prevent
NEWS,train132,133,0,0_our_data_0_0133,"Since 1983, Westinghouse has shed 70 businesses that it did n't expect to produce 10% operating margins while acquiring 55 businesses.    ",[],0,operating,Westinghouse,0,<triplet> operating <subj> Westinghouse <obj> 0
NEWS,train116,117,0,cause_our_data_0_0117,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ","[""Dataproducts Inc. said it filed a <ARG0>lawsuit</ARG0> in Delaware Chancery Court to <ARG1>block</ARG1> a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.""]",1,lawsuit,block,cause,<triplet> lawsuit <subj> block <obj> cause
NEWS,train126,127,0,cause_our_data_0_0127,"Compaq Computer Corp. said that its net income rose 51% in the third quarter, bolstered by unusual gains from its investment in a disk-drive maker and reflecting continued growth in its European operations.    ","[""Compaq Computer Corp. said that its net income rose 51% in the third quarter, bolstered by unusual <ARG1>gains</ARG1> from its <ARG0>investment</ARG0> in a disk-drive maker and reflecting continued growth in its European operations.""]",1,investment,gains,cause,<triplet> investment <subj> gains <obj> cause
NEWS,train223,224,0,cause_our_data_0_0224,"On Friday, Intel began notifying customers about the bugs which cause the chip to give wrong answers for some mathematical calculations.    ","[""On Friday, Intel began notifying customers about the <ARG0>bugs</ARG0> which cause the chip to give wrong <ARG1>answers</ARG1> for some mathematical calculations.""]",1,bugs,answers,cause,<triplet> bugs <subj> answers <obj> cause
AFPNEWS,train169,170,0,prevent_our_data_0_0170,"Facebook and Instagram on Wednesday announced plans to let users stop displaying ""like"" tallies racked up by posts, letting people opt out of seeking status through the approval of others.","[""Facebook and Instagram on Wednesday announced <ARG0>plans</ARG0> to let users <SIG0>stop</SIG0> <ARG1>displaying</ARG1> like tallies racked up by posts, letting people opt out of seeking status through the approval of others.""]",1,plans,displaying,prevent,<triplet> plans <subj> displaying <obj> prevent
AFPNEWS,train173,174,0,prevent_our_data_0_0174,There have been calls to revamp the UN health agency as well as the entire global approach to health to avoid future catastrophes.,"[""There have been calls to <ARG0>revamp</ARG0> the UN health agency as well as the entire global approach to health to <SIG0>avoid</SIG0> future <ARG1>catastrophes</ARG1>.""]",1,revamp,catastrophes,prevent,<triplet> revamp <subj> catastrophes <obj> prevent
NEWS,train224,225,0,cause_our_data_0_0225,"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday. ","[""Nonetheless, <ARG0>concern</ARG0> about the chip may have been responsible for a <ARG1>decline</ARG1> of 87.5 cents in Intels stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaqs stock in New York Stock Exchange composite trading on Wednesday.""]",1,concern,decline,cause,<triplet> concern <subj> decline <obj> cause
AFPNEWS,train97,98,0,enable_our_data_0_098,"Amazon has agreed to buy the storied MGM studios for $8.45 billion, the companies said Wednesday, giving the US tech giant a vast content library to further its ambitions in streaming.","[""Amazon has agreed to <ARG0>buy</ARG0> the storied MGM studios for $8.45 billion, the companies said Wednesday, giving the US tech giant a vast content library to further its <ARG1>ambitions</ARG1> in streaming.""]",1,buy,ambitions,enable,<triplet> buy <subj> ambitions <obj> enable
NEWS,train324,325,0,cause_our_data_0_0325,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them.","[""Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly <ARG1>damaged</ARG1> by the recalls and the news attention <ARG0>given</ARG0> to them.""]",1,given,damaged,cause,<triplet> given <subj> damaged <obj> cause
NEWS,train46,47,0,intend_our_data_0_047,The SEC has alleged that Mr. Antar aimed to pump up the company's stock price through false financial statements in order to sell his stake and reap huge profits.,"[""The SEC has alleged that Mr. Antar aimed to <ARG0>pump</ARG0> up the companys stock price through false financial statements in order to sell his stake and <ARG1>reap</ARG1> huge profits.""]",1,pump,reap,intend,<triplet> pump <subj> reap <obj> intend
NEWS,train225,226,0,cause_our_data_0_0226,"Nonetheless, concern about the chip may have been responsible for a decline of 87.5 cents in Intel's stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a drop in Compaq's stock in New York Stock Exchange composite trading on Wednesday. ","[""Nonetheless, <ARG0>concern</ARG0> about the chip may have been responsible for a decline of 87.5 cents in Intels stock to $32 a share yesterday in over-the-counter trading, on volume of 3,609,800 shares, and partly responsible for a <ARG1>drop</ARG1> in Compaqs stock in New York Stock Exchange composite trading on Wednesday.""]",1,concern,drop,cause,<triplet> concern <subj> drop <obj> cause
AFPNEWS,train161,162,0,prevent_our_data_0_0162,"Morocco recently eased restrictions imposed to control the spread of the coronavirus, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.","[""Morocco recently eased <ARG0>restrictions</ARG0> imposed to <SIG0>control</SIG0> the spread of the <ARG1>coronavirus</ARG1>, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.""]",1,restrictions,coronavirus,prevent,<triplet> restrictions <subj> coronavirus <obj> prevent
NEWS,train74,75,0,0_our_data_0_075,The directors added that the two executives have n't reached a final decision to proceed with a bid and that until an offer is made the board will continue seeking higher offers from other bidders.,[],0,a,that,0,<triplet> a <subj> that <obj> 0
AFPNEWS,train80,81,0,enable_our_data_0_081,"He urged the Malian and French authorities ""to do everything to secure his freedom"".","[""He urged the Malian and French <ARG0>authorities</ARG0> to do everything to <SIG0>secure</SIG0> his <ARG1>freedom</ARG1>.""]",1,authorities,freedom,enable,<triplet> authorities <subj> freedom <obj> enable
NEWS,train298,299,0,cause_our_data_0_0299,"While a prisoner, Maria witnessed a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then murdered.","[""While a prisoner, Maria <ARG0>witnessed</ARG0> a sickening trade in human life and recalls how young girls were drugged, <ARG1>forced</ARG1> into prostitution and then murdered.""]",1,witnessed,forced,cause,<triplet> witnessed <subj> forced <obj> cause
NEWS,train70,71,0,0_our_data_0_071,"Paribas said Monday that it intends to bid to boost its stake in Navigation Mixte to 66.7%, from the 18.7% it already owns. ",[],0,Paribas,from,0,<triplet> Paribas <subj> from <obj> 0
NEWS,train249,250,0,cause_our_data_0_0250,"It received more offers, but the auction was surprisingly won by IMA, which bid $28 a share and asked Mr. Gilleland to stay on as an equity participant. ","[""It received more offers, but the auction was surprisingly <ARG0>won</ARG0> by IMA, which <ARG1>bid</ARG1> $28 a share and asked Mr. Gilleland to stay on as an equity participant.""]",1,won,bid,cause,<triplet> won <subj> bid <obj> cause
NEWS,train139,140,0,0_our_data_0_0140,"Revenue totaled $1.01 billion, a 43% increase from $704.4 million, reflecting the company's acquisition of Emery earlier this year.    ",[],0,Emery,of,0,<triplet> Emery <subj> of <obj> 0
NEWS,train137,138,0,0_our_data_0_0138,Company officials also said that any gain from the sale of Westinghouse's 55% stake in its transmission and distribution venture with the Swiss firm of Asea Brown Boveri will be offset by a restructuring charge in the fourth quarter.,[],0,transmission,in,0,<triplet> transmission <subj> in <obj> 0
NEWS,train142,143,0,0_our_data_0_0143,"""They have to continue to tighten their belts,"" said Craig Kloner, an analyst at Goldman, Sachs amp Co. ",[],0,Craig,Co.,0,<triplet> Craig <subj> Co. <obj> 0
NEWS,train31,32,0,intend_our_data_0_032,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ","[""DPC, an investor group led by New York-based Crescott Investment Associates, had itself <ARG0>filed</ARG0> a suit in state court in Los Angeles seeking to <ARG1>nullify</ARG1> the agreement.""]",1,filed,nullify,intend,<triplet> filed <subj> nullify <obj> intend
NEWS,train214,215,0,cause_our_data_0_0215,President Bush's political argument for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi destruction inside Kuwait.,"[""President Bushs political <ARG1>argument</ARG1> for going to a groundwar has been strengthened by the growing stream of reports ofwanton Iraqi <ARG0>destruction</ARG0> inside Kuwait.""]",1,destruction,argument,cause,<triplet> destruction <subj> argument <obj> cause
NEWS,train155,156,0,cause_our_data_0_0156,"At the same time, the sheer size of the loss, coupled with a slowing of orders, made some securities analysts wonder just how strong that turnaround will be at the computer maker and defense-electronics concern.    ","[""At the same time, the sheer size of the <ARG0>loss</ARG0>, coupled with a slowing of orders, made some securities analysts <ARG1>wonder</ARG1> just how strong that turnaround will be at the computer maker and defense-electronics concern.""]",1,loss,wonder,cause,<triplet> loss <subj> wonder <obj> cause
NEWS,train7,8,0,0_our_data_0_08,"In the filing, Crane said that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. ",[],0,continue,"Roy,",0,"<triplet> continue <subj> Roy, <obj> 0"
NEWS,train211,212,0,cause_our_data_0_0212,"He went on to addthat ""in so doing you not only return a nation to its people,but you will destroy the war machine of a ruthless dictator.""   ","[""He went on to addthat in so <ARG0>doing</ARG0> you not only return a nation to its people,but you will <ARG1>destroy</ARG1> the war machine of a ruthless dictator.""]",1,doing,destroy,cause,<triplet> doing <subj> destroy <obj> cause
NEWS,train124,125,0,0_our_data_0_0125,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",[],0,gains,were,0,<triplet> gains <subj> were <obj> 0
NEWS,train199,200,0,cause_our_data_0_0200,"Mr. Antar, the SEC said, made more than $60 million from the sale of his shares between 1985 and 1987.    ","[""Mr. Antar, the SEC said, <ARG1>made</ARG1> more than $60 million from the <ARG0>sale</ARG0> of his shares between 1985 and 1987.""]",1,sale,made,cause,<triplet> sale <subj> made <obj> cause
AFPNEWS,train38,39,0,enable_our_data_0_039,"""There are very specific entry and movement rules and procedures which the organisers have laid out in order to ensure the protection of everyone involved,"" she added.","[""There are very specific entry and movement <ARG0>rules</ARG0> and procedures which the organisers have laid out in order to <SIG0>ensure</SIG0> the <ARG1>protection</ARG1> of everyone involved, she added.""]",1,rules,protection,enable,<triplet> rules <subj> protection <obj> enable
AFPNEWS,train179,180,0,prevent_our_data_0_0180,"""Indonesia's economy struggled to gain any momentum in the first quarter of the year and a failure to contain the virus will hold back the recovery in the quarters ahead,"" Gareth Leather, Senior Asia Economist from Capital Economics said.","[""Indonesias economy struggled to gain any momentum in the first quarter of the year and a <ARG0>failure</ARG0> to <SIG0>contain</SIG0> the virus will hold back the <ARG1>recovery</ARG1> in the quarters ahead, Gareth Leather, Senior Asia Economist from Capital Economics said.""]",1,failure,recovery,prevent,<triplet> failure <subj> recovery <obj> prevent
AFPNEWS,train132,133,0,prevent_our_data_0_0133,"Meanwhile voter registration is hampered by logistical issues and prominent opposition parties are planning to boycott, complaining their candidates have been arrested and their offices vandalised.","[""Meanwhile voter <ARG1>registration</ARG1> is <SIG0>hamper</SIG0>ed by logistical <ARG0>issues</ARG0> and prominent opposition parties are planning to boycott, complaining their candidates have been arrested and their offices vandalised.""]",1,issues,registration,prevent,<triplet> issues <subj> registration <obj> prevent
AFPNEWS,train125,126,0,prevent_our_data_0_0126,"""It would be unwise for us to take actions that might slow the recovery prematurely by trying to stay ahead of inflation, when our best estimate is that we are not far behind.""","[""It would be unwise for us to take <ARG0>actions</ARG0> that might <SIG0>slow</SIG0> the <ARG1>recovery</ARG1> prematurely by trying to stay ahead of inflation, when our best estimate is that we are not far behind.""]",1,actions,recovery,prevent,<triplet> actions <subj> recovery <obj> prevent
NEWS,train358,359,0,cause_our_data_0_0359,"If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it published is a way of raising your profile.","[""If you really believe a business issue is interesting, writing a letter to an editor of a newspaper and getting it <ARG0>published</ARG0> is a way of <ARG1>raising</ARG1> your profile.""]",1,published,raising,cause,<triplet> published <subj> raising <obj> cause
AFPNEWS,train41,42,0,enable_our_data_0_042,"The stadium is one of a growing list of venues across Melbourne visited by positive cases, leaving state health officials rushing to test and trace across the city of five million, which endured a devastating four-month lockdown after an outbreak last year.","[""The stadium is one of a growing list of venues across Melbourne visited by positive <ARG0>cases</ARG0>, leaving state health officials rushing to <ARG1>test</ARG1> and trace across the city of five million, which endured a devastating four-month lockdown after an outbreak last year.""]",1,cases,test,enable,<triplet> cases <subj> test <obj> enable
AFPNEWS,train72,73,0,enable_our_data_0_073,"Iran's candidate-vetting Guardian Council on Tuesday approved seven hopefuls to run in the June 18 poll to succeed Rouhani, a moderate who under the constitution must step down after his second consecutive term.","[""Irans candidate-vetting Guardian <ARG0>Council</ARG0> on Tuesday <SIG0>approve</SIG0>d seven hopefuls to <ARG1>run</ARG1> in the June 18 poll to succeed Rouhani, a moderate who under the constitution must step down after his second consecutive term.""]",1,Council,run,enable,<triplet> Council <subj> run <obj> enable
NEWS,train86,87,0,0_our_data_0_087,"And Robert Gates, Mr. Bush's deputy national securityadviser, asserted in an interview on the Cable News Networkthat Iraqi troops have set fire to ""large sections"" of KuwaitCity.   ",[],0,fire,have,0,<triplet> fire <subj> have <obj> 0
NEWS,train193,194,0,cause_our_data_0_0194,The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward.,"[""The latest period includes <ARG1>gains</ARG1> of $9.1 million from early <ARG0>retirement</ARG0> of debt and tax loss carry-forward.""]",1,retirement,gains,cause,<triplet> retirement <subj> gains <obj> cause
NEWS,train157,158,0,0_our_data_0_0158,"""It makes no sense for us to put money at risk when you know you're going to lose,"" says Mr. Antolini, of Donaldson Lufkin.    ",[],0,at,no,0,<triplet> at <subj> no <obj> 0
NEWS,train37,38,0,intend_our_data_0_038,"The gross proceeds from the sale of the notes, which will be due on Nov. 1, 2004, will be used to reduce existing debt and for general corporate purposes, the company said. ","[""The gross proceeds from the sale of the notes, which will be due on Nov. 1, 2004, will be <ARG0>used</ARG0> to <ARG1>reduce</ARG1> existing debt and for general corporate purposes, the company said.""]",1,used,reduce,intend,<triplet> used <subj> reduce <obj> intend
NEWS,train150,151,0,cause_our_data_0_0151,"In the past two months the nation's 88 junk funds have lost a total of about $6 billion -- more than 15% of assets -- through sales or transfers of junk-fund shares, Dalbar says. ","[""In the past two months the nations 88 junk funds have <ARG1>lost</ARG1> a total of about $6 billion -- more than 15% of assets -- through <ARG0>sales</ARG0> or transfers of junk-fund shares, Dalbar says.""]",1,sales,lost,cause,<triplet> sales <subj> lost <obj> cause
AFPNEWS,train2,3,0,enable_our_data_0_03,We continue to rapidly grow our partner network and since 2020 have certified more than a thousand consultants as o9 implementers.,"[""We continue to rapidly grow our partner <ARG0>network</ARG0> and since 2020 have certified more than a thousand consultants as o9 <ARG1>implementers</ARG1>.""]",1,network,implementers,enable,<triplet> network <subj> implementers <obj> enable
NEWS,train290,291,0,prevent_our_data_0_0291,"The ban would prevent Al-Muhajiroun from having meetings or raising money, and it would make attending a meeting or being a member of the group a crime.","[""The ban would <ARG0>prevent</ARG0> Al-Muhajiroun from having meetings or raising money, and it would make <ARG1>attending</ARG1> a meeting or being a member of the group a crime.""]",1,prevent,attending,prevent,<triplet> prevent <subj> attending <obj> prevent
NEWS,train22,23,0,0_our_data_0_023,"""We consider that his bid is an acceptable bid,"" said Sandra Kolber, spokeswoman for the independent directors' committee appointed last May to solicit and review bids for the company in the wake of a dispute between Mr. Drabinsky and Cineplex's major shareholder, MCA Inc.    MCA and Cineplex's other major shareholder, Montreal-based financier Charles Bronfman and his associates, have agreed to tender their holdings to an offer by Mr. Drabinsky unless a higher offer is made by another bidder. ",[],0,by,offer,0,<triplet> by <subj> offer <obj> 0
NEWS,train162,163,0,cause_our_data_0_0163,"Ralston attributed its fourth-quarter slump partly to higher costs of ingredients in the pet food business as well as competitive pressures, which required higher advertising spending. ","[""Ralston attributed its fourth-quarter <ARG1>slump</ARG1> partly to higher costs of ingredients in the pet food business as well as competitive <ARG0>pressures</ARG0>, which required higher advertising spending.""]",1,pressures,slump,cause,<triplet> pressures <subj> slump <obj> cause
NEWS,train150,151,0,0_our_data_0_0151,"But the big, often tumultuous slide in stock prices this month has turned some of those who have been profiting from the practice against it.    ",[],0,prices,the,0,<triplet> prices <subj> the <obj> 0
NEWS,train250,251,0,cause_our_data_0_0251,"DPC Acquisition added that it has not begun discussions with financing sources, and said it expected to repay the amounts borrowed through proceeds of the liquidation.    ","[""DPC Acquisition added that it has not begun discussions with financing sources, and said it expected to <ARG1>repay</ARG1> the amounts borrowed through proceeds of the <ARG0>liquidation</ARG0>.""]",1,liquidation,repay,cause,<triplet> liquidation <subj> repay <obj> cause
NEWS,train338,339,0,cause_our_data_0_0339,"Because it says'I possess the power in this region,' "" the news agency quoted Erdogan as saying of Israel.""","[""Because it saysI possess the power in this region,  the news agency <ARG1>quoted</ARG1> Erdogan as <ARG0>saying</ARG0> of Israel.""]",1,saying,quoted,cause,<triplet> saying <subj> quoted <obj> cause
NEWS,train326,327,0,cause_our_data_0_0327,"Another 16 members of the Brazilian-led peacekeeping force deployed in Haiti are confirmed dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.","[""Another 16 members of the Brazilian-led peacekeeping force <ARG0>deployed</ARG0> in Haiti are <ARG1>confirmed</ARG1> dead, U.N. Secretary-General Ban Ki-moon said Wednesday night -- three Jordanian police officers, one Argentinean and one Chadian police officer, and 11 Brazilian peacekeepers.""]",1,deployed,confirmed,cause,<triplet> deployed <subj> confirmed <obj> cause
NEWS,train342,343,0,cause_our_data_0_0343,"Japan registered its biggest year-on-year increase in exports in almost 30 years in January, prompting manufacturers to hire more people who, in turn, spent more.","[""Japan <ARG0>registered</ARG0> its biggest year-on-year increase in exports in almost 30 years in January, <ARG1>prompting</ARG1> manufacturers to hire more people who, in turn, spent more.""]",1,registered,prompting,cause,<triplet> registered <subj> prompting <obj> cause
AFPNEWS,train16,17,0,enable_our_data_0_017,"But this list was accompanied by new demands which France's fisheries ministry has said were not arranged or discussed with Paris, effectively creating new zoning rules for the waters near Jersey.","[""But this list was accompanied by new <ARG0>demands</ARG0> which Frances fisheries ministry has said were not <SIG0>arrange</SIG0>d or discussed with Paris, effectively creating new zoning <ARG1>rules</ARG1> for the waters near Jersey.""]",1,demands,rules,enable,<triplet> demands <subj> rules <obj> enable
AFPNEWS,train129,130,0,prevent_our_data_0_0130,"Real, Barcelona and Juventus meanwhile retaliated through a Commercial Court in Madrid which referred the matter to the European Court of Justice, asking if UEFA was abusing its ""dominant position"" by seeking to block a competing tournament.","[""Real, Barcelona and Juventus meanwhile retaliated through a Commercial Court in Madrid which referred the matter to the European Court of Justice, asking if UEFA was abusing its dominant <ARG0>position</ARG0> by seeking to <SIG0>block</SIG0> a competing <ARG1>tournament</ARG1>.""]",1,position,tournament,prevent,<triplet> position <subj> tournament <obj> prevent
AFPNEWS,train11,12,0,enable_our_data_0_012,"For students and educators, AWS will provide higher education institutions and their educators with cloud computing courses to prepare students to pursue industry-recognized certifications and careers in cloud. computing.","[""For students and educators, AWS will provide higher education institutions and their educators with cloud computing <ARG0>courses</ARG0> to <SIG0>prepare</SIG0> students to pursue industry-recognized certifications and <ARG1>careers</ARG1> in cloud. computing.""]",1,courses,careers,enable,<triplet> courses <subj> careers <obj> enable
