,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
1046,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of landmines in conflict zones.""]",0.0,International Agreement,Conflict Resolution,enable,enable,International Agreement enable Conflict Resolution,
1047,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Russia in an effort to prevent the country from interfering in other nations' elections.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Russia in an effort to prevent the country from <ARG1>Interfering</ARG1> in other nations  elections.""]",0.0,Economic Sanctions,Election Interference,prevent,prevent,Economic Sanctions prevent Election Interference,
1048,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed economic <ARG0>Sanctions</ARG0> on Iran in an effort to prevent the country from developing <ARG1>Nuclear</ARG1> weapons.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,
1049,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase the availability of affordable housing, in an effort to reduce homelessness.","[""The government has <ARG0>passed</ARG0> a law to increase the availability of affordable housing, in an effort to <ARG1>reduce</ARG1> homelessness.""]",0.0,Government Policy Change,Social Welfare Improvement,intend,intend,Government Policy Change intend Social Welfare Improvement,0.78350675
1050,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of disease and pandemics.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>disease</ARG1> and pandemics.""]",0.0,Public Health Measure,Disease Outbreak,prevent,prevent,Public Health Measure prevent Disease Outbreak,
1051,cnc,1.0,1.0,0.0,enable_1_1_0,"Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.","[""Prime Minister Margaret Thatcher might, however, be receptive to any <ARG0>request</ARG0> by Jaguar Chairman Sir John Egan for the restriction s early removal to let GM amass more than 15% or <ARG1>mount</ARG1> a friendly suitor bid against Ford.""]",0.0,Business Negotiation,Corporate Takeover,enable,enable,Business Negotiation enable Corporate Takeover,
1052,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Iran in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Iran in an effort to prevent the country from <ARG1>developing</ARG1> nuclear weapons.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,
1053,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution calling for the immediate cessation of hostilities in the conflict in Syria.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> calling for the immediate <ARG1>cessation</ARG1> of hostilities in the conflict in Syria.""]",0.0,International Intervention,Ceasefire Agreement,enable,enable,International Intervention enable Ceasefire Agreement,
1054,cnc,1.0,1.0,0.0,cause_1_1_0,"In effect, McCaw has forced LIN's hand by bidding $1.9 billion for the stake earlier this month.    ","[""In effect, McCaw has <ARG1>forced</ARG1> LIN s hand by <ARG0>bidding</ARG0> $1.9 billion for the stake earlier this month.""]",0.0,Merger and Acquisition,Bid,cause,cause,Merger and Acquisition cause Bid,0.7043338
1055,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to childcare in an effort to reduce poverty.,"[""The government <ARG0>passed</ARG0> a law to increase access to childcare in an effort to <ARG1>reduce</ARG1> poverty.""]",0.0,Government Policy Change,Social Welfare Initiative,intend,intend,Government Policy Change intend Social Welfare Initiative,0.78350675
1056,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on North Korea in an effort to prevent the country from <ARG1>Developing nuclear weapons</ARG1>.""]",0.0,Economic Sanctions,Nuclear Weapons Development,prevent,prevent,Economic Sanctions prevent Nuclear Weapons Development,
1057,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the government from using weapons against its own citizens.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on South Sudan in an effort to prevent the government from <ARG1>using</ARG1> weapons against its own citizens.""]",0.0,Arms Embargo,Government Use of Weapons Against Citizens,prevent,prevent,Arms Embargo prevent Government Use of Weapons Against Citizens,
1058,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to educational opportunities in an effort to reduce inequality.,"[""The government <ARG0>passed</ARG0> a law to increase access to educational opportunities in an effort to <ARG1>reduce</ARG1> inequality.""]",0.0,Government Policy Change,Social Improvement,intend,intend,Government Policy Change intend Social Improvement,0.78350675
1059,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Libya in an effort to prevent the country from committing human rights <ARG1>Abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
1060,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from developing weapons of mass destruction.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Syria in an effort to prevent the country from <ARG1>developing</ARG1> weapons of mass destruction.""]",0.0,Arms Embargo,Weapons of Mass Destruction Proliferation Prevention,prevent,prevent,Arms Embargo prevent Weapons of Mass Destruction Proliferation Prevention,
1061,cnc,1.0,1.0,0.0,enable_1_1_0,The United Kingdom has introduced a new policy to ensure that all citizens have access to quality education.,"[""The United Kingdom has introduced a new <ARG0>policy</ARG0> to ensure that all citizens have <ARG1>access</ARG1> to quality education.""]",0.0,Natural Disaster,Education Policy Change,enable,enable,Natural Disaster enable Education Policy Change,
1062,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new resolution to promote global peace and security.,"[""The United Nations has adopted a new <ARG0>resolution</ARG0> to <ARG1>promote</ARG1> global peace and security.""]",0.0,Natural Disaster,International Agreement,enable,enable,Natural Disaster enable International Agreement,
1063,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the spread of terrorism, including introducing new laws to regulate the movement of people and goods.","[""The government has <ARG0>taken steps</ARG0> to prevent the spread of <ARG1>Terrorism</ARG1>, including introducing new laws to regulate the movement of people and goods.""]",0.0,Government Regulation,Counter-Terrorism Measure,prevent,prevent,Government Regulation prevent Counter-Terrorism Measure,
1064,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new policy to ensure that all Canadians have access to high-quality health care.,"[""The Canadian government has announced a new <ARG0>policy</ARG0> to ensure that all Canadians have <ARG1>access</ARG1> to high-quality health care.""]",0.0,Natural Disaster,Healthcare Policy Change,enable,enable,Natural Disaster enable Healthcare Policy Change,
1065,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of terrorism and extremism.,"[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>terrorism</ARG1> and extremism.""]",0.0,Natural Disaster,Counter-Terrorism Measures,prevent,prevent,Natural Disaster prevent Counter-Terrorism Measures,
1066,cnc,1.0,1.0,0.0,cause_1_1_0,"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ","[""MGM Grand Inc. has agreed to <ARG0>pay</ARG0> $93 million and nearly 1.8 million common shares to <ARG1>buy</ARG1> 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.""]",0.0,Merger and Acquisition,Land Purchase,cause,cause,Merger and Acquisition cause Land Purchase,0.7043338
1067,cnc,1.0,1.0,0.0,enable_1_1_0,The government has announced a new policy that will provide incentives for companies to invest in green technology.,"[""The government has announced a new <ARG0>policy</ARG0> that will provide incentives for companies to <ARG1>invest</ARG1> in green technology.""]",0.0,Natural Disaster,Government Incentive Program,enable,enable,Natural Disaster enable Government Incentive Program,
1068,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed a no-fly zone over Iraq to prevent Saddam Hussein from using his air force to attack his own people.,"[""The United States and its allies have imposed a <ARG0>no-fly</ARG0> zone over Iraq to prevent Saddam Hussein from <ARG1>using</ARG1> his air force to attack his own people.""]",0.0,Military Intervention,Humanitarian Intervention,prevent,prevent,Military Intervention prevent Humanitarian Intervention,
1069,cnc,1.0,1.0,0.0,cause_1_1_0,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.,"[""The company said it was <ARG1>checking</ARG1> the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- beca<ARG0>use</ARG0> they <ARG0>use</ARG0> the same system as that <ARG0>use</ARG0>d on the 2010 Toyota Prius.""]",0.0,Natural Disaster,Product Recall,cause,cause,Natural Disaster cause Product Recall,0.7043338
1070,cnc,1.0,1.0,0.0,intend_1_1_0,The government has implemented a series of reforms to promote cultural diversity and reduce discrimination.,"[""The government has implemented a series of reforms to promote <ARG0>cultural</ARG0> diversity and reduce <ARG1>discrimination</ARG1>.""]",0.0,Cultural Policy Change,Discrimination Prevention Efforts,intend,intend,Cultural Policy Change intend Discrimination Prevention Efforts,0.78350675
1071,cnc,1.0,1.0,0.0,intend_1_1_0,"The government is introducing a new law to protect the rights of minorities, in an effort to promote equality and social justice.","[""The government is <ARG0>introducing</ARG0> a new law to protect the rights of minorities, in an effort to <ARG1>promote</ARG1> equality and social justice.""]",0.0,Natural Disaster,Legislative Change,intend,intend,Natural Disaster intend Legislative Change,0.78350675
1072,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.","[""The government has <ARG0>passed</ARG0> a law to increase access to job training programs, in an effort to <ARG1>reduce</ARG1> unemployment.""]",0.0,Government Policy Change,Employment and Training Initiative,intend,intend,Government Policy Change intend Employment and Training Initiative,0.78350675
1073,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to protect the rights of victims of workplace harassment and ensure their access to services.,"[""The government <ARG0>passed</ARG0> a law to protect the rights of victims of workplace harassment and <ARG1>ensure</ARG1> their access to services.""]",0.0,Legal/Regulatory Change,Social Change/Reform,intend,intend,Legal/Regulatory Change intend Social Change/Reform,0.78350675
1074,cnc,1.0,1.0,0.0,enable_1_1_0,"The European Union has announced a new program to provide financial assistance to small businesses in developing countries, providing up to $1,000 per month in assistance for those who qualify.","[""The European Union has <ARG0>announced</ARG0> a new program to <ARG1>provide</ARG1> financial assistance to small businesses in developing countries, providing up to $1,000 per month in assistance for those who qualify.""]",0.0,Government Initiative,Financial Assistance Program,enable,enable,Government Initiative enable Financial Assistance Program,
1075,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced new regulations to ensure that foreign investors are subject to the same rules as domestic investors when it comes to investing in the country's stock markets.,"[""The Canadian government has announced new <ARG0>regulations</ARG0> to <ARG1>ensure</ARG1> that foreign investors are subject to the same rules as domestic investors when it comes to investing in the country s stock markets.""]",0.0,Regulatory Change,Investment Policy Change,enable,enable,Regulatory Change enable Investment Policy Change,
1076,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to healthcare and reduce healthcare costs.,"[""The government <ARG0>passed</ARG0> a law to increase access to healthcare and <ARG1>reduce</ARG1> healthcare costs.""]",0.0,Natural Disaster,Legislative Change,intend,intend,Natural Disaster intend Legislative Change,0.78350675
1077,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Syria in an effort to prevent the country from using chemical weapons.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Syria in an effort to prevent the country from using <ARG1>Chemical weapons</ARG1>.""]",0.0,Arms Embargo,Weapons Proliferation,prevent,prevent,Arms Embargo prevent Weapons Proliferation,
1078,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from the misuse of data.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Misuse of Data</ARG1>.""]",0.0,Natural Disaster,Data Protection Regulation,prevent,prevent,Natural Disaster prevent Data Protection Regulation,
1079,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to healthcare in an effort to improve public health.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>increase</ARG1> access to healthcare in an effort to improve public health.""]",0.0,Government Policy Change,Improve Public Health,intend,intend,Government Policy Change intend Improve Public Health,0.78350675
1080,cnc,1.0,1.0,0.0,intend_1_1_0,Hudson's Bay Co. announced terms of a previously proposed rights issue that is expected to raise about 396 million Canadian dollars (US$337 million) net of expenses.,"[""Hudson s Bay Co. <ARG1>announced</ARG1> terms of a previously proposed rights issue that is expected to <ARG0>raise</ARG0> about 396 million Canadian dollars (US$337 million) net of expenses.""]",0.0,Financial Announcement,Corporate Action,intend,intend,Financial Announcement intend Corporate Action,0.78350675
1081,cnc,1.0,1.0,0.0,cause_1_1_0,Ralston said its Eveready battery unit  was hurt by continuing economic problems in South America.,"[""Ralston said its Eveready battery unit  was <ARG1>hurt</ARG1> by <ARG0>continuing</ARG0> economic problems in South America.""]",0.0,Economic Downturn,Product Impact,cause,cause,Economic Downturn cause Product Impact,0.7043338
1082,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to protect the rights of LGBTQ+ individuals and ensure equal protection under the law.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>protect</ARG1> the rights of LGBTQ+ individuals and ensure equal <ARG1>protect</ARG1>ion under the law.""]",0.0,Natural Disaster,Legal Change,intend,intend,Natural Disaster intend Legal Change,0.78350675
1083,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent further violence and conflict.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on South Sudan in an effort to prevent further violence and <ARG1>conflict</ARG1>.""]",0.0,Arms Embargo,Conflict,prevent,prevent,Arms Embargo prevent Conflict,
1084,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on North Korea in an effort to prevent the country from developing nuclear weapons.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on North Korea in an effort to prevent the country from <ARG1>developing nuclear weapons</ARG1>.""]",0.0,Economic Sanction,Nuclear Weapons Development,prevent,prevent,Economic Sanction prevent Nuclear Weapons Development,
1085,cnc,1.0,1.0,0.0,intend_1_1_0,The government has implemented a series of reforms to promote human rights and reduce human rights abuses.,"[""The government has implemented a series of reforms to <ARG0>promote</ARG0> human rights and <ARG1>reduce</ARG1> human rights abuses.""]",0.0,Natural Disaster,Human Rights Policy Change,intend,intend,Natural Disaster intend Human Rights Policy Change,0.78350675
1086,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed <ARG0>Economic sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanctions,Regional Destabilization,prevent,prevent,Economic Sanctions prevent Regional Destabilization,
1087,cnc,1.0,1.0,0.0,enable_1_1_0,"His Excellency Mohammed Ali Al Shorafa, Chairman of the Abu Dhabi Department of Economic Development, said, ""AWS's expansion into the UAE is a testament to our rapidly growing innovation ecosystem that will benefit from access to the world's leading cloud platform and its advanced technologies and solutions.","[""His Excellency Mohammed Ali Al Shorafa, Chairman of the Abu Dhabi Department of Economic Development, said,  AWS s expansion into the UAE is a testament to our rapidly growing innovation <ARG0>ecosystem</ARG0> that will benefit from access to the world s leading cloud platform and its advanced <ARG1>technologies</ARG1> and solutions.""]",0.0,Economic Development,Technological Advancement,enable,enable,Economic Development enable Technological Advancement,
1088,cnc,1.0,1.0,0.0,cause_1_1_0,"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. ""","[""Yesterday alone, the city [ Memphis ] went around to <ARG1>turn</ARG1> on the heat for homes when people have not been able to <ARG0>pay</ARG0> [ their utility bills ].""]",0.0,Utility Assistance Program,Public Service Announcement,cause,cause,Utility Assistance Program cause Public Service Announcement,0.7043338
1089,cnc,1.0,1.0,0.0,enable_1_1_0,The United States Congress has passed a new bill to provide healthcare to all citizens.,"[""The United States Congress has passed a new <ARG0>bill</ARG0> to <ARG1>provide</ARG1> healthcare to all citizens.""]",0.0,Legislation Passed,Healthcare Reform,enable,enable,Legislation Passed enable Healthcare Reform,
1090,cnc,1.0,1.0,0.0,intend_1_1_0,The United States passed a law to impose sanctions on Venezuela in an effort to pressure the government to end its human rights abuses.,"[""The United States <ARG0>passed</ARG0> a law to impose sanctions on Venezuela in an effort to <ARG1>pressure</ARG1> the government to end its human rights abuses.""]",0.0,Economic Sanctions,Human Rights Abuses,intend,intend,Economic Sanctions intend Human Rights Abuses,0.78350675
1091,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Libya in an effort to prevent the country from <ARG1>destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Geopolitical Instability,prevent,prevent,Economic Sanction prevent Geopolitical Instability,
1092,cnc,1.0,1.0,0.0,intend_1_1_0,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ","[""General Motors Corp. wants to <ARG0>buy</ARG0> as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for <ARG1>control</ARG1> of the British car maker.""]",0.0,Merger and Acquisition,Corporate Takeover Bid,intend,intend,Merger and Acquisition intend Corporate Takeover Bid,0.78350675
1093,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from the abuse of animals.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from the <ARG1>Abuse of Animals</ARG1>.""]",0.0,Natural Disaster,Legislation Passed,prevent,prevent,Natural Disaster prevent Legislation Passed,
1094,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new policy to reduce the cost of prescription drugs for Canadians.,"[""The Canadian government has announced a new <ARG0>policy</ARG0> to <ARG1>reduce</ARG1> the cost of prescription drugs for Canadians.""]",0.0,Natural Disaster,Government Policy Change,enable,enable,Natural Disaster enable Government Policy Change,
1095,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has passed a law to increase access to affordable housing, in an effort to reduce homelessness and promote economic stability.","[""The government has <ARG0>passed</ARG0> a law to increase access to affordable housing, in an effort to <ARG1>reduce</ARG1> homelessness and promote economic stability.""]",0.0,Government Policy Change,Social Welfare Initiative,intend,intend,Government Policy Change intend Social Welfare Initiative,0.78350675
1096,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a no-fly zone over Iraq in an effort to prevent further violence against civilians.,"[""The United Nations has imposed a <ARG0>No-fly</ARG0> zone over Iraq in an effort to prevent further <ARG1>Violence</ARG1> against civilians.""]",0.0,Humanitarian Intervention,Conflict Escalation,prevent,prevent,Humanitarian Intervention prevent Conflict Escalation,
1097,cnc,1.0,1.0,0.0,intend_1_1_0,The government introduced a new law to protect the rights of women and children in an effort to combat gender-based violence.,"[""The government introduced a new law to <ARG0>protect</ARG0> the rights of women and children in an effort to <ARG1>combat</ARG1> gender-based violence.""]",0.0,Legal/Policy Change,Social Unrest,intend,intend,Legal/Policy Change intend Social Unrest,0.78350675
1098,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has created a new fund to help refugees access basic services.,"[""The European Union has created a new <ARG0>fund</ARG0> to help refugees <ARG1>access</ARG1> basic services.""]",0.0,Humanitarian Aid,Access to Basic Services,enable,enable,Humanitarian Aid enable Access to Basic Services,
1099,cnc,1.0,1.0,0.0,intend_1_1_0,The government implemented a new policy to promote sustainable development and reduce poverty.,"[""The government <ARG0>implemented</ARG0> a new policy to <ARG1>promote</ARG1> sustainable development and reduce poverty.""]",0.0,Natural Disaster,Government Policy Change,intend,intend,Natural Disaster intend Government Policy Change,0.78350675
1100,cnc,1.0,1.0,0.0,enable_1_1_0,The United States has implemented a new policy to ensure that all citizens have access to quality housing.,"[""The United States has implemented a new <ARG0>policy</ARG0> to ensure that all citizens have <ARG1>access</ARG1> to quality housing.""]",0.0,Natural Disaster,Social Policy Change,enable,enable,Natural Disaster enable Social Policy Change,
1101,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Yemen in an effort to prevent the country from destabilizing the region.,"[""The United Nations has imposed an arms <ARG0>embargo</ARG0> on Yemen in an effort to prevent the country from <ARG1>destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Geopolitical Instability,prevent,prevent,Economic Sanction prevent Geopolitical Instability,
1102,cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has created a new fund to help small businesses access capital and resources.,"[""The European Union has created a new <ARG0>fund</ARG0> to help small businesses <ARG1>access</ARG1> capital and resources.""]",0.0,Government Initiative,Financial Support,enable,enable,Government Initiative enable Financial Support,
1103,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the use of chemical weapons.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>use</ARG1> of chemical weapons.""]",0.0,International Agreement,Weapons Control,prevent,prevent,International Agreement prevent Weapons Control,
1104,cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced plans to invest in economic development initiatives to create jobs and stimulate economic growth.,"[""The government has also announced plans to invest in <ARG0>economic</ARG0> development initiatives to create <ARG1>jobs</ARG1> and stimulate <ARG0>economic</ARG0> growth.""]",0.0,Economic Policy Change,Job Creation Initiative,enable,enable,Economic Policy Change enable Job Creation Initiative,
1105,cnc,1.0,1.0,0.0,cause_1_1_0,The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians took to the streets after the disputed June 12 presidential election.,"[""The protests -- on the Shiite Muslim holy day Ashura -- were the deadliest since opposition Iranians <ARG1>took</ARG1> to the streets after the <ARG0>disputed</ARG0> June 12 presidential election.""]",0.0,Political Unrest,Environmental Policy Change,cause,cause,Political Unrest cause Environmental Policy Change,0.7043338
1106,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,"[""The United Nations Security Council has unanimously adopted a <ARG0>resolution</ARG0> calling for an immediate <ARG1>ceasefire</ARG1> in the conflict between Israel and Palestine.""]",0.0,International Diplomacy,Ceasefire Agreement,enable,enable,International Diplomacy enable Ceasefire Agreement,
1107,cnc,1.0,1.0,0.0,enable_1_1_0,The addition of the AWS Middle East (UAE) Region will enable local customers with data residency requirements to store their data in the UAE while also providing even lower latency across the country.,"[""The addition of the <ARG0>AWS</ARG0> Middle East (UAE) Region will enable local customers with <ARG1>data</ARG1> residency requirements to store their <ARG1>data</ARG1> in the UAE while also providing even lower latency across the country.""]",0.0,AWS Expansion,Data Residency Requirement,enable,enable,AWS Expansion enable Data Residency Requirement,
1108,cnc,1.0,1.0,0.0,enable_1_1_0,The International Monetary Fund has approved a new loan package to help developing countries address poverty and inequality.,"[""The International Monetary Fund has approved a new <ARG0>loan</ARG0> package to help developing countries <ARG1>address</ARG1> poverty and inequality.""]",0.0,Economic Aid,Poverty Reduction Initiative,enable,enable,Economic Aid enable Poverty Reduction Initiative,
1109,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new program to help small businesses access capital and credit.,"[""The Canadian government has announced a new <ARG0>program</ARG0> to help small businesses <ARG1>access</ARG1> capital and credit.""]",0.0,Government Initiative,Financial Access,enable,enable,Government Initiative enable Financial Access,
1110,cnc,1.0,1.0,0.0,intend_1_1_0,"Pentagon sources in Washington meanwhile said the Bushadministration plans  to deploy 45,000 Marines to the region to backup the thousands of Army, Navy and Air Force troops already inplace in the gulf and the Saudi desert.   ","[""Pentagon sources in Washington meanwhile said the Bushadministration plans  to <ARG0>deploy</ARG0> 45,000 Marines to the region to <ARG1>back</ARG1>up the thousands of Army, Navy and Air Force troops already inplace in the gulf and the Saudi desert.""]",0.0,Natural Disaster,Military Deployment,intend,intend,Natural Disaster intend Military Deployment,0.78350675
1111,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase the number of apprenticeships, in an effort to increase job opportunities.","[""The government <ARG0>passed</ARG0> a law to <ARG1>increase</ARG1> the number of apprenticeships, in an effort to <ARG1>increase</ARG1> job opportunities.""]",0.0,Government Policy Change,Economic Development Initiative,intend,intend,Government Policy Change intend Economic Development Initiative,0.78350675
1112,cnc,1.0,1.0,0.0,enable_1_1_0,"The African Union has committed to the implementation of the African Continental Free Trade Area, which will create a single market for goods and services across the continent.","[""The African Union has <ARG0>committed</ARG0> to the implementation of the African Continental Free Trade Area, which will <ARG1>create</ARG1> a single market for goods and services across the continent.""]",0.0,Government Policy Change,Economic Development Initiative,enable,enable,Government Policy Change enable Economic Development Initiative,
1113,cnc,1.0,1.0,0.0,prevent_1_1_0,"Aftershocks from the Mount Nyiragongo volcano in eastern DR Congo rattled the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prompting hundreds of residents  who are unable to flee.","[""Aftershocks from the Mount Nyiragongo <ARG0>volcano</ARG0> in eastern DR Congo rattled the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prompting hundreds of residents  who are unable to <ARG1>flee</ARG1>.""]",0.0,Natural Disaster,Human Displacement,prevent,prevent,Natural Disaster prevent Human Displacement,
1114,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to childcare in an effort to increase workforce participation.,"[""The government <ARG0>passed</ARG0> a law to <ARG1>increase</ARG1> access to childcare in an effort to <ARG1>increase</ARG1> workforce participation.""]",0.0,Government Policy Change,Social Change,intend,intend,Government Policy Change intend Social Change,0.78350675
1115,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a resolution calling for an end to the use of landmines in conflict zones.,"[""The United Nations has adopted a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the use of landmines in conflict zones.""]",0.0,Natural Disaster,International Agreement,enable,enable,Natural Disaster enable International Agreement,
1116,cnc,1.0,1.0,0.0,cause_1_1_0,He told me he wanted to see his mummy then I started crying and said'I do n't think you're ever going to see your mummy again.',"[""He told me he <ARG0>wanted</ARG0> to see his mummy then I started <ARG1>crying</ARG1> and said I do n t think you re ever going to see your mummy again.""]",0.0,Emotional Distress,Death of a Loved One,cause,cause,Emotional Distress cause Death of a Loved One,0.7043338
1117,cnc,1.0,1.0,0.0,intend_1_1_0,The United States has increased its military presence in the Middle East in an effort to combat terrorism.,"[""The United States has <ARG0>increased</ARG0> its military presence in the Middle East in an effort to <ARG1>combat</ARG1> terrorism.""]",0.0,Military Buildup,Combat Operations,intend,intend,Military Buildup intend Combat Operations,0.78350675
1118,cnc,1.0,1.0,0.0,enable_1_1_0,"Japan has sought to increase its presence in the region, and has been involved in a number of economic development initiatives.","[""Japan has sought to increase its <ARG0>presence</ARG0> in the region, and has been <ARG1>involved</ARG1> in a number of economic development initiatives.""]",0.0,Natural Disaster,Economic Expansion,enable,enable,Natural Disaster enable Economic Expansion,
